siqueseuent	-|--|-----|
dont entrax soient enconbré	---|---|-|-----|--------|
liunsp orl autrene blame	-|--|-⌫-||----|-|----|
unssedit e ntassoitblei	--|-|--|-⌫-------|---|
etl arond iausa esgarde ́	-||-----⌫---||-------⌫|
etlimo iniausdehorse stoit	-|-|--⌫-----|-----|-⌫----|
quiau blefatochiern o soit	--|-|---|-------||-⌫---|
larondelelesapela	|-------|--|----|
qu auantuenis se ntlorroua	-|----|-----⌫--⌫-|--|---|
ta ntlesauoi t	--⌫-|--|----⌫|
a sseu rez	-⌫----⌫--|
gr angees to ient entrez	--⌫---|--⌫--⌫---|-----|
delblefme nger entduremen t	--|---|--⌫----⌫--|-------⌫|
don tl iuilainfure ntdolent	---⌫|-⌫|-----|----⌫-|-----|
et lo rsiu ra quil	-|--⌫-|--⌫-|-|-|
l espr endroit	-⌫-|--⌫------|
et qu e son h uisestoperoit	-|--⌫|--|-⌫--|---------|
l arondele lese ngarni	|-------|--|-⌫|----|
qui louconseil	--|--|------|
l imoi nnialss eson t destorne ́	-⌫|---⌫-----|-⌫|---⌫|--------⌫|
entier sn iso nt	------⌫|||--⌫-|
liuilainsdit	-|------|--|
asonsergent	|--|------|
qu e me r uelleli semblentgrant	--⌫|--⌫-⌫----|-|-------|----|
quel imo i nnelsuntdeuenu	--|-⌫|--⌫-⌫---|---|-----|
libachelersarespondu	-|--------||-------|
quelarondelel auo itfait	--||-------||---⌫-|---|
estoientensusretrait	-------|-|--|------|
mais c il son cons eil uoloit croire	---||-|--|----⌫--|-----|-----|
tel parolediroitporuoi re	--|-----|-----|--|---⌫-|
dont laronde	---||-----|
lesdeceuro it	--|-------⌫-|
e t lesmoinn iausli ame nroit	-⌫|--|-----⌫---|-|---⌫----|
en hautpa rlaqu eleloist	-|---|--⌫--|-|--||---|
s ase urat etpromeist	|---⌫---|-|-------|
queiamaisoise l ne	--|-----|----⌫|-|
neque iamaislormefeist	-|--|-----|--|------|
li uileins dit c eleparole	-|------|--|-⌫--|-----|
etlarondelequi	-||-------|--|
alaas mon iaus conter	--|-|---⌫---|-----|
si les fit enlagrenge	-|--|--|-|-|-----|
liuile i nsa s es enginsfais	-|----⌫-⌫-||-⌫-|-----|---|
lesmoin nesat rais	--|----⌫--|--⌫---|
lorsa leren tal a rondele	---|-⌫-----⌫|||-⌫------|
qui lora dit	--|--||--|
malenouele	---|-----|
ele respontcilmemen ti	--|------|--|-|---⌫-|
etieuos menti aut resi	-|-|--|----|---⌫---|
cil deiso n	--|--|--⌫|
uoi r et ieauos	---⌫|-|-||--|
maislimaus est tornez soruos	---|-|---|--|-----|--|--|
nosmontre pa r escrit	--|-----|--⌫|-----|
m aintefoizaitrou é etdi t	-⌫----|---|-|----⌫-|-|--⌫|
maint homei a qui mentiru u et	----|---|||--|-----|-⌫-⌫-|
a ce lui quimenti rl isuet	|--⌫--|--|-----⌫|-⌫|---|
nussage snedeuroit	--|----⌫|-|------|
parolecel e nestoitu oire	-----||--⌫||-----|-⌫---|
texc r oit menconge ensoncorage	--|-⌫-⌫--|-------|-|--|-----|
q o nli atornea dama ge	|-⌫|-|-----||----⌫-|
sifitlaronde	-|--||-----|
quilesm oinnia uspriteldemain	--|--|-⌫------⌫-|---|-|-----|
cinosrec onteence st efable	-|--|---⌫---|-|--⌫--⌫|----|
queu nsuilainstraitdel	--|-⌫-|------|----|-||
os esb uesl es fiensque il fi rent	|-⌫-|-⌫--|-⌫-|----|--|-|--⌫---|
libuesp a rtenco nl a saill irent	-|---|-⌫-⌫|-----⌫||-⌫-----⌫----|
sirep rouerent a uuil ain	-|---⌫-------|-⌫|---⌫--|
la boneceruois etle pa in	-|---|------|-|-|--⌫-|
queparlor tr auailonteu	--|--|--|--⌫----|--|-|
mais chiere ment lor au endu	---|------⌫---|--||-⌫---|
que a honte	--||----|
uila ins lordemanda	----⌫--|--|------|
quec e estoit	--|-⌫|-----|
quillorfit faire	-|-|--|--|----|
lefiensforsde l estab le	-|----|---|-||-----⌫-|
uilainsuoslefima stes	------|--|-|----⌫---|
etlagrange en	-|-|-----|-|
enco mbrate s	----⌫------⌫|
estuerit es	--|-----⌫-|
lorsestliuilains p orp ensez	---|--|-|------|-⌫---⌫----|
si lorr espontqu efor s le	-|--|-⌫-----|--⌫|---⌫|-|
bien es tdr oiz quelapeinneenaient	---|--⌫|--⌫--|--|-|-----|-|----|
ensie stdoumauaissergent	---|-⌫-|--|-----|------|
quit oteiorua	--|-⌫--|--|-|
reproch ant	-------⌫--|
so nseuiseasonse ignor	--⌫|-----||--|--⌫----|
neseprentgarded e	-|-|----|----|-⌫|
nedel bienn ed elguerred on	-|--|---|-⌫|-⌫-|-------⌫-|
en3019sam a ison	-----|-|-⌫-⌫---|
decequilmeffaitet m ep rent	-|-|-|-|------|-|-⌫--⌫---|
neli puetsoueni r nian t	-|-|---|------⌫|----⌫|
trauailuet re prouer	------|--|--⌫-----|
desonmeffai tli doit membrer	-|--|------⌫|-|---|------|
unemo scheetzz	--|--⌫---|-|-|
ezesto i t	-|----⌫-⌫|
eten s emblese correcoit	-|--⌫-⌫----|-|--------|
lamoschedit quemieuzuoloit	-|-----|--|--|----|-----|
etqueen tel liu alerpooit	-|--|-|--|--|---|----|
oucelenesosoitu eoir	-|---|-||----|-⌫---|
desorleroi pooits eoi r	----|-|--|----|-⌫---⌫|
quan quel iezsetraueilloit	----⌫--|-⌫|-|-|----------|
etatraioit etporcha coit	-|-------|-|------⌫---|
li ert toloit	-|--|-----|
siert tu ee	-|--|--⌫-|
etde sa maisonhors gi tee	-|-|-|-----|---|--⌫--|
con pe ingnonmeni ons	---⌫--⌫-----|----⌫--|
de tonmiel	-|--|---|
quantnose nuolons	----|--|-⌫|-----|
li ez respont	-|-|------|
uosditesuoir	--|----|---|
estl egiera sauoir	--|-⌫----||-----|
pl usuisq ueie nes ui	--⌫-|--|-⌫-|-|-|-⌫-|
quen pluso rsliu s fa i stuanui	-|-|-----⌫-|---⌫|--⌫-⌫|-|---|
si elaou siez ua	--⌫|-|-|---|-|
iaportonfaithonorn a uras	-|--|--|---|----||-⌫---|
ie suiporle m ielfa ire amee	-|--|--|-|-⌫--|--⌫--|---|
etbiencherieet	-|---|-----|-|
bie ngardee	---⌫|-----|
doupourefelon	--|----|----|
com illebienab andon	--|-|-|---||-⌫----|
contr eles meillors senobloie	-----⌫|--|-------|-|------|
parolesenrichoie	-----||--------|
pa rgrantdes daingles con ralie	--⌫|----|---⌫----|--|---⌫----|
m aisse ilest quibien li die	-⌫--|-|-|--|--|---|-|--|
la ueri tedeson	-|----⌫-|-|--|
emplainne cortle	-|------|---|-|
ferai tai re	----|---⌫-|
ungorpize tzzleusalerent	-|-----|-⌫|-|---|------|
etensemblese correcierent	-|-------|-|-----------|
sique nusne spuet	-|--|--|-||---|
nelorr aiso na bien	-|--|-⌫----⌫||---|
neporq uantp orceste	------⌫---|-⌫-|----|
alerentdeuantlel ion	------|-----|-|-⌫--|
lap arole liontmons tree	-|-⌫----|-|--|----⌫---|
lueurerecontee	|----|-------|
lilion sditqu	-|----⌫|--|-|
quelileusauoit torteu	--|-|---|----|---|-|
etligorpizauoit	-|-|-----|----|
maist ant i	---|-⌫--||
ou tdemespri son	--⌫|-|------⌫--|
ainsicomliestauis	----|--|-|--|---|
totaitlileusicimespris	--|--|-|---|--|------|
sa menc onge e s t p lusestab le	-|----⌫---|-⌫-⌫|-⌫--|-----⌫-|
et plusresembleconuenable	-|---|-------|---------|
que delgor pilla ueri tez	--|--|---⌫--|-|----⌫--|
nu sd ausn	--⌫||--||
idoit estre enco nbrez	|---|----|----⌫----|
einsidoitfai relibonssi r e	----|---|---⌫-|-|---|--⌫-⌫|
ilnedoitpas	-|-|---|--|
trechie rnedir e	-------⌫|-|---⌫|
qui delu itiennent	--|-|--⌫|-------|
irie me ntasa	----⌫--⌫-||-|
cortuiennent	---|-------|
ilenue rsluiparler	-|----⌫-|--|-----|
quea lautre doie	--|||----|---|
mais adreciera son	---|-------||--|
et lirefaireremanoir	-||--|----|-------|
unechieu reuoloit	--|-----⌫-|-----|
laoupastur eduttrouer	-|-|------⌫|--|-----|
sescheuroi zapelaal i	--|-------⌫|----||-⌫|
silorpriaetd effe ndi	-|--|---|-|-⌫----⌫--|
qu il nel aisassent	-|-|-|-⌫--------|
aweques ausbesteuenir	------|--|----|----|
parparo lenep arpriere	--|----⌫-|-|-⌫-|-----|
deci qu eleuign eariere	---|-|--|----⌫|-----|
com elefuelboi suenue	--|--|-|-|---⌫|----|
etlil eus l out asa uzueue	-|-|-⌫--||--|-|-⌫-|---|
a cheuroiz uatmerci	|-------|--|----|
quel uisourist	--||--|-----|
se lorpria	-|--|---|
otelu oi sconlachieureauoit	|--|-⌫--⌫|--|-|------|----|
et li ch euroizliresponoit	-|-|--⌫-----|-|--------|
quela uo isdesa mere oi	--|-|--⌫-|-|-|---|-|
maissonc ors neuine chois i	---|--|-⌫--|-|-|-|-----⌫|
a rrierefai ti l lere	-⌫-----|---⌫|-⌫|---|
iesai bien q ue nespas mamere	-|--|---|-⌫-||-|--|-|---|
s eli cheurezleutc oillui	-⌫|-|------||--|-⌫-----|
ensamaiso nau u eques l ui	-|-|-----⌫|--⌫-⌫----|-⌫-|
mengi é leustet	-----⌫-||---|-|
porcech astientli sene	--|-|--⌫------|-|---|
que n u sne doitparol e cro ire	--|-⌫-⌫|-|---|-----⌫|---⌫--|
seilnesei t qu	-|-|-|---⌫|-|
ele soi tu oire	--|---⌫|-⌫---|
totesg entseuet conseilli er	----|-⌫--|----|---------⌫-|
maist uitconseil non tp asme stier	---|-⌫--|------||--⌫|-⌫-|--⌫----|
et li deloial	-|-|------|
donent adesconseildemal	-----|---|------|-|--|
unebiche c h atioit	--|----|-⌫-⌫-----|
unsuenfeon que le	-|---|---|-|-⌫-|
uen eorsdestrene r	---⌫---|--------⌫|
etdelleus quinelencontrat	-|--|---|-||-||--------|
oceistetmen i as t	-----|-|---⌫-⌫--⌫|
comilalo ient sipar lant	--|-|---⌫---|-|---⌫---|
si ontueuzzhomeerrant	-|--|--|-|---|-----|
arcportoitsaiete etbouco n	--|------|-----|-|-----⌫|
samere ape la	-|---|---⌫-|
demandal iqu ilihomfu	------|-⌫|--⌫|-|--|-|
la biche li a respo ndu	-|----|-||-----⌫--|
cildontplus	--|---|---|
etgr ei ngno r	-|--⌫--⌫----⌫|
poordoi sauoir	---|---⌫|----|
ma iso rleregardede prez	--⌫-|-⌫|-|------|-|---|
setuleconoistroiez mez	-|-|-|-----------|--|
pu issesgarder	--⌫----|-----|
conuie n tfait il	------⌫-⌫|---|-|
cilne nosuue tf aire	--|-|--|---⌫|-⌫---|
delautrepart de s on	-||----|---|-|-⌫-|
est d escend uz si est	--|-⌫------⌫-|-|--|
denoz ueoi r estem aiez	-|--|----⌫|--|--⌫---|
neni l biaufiz nia n iant	----⌫|---|--||||-⌫---|
a inzregar de	-⌫--|-----⌫-|
hardiemant	---------|
si uasonfust	-|-|--|---|
apare illa nt	-----⌫----⌫-|
ougrantmala auc hief deu a n t	-|----|--||-|-⌫---|---⌫-⌫-⌫|
fait a nosueni r	---||--|----⌫|
bienporri onslemalsen tir	---|-----⌫--|-|--|---⌫--|
assezest mi e usqu enos	----|--|--⌫-⌫-|--⌫|--|
adontresp o ndi li feons	----|----⌫-⌫--|-|----|
ne fu irai	-|--⌫---|
i atantqueil traie	-⌫|---|--|-|----|
qu ele auenture	--⌫--|-------|
unreprochedit on souent	-|-------|--|-|-----|
necrie nttantque	-|----⌫-|---|--|
qu antfou s	--⌫--|---⌫|
neuuetcroire lesage	-|---|-----|-|---|
souentip ert	-----||-⌫--|
parsonoutrage	--|--|------|
uns uilains ot sa fa meespose	--|------|-|-|--⌫-|-----|
quimoltestoitcontraliouse	--|---|-----|-----------|
u nior furentensemblealé	-⌫|--|-----|-------|---|
porausdeduire	--|--|------|
par u npre	--|-⌫|--|
li uilainsa safamedi t	-|------||-|---|--⌫|
queoinquesdeces	--|------|-|--|
ieus neuit	---|-|--|
fauchié siigaument	-------|-|-------|
elere spondi	--|--⌫-----|
lesforsestre nchiez	--|-----|---⌫-----|
distli ui lainsi lf u	---|-|--⌫----|-⌫|-⌫|
fauc h i ez	----⌫-⌫-⌫-|
faitlafametondu s	---|-|---|-----⌫|
lors estliuilainsiracus	---|--|-|------|-----|
tuesfa itilfoleprouee	-|-|--⌫-|-|---|-----|
ces te her befuafa uscopee	---⌫-|---⌫-|-||--⌫-|----|
tuessiengr esce	-|-|-|----⌫---|
kauantuu ezmetr et aparole	|----|--⌫-|----⌫|-⌫|-----|
lamoieu uez	-|---|-⌫--|
faireremaindre	----|--------|
par engrest emeuuesa t eindre	--|-------⌫|-|---|-⌫-⌫-----|
laaual gite e	||---|----⌫|
la languec opee	-|-----|-⌫---|
pui s demand aqu auislifu	---⌫|------⌫|-|---|-|-|
etquelei auoitentendu	-|-|--||----|------|
selip rezfua	-|-|-⌫--|-||
faus fauchiez	---|-------|
ouaforses e stoit tren chiez	-||-----|-⌫----|----⌫----|
la ou elenepot parler	-|-|--|-|--|-----|
audo il iaprismontrer	-|--⌫|-⌫||---|------|
quef o rse slauoienttrenchié	--|-⌫-⌫---⌫||------|--------|
et quefauz	-|--|---|
parcestexempleuuet mo n trer	--|---|------|---|--⌫-⌫---|
bienlepue tonp artant	---|-|---⌫|-|-⌫-|---|
que sefou s ditune f olie	--|-|---⌫|--|--|-⌫---|
etautresuient	-|-----|----|
qui se n z li die	--|--⌫-⌫|-|--|
croi tpasainz s e n	----⌫|--|---||-⌫|
la ou ilseit quil e n	-|-|-|---|-|-|-⌫|
uuetsamensongeme tre auant	---|-|-------|--⌫--|----|
nus ne l feroitde setaisant	--|-||-----|-|-|------|
dunuilain co n tequiau oit	|-|-----|--⌫-⌫-|--|--⌫--|
qui ildo toit	--|-|--⌫---|
que ele futmolttrich eresce	--|--|--|---|-----⌫-----|
de m alepart etfelonece	-|-⌫--|---|-|-------|
ainsiauintque parunior	----|----|--|--|-|--|
menoitses homes	-----|--|----|
lorsprie re nt cil au uilain	---|----⌫--⌫-|--|-|-----|
donatceruoiseet pa in	----|-------|-|--⌫-|
sienporroientmieusourer	-|-|--------|----|----|
as afam e lesrueuealer	|-⌫|---⌫|--|----|---|
etl i proierquelor donat	-|-⌫|-----|--|--|----|
quepiss eroi t cililalast	--|--|-⌫----⌫||-|-|----|
cil lo nta	--||-⌫-||
lafameproié	-|---|-----|
seliontditet c o nseilli é	-|-|--|--|-|-⌫-⌫-------⌫-|
siresp asnouuoloit	----|-⌫-||-|-----|
lorsresp ondi qu	---|----⌫---|-|
el lor donroit	-|--|------|
mais gardessent	---|---------|
qu ilneneut	-|-||-|--|
nene n meniastne ne b eut	-||-⌫|------|-|-|-⌫--|
oralassentfauchi er lesprez	-|-------|------⌫-|--|---|
elelen portero itassez	--||-|-------⌫-|----|
c ilsenalerentliement	-⌫-||-|------|------|
elel essiut haitiement	--|-⌫-|---|---------|
uiande et boiurelor porta	-----|-|-----|--|----|
que ha itiéfussentlorp roia	--|--⌫----|------|--|-⌫---|
e nsembleassistrentaudiner	-⌫------|---------|-|----|
pencezfait eledo u haster	-----|---|--|--⌫|-----|
siferonsnos ditses barons	-|-----|--|--|--|-----|
etg ranzmercisque noslauons	-|-⌫---|-----|--|--||----|
qu antceleuit sonseignorlie	--⌫--|---|--|--|------|--|
molto t le cuertristee t	---|-⌫|-|---|-----|-⌫|
deson marisetrait	-|--|---|-|----|
illasuiuer	-|||--|--|
lariuier e	-|------⌫|
traiten s u s	----|-|-⌫-⌫|
tantqueli p ie zlie c hapa	---|--|-|-⌫--⌫|-|-⌫-⌫---|
enl iaue chiet	-||---|----|
l iser gen tsaillierentapres	-⌫|---⌫---⌫|----------|----|
a u all iau e	-⌫-⌫-||---⌫|
corrent ades	------|---|
liuilains lor aesc rié	-|------|--||---⌫---|
quilnesontmiebien	-|-|-|---|--|---|
amon t liaue la doien tq uerre	----⌫||---|-|-----⌫|-⌫----|
la laporont trouer ate rre	-|-|-----|-----||--⌫--|
est pa s alee	--|--⌫|---|
contr elar aidorest montee	-----⌫|-|-⌫----|--|-----|
m ort nefitelemie	-⌫--|-|--|--|--|
seq uelneuotfairea sa uie	-|-⌫|-|-|--|----||-|--|
ein siauie n tpl u sor est ri uent	---⌫-|----⌫-⌫|--⌫-⌫--|---⌫--⌫---|
uer lorseigno r	--|--|------⌫|
t ant c omiluiuet	-⌫--|-⌫-|-|----|
neuuelent sau oi rnesentir	-|------|---⌫--⌫|-|-----|
quex maus lorenpueta uenir	---|---|--|-|---|-⌫----|
qu antonlortorneam autalant	--⌫--|-|--|----||-⌫-------|
s isen uengenthastiu ement	-⌫||-|------|------⌫----|
unsli eures	--|--⌫----|
uitxxce rfester	--|-|--⌫-|----|
sescornes prist aregarder	--|-----|----||-------|
moltli sem bla belesa	---|-|---⌫--|---|-|
plusse t i ntuilz	---|-|-⌫-⌫-|---|
quenulebeste	--|---|----|
qu eautresin est oitcorn u s	--⌫|------||---⌫--|----⌫-⌫|
et quesipo uestoi tcreus	-|--|-|--⌫|-----⌫|----|
a l adeuessealap arler	|-⌫|------|--|-⌫----|
sili co nmenc e a	-|-|--⌫-----⌫||
deceluiquimal	-|----|--|--|
li uuet querre	-|---|-----|
trestorner en	---------|-|
autreterre	----|----|
unefame sesooit ia	--|---|-|----|-|
de u ant sonhuis si esgarda	--⌫-⌫--|--|---|-|------|
conmela gelinegratoit	----|-|-----|------|
e tsauiande porchassoit	-⌫|-|-----|----------|
e tsetrauil loit	-⌫|-|------⌫---|
al iparlapargrant	|-⌫|----|--|----|
elelaiester	--|--|----|
quetu neue llessigr ater	--|-|-|--⌫---|-|--⌫---|
lagel i n eres pondi	-|---⌫-⌫-⌫|---⌫----|
quediz tuua quaiie oi	--|--|-|-|-|-|-|-|
cuid esque	----⌫-|--|
i aimmemiextonble	|----|---|--|--|
que ce que iaitoziorsou ré	--|-|--||-|--|---|--⌫--|
nenilne n ilfaitlageline	----|--⌫-⌫-|---|-|-----|
sed euant moiestoitla m in e	-|-⌫----|--|-----|-|-⌫--⌫|
toz iorsplainnep asne l arroie	--|---|------|-⌫-|-|-⌫-----|
ne prec epas	-|--|-⌫|--|
netarderoie	-|--------|
q uene queissetoz iors	-⌫-|-|------|--|---|
se loncma natureetmon	--⌫---|-|-----|-|--|
par exempleuo s	--|------|--⌫|
uuel montrer	---|------|
queplusors ge nsp ueenttroue r	--|------|--⌫-|-⌫----|-----⌫|
menie reacequ ilontmestier	-----⌫-||-|-|-|--|------|
maisil ne pueent paschangier	---|-|-|-----|--|-------|
lor natu re nelorusages	--|----⌫-|-|--|-----|
tozio rs auiue	--|--⌫-|----|
lorco rage z	--|--⌫----⌫|
auf inement de	-|-⌫------|-|
cestescrit	---|-----|
qu enro mansaitraitie ́etd it	-|-|--⌫---|-|-------⌫|-|-⌫-|
menommerai perrem embr ance	-|-------|--|---⌫----⌫---|
non sisuide france	--|-|--|-|-----|
puetcelest re liclerplusor	---|--|---⌫-|-|---|-----|
prendroie ntsora usle labor	---------⌫-|--|-⌫-|-|----|
nussorluile di e	--|--|--|-|--⌫|
ci lore mal quisioblie	--⌫|--|--|--|-|----|
poramor leconte guill iaume	--|---|-|----|-----⌫----|
leplusuaillant d eces troiaume	-|---|-------|-⌫|---⌫|------|
mentre mis	|-----⌫--|
dece stliurefere	-|--⌫-|----|---|
et dela ngloisenroman straire	-|-||-⌫-----|-|-----⌫|-----|
esopeanon eni cestl iure	----||--|-|-⌫---|-⌫---|
q il t ranslata et fistes crire	|-|-⌫-------|-|---|--⌫----|
de greu enlat inletorna	-|---|-|---⌫-|-|----|
li roishenrisquimo lt l ama	-|---|-----|--|--⌫-||--|
let ranslatapuis	-|-⌫-------|---|
lairim éenfrancois	|-|---⌫-|-|-------|
sic omiai troué propr ement	-|-⌫-||-|-----|-----⌫----|
adeu omnipotent	|--|---------|
qu acele hue uremelait entendre	-||---|---⌫--|-|---|-------|
queielipuiss e	--|-|-|-----⌫|
lamer endre	|--|-⌫----|
