cuers esu eille	----|---⌫----|
quel eue courtparlariuiere	--||--|----|--|-|------|
passéneretor ne	-----|-|-----⌫-|
p lu squeleue q uin es eior ne	-⌫--⌫|--||--|-⌫-|-⌫|-⌫----⌫-|
ce lle est donc	--⌫--|--|---|
fo le quila	--⌫-|--|-|
qui pouramer ui ellecheaten t	--|---|---|--⌫------|----⌫|
emp l oiezdon c laage amee	---⌫-⌫---|---⌫||---|---|
que rtropbrieme ntsera passee	---⌫|---|------⌫-|---|-----|
ne n iertlaage	-||---||---|
derrenier e	---------⌫|
sibonecomme	-|---|----|
la prem iere	-|----⌫---|
tantc oml en gingetlabe aute	---|-⌫-||--⌫---|-|-|--⌫---|
uousdu rent enlor nouueaute	---|--⌫---|-|--|--------|
ob eissiezs anzcontredire	--⌫------|-⌫--|---------|
a cen q uenaturedesire	|--|-⌫-|-----|-----|
atempsneson t	|----|-|---⌫|
quetuquil esaman srefus es	--|-|--|-⌫-|----⌫|-----⌫-|
ge rrasuielle etfroideesbahie	--⌫---|-----|-|-----|------|
to ut eslesnuys	--⌫--⌫-|--|---|
sanzcompaignie	---|---------|
chancon niert lorsportoi	------||---|---|--|--|
nuysta port ecass ee	---|-|----⌫|----⌫-|
dedi uerses guises	-|--⌫-----|-----|
ne serontentonli n t her	-|-----|-|--|--⌫-⌫-⌫--|
t ostseratafache	-⌫--|---|-|----|
et tafreche	-|-|-----|
coulorfadie	-----|----|
et tablondecheueleure	-|-|-----|---------|
enlaidie pa rcanistur e	-------|--⌫|--------⌫|
lec h erfsabiauterenouuele	-|-⌫-⌫--|-|-----|--------|
po rm en gier uneserpentele	--⌫|-⌫--⌫---|--|---------|
sinepouei zuous	-|-|-----⌫|---|
pas ouurer	--|-----|
neuo strebiaut erecouurer	-|--⌫---|-----⌫|--------|
am ezdoncse uou sestess ages	--⌫-|---|-|---⌫|----|-⌫---|
enla primou rde	-|-|------⌫|-|
quar secel le flor	---|-|---⌫-|---|
n estcuilli e	|--|------⌫|
tostchar rafadee t en le idie	---|----⌫-|---|-⌫|--⌫--⌫---|
nesoiezpasgr eignors	-|----|--|--⌫------|
mestresses	---------|
quifurentiadis	--|-----|----|
lesdeesses	--|------|
quelorb iaut espasnega sterent	--|--|-⌫----⌫-|--|-|--⌫------|
mes toutespa ram orsam erent	--|-----|--⌫|--⌫--|--⌫----|
ladeuezuousessampl eprendre	-|----|---|-------⌫|------|
nulyne uousem puetr e pre ndre	---|-|---|-|---|-⌫-⌫---⌫---|
n on pa suos	-⌫-|--⌫|--|
ioiezdeu eer	----|---⌫--|
qui bia useue ntp reer	--|---⌫|----⌫-|-⌫---|
seuer s a mor suous uoulezherde	-|---⌫|-⌫---⌫|---|-----|----|
encennep o uezuousriensper dr e	-|--|-|-⌫-⌫--|---|----|---⌫--⌫|
nul deuousenpr eneent	--|-|---|-|--⌫-----|
iapourcenn	-|---|--||
apetichereent	------------|
parlimer seutle fer	--|----|---|-|--|
mes ceneuous puet escuser	--|-|-|---|---|------|
q uerlachambr euenuslasage	-⌫--|-|------⌫|----|-|---|
nanulepa ourdedamage	||---|--⌫--|-|-----|
senla merpren	|-|-|--|---|
deue u n e	|--|-⌫-⌫|
qu iest sifolquim endeboute	--⌫|--|-|--|--||-|------|
ouse ma chandelealu mer	-|-|-|-------|---⌫--|
uoilauneautresanz fumer	---||--|----|---|----|
n enplu s nedeu ez	|-|---⌫|-|---⌫-|
uous tenir	---|----|
cendontgrief ne uou spuet	--|---|----|-|---⌫|---|
cha scun doitsouffrirs anz soyc uire	---⌫---|---|-------|-⌫--|--|-⌫---|
autriq uineli	----|-⌫-|-|-|
puet nuyre	---|----|
oramez doncseu rement	-|---|---|---⌫-----|
etcreésm onensengnement	-|-----|-⌫-|-----------|
montenporre zestrepr i s iees	---|-|-----⌫|----|--⌫-⌫-⌫---|
desireesetcou uoi ties	-------|-|---⌫---⌫---|
p ucelequiueutest re amee	-⌫----|--|---|---⌫-|---|
pen er d estre	---⌫-||----|
ple sante de belemanier e	---⌫----|-|---|------⌫|
sage courtoise et biauparliere	---|--------|-|---|-------|
ouecq ues tout cenp ourmiex pler e	-----⌫--|---|--|-⌫--|---|----⌫|
doit estresi mp le et	---|----|--⌫--⌫-|-|
parcensera mont	--|--|---|---|
montprisi ee	---|-----⌫-|
etmonthono ree	-|---|----⌫--|
enl ie n aitpoint	-|-⌫-||--|----|
ne d orguilne	-||-----|-|
de fel enie	-|---⌫---|
fiere ne desp itouse	----|-|----⌫-----|
m enchongierene couuoitouse	-⌫----------|-|----------|
seelleestoit detele	-|---|-----|-|---|
ia hommene met roi tsacure	-|----|-|---⌫---⌫|-|---|
aliea merne teni rchiere	|--|-⌫--|-|----⌫|-----|
messen t rairoit a nchi ezarriere	--||-|-⌫------|-⌫----⌫-|------|
oruo uspor tezdonc	-|--⌫-|---⌫--|---|
en te lg uise	-|--⌫|-⌫---|
quechescuna it grantcouuo itise	--|------|-⌫-|----|-----⌫----|
de uousdesirer	-|---|------|
etdeuosbontezreclame r	-|-|--|-----|-------⌫|
lorsporrezuous am isauoir	---|-----|---|--⌫-|----|
faizienbie n	---|--|---⌫|
queril nest	---|-||--|
rienque h ommeprise	---|--|-⌫---|----|
tant comm efamebi enapri se	---|----⌫|---|--⌫-|----⌫-|
setues d ebi autegarn ie	-|-|-|-⌫|--⌫---|----⌫-|
aliecoutiuerestudie	|--|-------|------|
estbiautea creu e	--|-----|-⌫----⌫|
etp ar negligenceperdue	-|-⌫-|---------|-----|
selesbeles citezn esteent	-|--|----|----||------|
coutiueestost	--------|---|
ledire ent	------⌫--|
aus si biautenon coutiuee	---⌫-|-----|--|-------|
nepeutpasestrebieng ardee	-|---|--|----|---|-⌫----|
pourc e ndeue z asuousent endre	---|-⌫-⌫|----⌫|-|---|---⌫----|
siqueiln iaitareprend re	-|--|-|||--||-------⌫-|
lesl edes meism es amend ent	--|-⌫---|-----⌫-|-----⌫--|
quant ae llescoi ntir	----||-⌫---|---⌫---|
mes n aiezpastropgranscointises	--||---|--|---|----|--------|
depier resdessus mises	-|----⌫--|-----|----|
que rpar u osgransriche sces	---⌫|--|-⌫-|----|-----⌫---|
souuentchac hi ez entrenoushommes	------|----⌫--⌫-|----|---|-----|
n ouscreon qu el	-⌫--|----|--⌫||
a pparat fache	-⌫-----|----|
souuentcoulouruenirenfache	------|------|----|-|----|
qu erfam e	--⌫-|---⌫|
en estpl us reg ardee	-|--|--⌫-|---⌫----|
etparcen la plusafflambee	-|--|--|-|---|--------|
cesguimplesrefont ioi es ma inte s	--|-------|-----|---⌫-|--⌫----⌫|
colorertants ontilest raintes	------|---|-⌫--|-|---⌫------|
s ise riont ostenlopés	-⌫|--⌫---|-⌫--|-------|
de telzmar c hiezenuolep é s	-|---|---⌫-⌫---|-------⌫--⌫|
parcen deuousnousesloigniez	--|--|-|---|---|---------|
se tropn es mesab esoigniez	-|---||--⌫--|--⌫--------|
qu erbie nnep uetest re auisee	--⌫-|---⌫|-|-⌫--|---⌫-|-----|
biautede f amesi	-----|-|-⌫--|-|
sanzapparatuo i t nenpucele	---|------|--⌫-⌫|--|-----|
sauo irmon selestl ede o u bele	----⌫-|--||-|--|-⌫--|-⌫|---|
do itmoustrer	--⌫-|-------|
bonne euu re	----|---⌫-|
que laueu etoutdescueuure	--|-|---⌫|---|---------|
nesoiesdoncpas	-|----|---|--|
troppa rees	---|--⌫---|
s ienserez	-⌫|-|----|
plus tos t	---|---⌫|
a teusden s doitest re	|---|---⌫|---|---⌫-|
famecointe	---|-----|
qui ueut dam orss e ntirla	--|---||--⌫--|-⌫-⌫---|-|
paruouscontenirsagem ent	--|---|-------|-----⌫--|
so mmesnousprisparfe temen t	--⌫---|---|---|-----⌫-----⌫|
q uerces tcenquiuo us	-⌫--||--⌫|--|--|--⌫-|
en lumi ne	--⌫----⌫-|
noscuer suers uous encline	--|----⌫|---|---|------|
uoschiez soient	--|----|-----|
souuentl auez	------|-⌫---|
e t cler s se	-⌫|----⌫|-|
ferelesauez	---|-|----|
et cellegreuesibi en fete	-|----|----|-|--⌫-|---|
que cescunuiuant uo ussouhete	--|-----|-----|--⌫-|------|
apre scenlesdeueztrechier	----⌫|--|--|----|-------|
niaitq ue adrechier	||--|-⌫-|--------|
agallon ner sipr oprement	|------⌫--|-|--⌫-------|
ueeame ndement	--|---⌫------|
lo rs le ssiezu oschaperonnes	--⌫-|--⌫----|-⌫-|----------|
afinque uos	|--|--|--|
chiez ueonnes	----|---|--|
biaute emp irede	-----|---⌫--|-|
etle dur e de	-|--⌫---⌫|-|
descouurir	---------|
n epre np as g ardeata	-⌫|---⌫|-⌫-|-⌫---||-|
sesonchiefmu c heeten c ortine	-|--|----|--⌫-⌫-|-|--⌫-⌫-----|
l aguisequib iens ie t al u ne	-⌫|----|--|-⌫--|-⌫--⌫|||-⌫-|
nestpas pourcenbonne a	|--|--|---|--|----||
pourc en uoilienquetutauises	---|-⌫-|---|--|--|-||-----|
etessaiezdeplusorsguises	-|------|-|------|-----|
e tsel o nccelle t apare ille	-⌫|---⌫-⌫-|----||-----⌫---|
q ue t onmireour teconseille	-⌫-|-⌫-|------|-|--------|
setu as la	-|-|-|-|
facer oondete	---|-⌫------|
ilte sietaestretousete	-|-|---||----|------|
ouauoi r cornessipe tites	-|----⌫|-----|-|--⌫----|
quedes moqueourssoiesq u ites	--|--|--------|----|-⌫-⌫---|
se t es c ornes gran de sestoient	-|-⌫-|-⌫----|----⌫--⌫|-------|
tonuisage trop lai	--|-----|---|--|
s ineseroi tpascouuen able	-⌫|-|-----⌫|--|------⌫---|
t el ha bit me smalaggrea b le	-⌫-|--⌫--|--⌫|--|------⌫-⌫-|
etsetu as t r oplonguefa ce	-|-|-|-|-⌫-⌫-|-----|--⌫-|
ton chiefenchaperon atach e	--|----|-|-------|-----⌫|
tonfronten	--|----|-|
sien serasmo ntplusfetich e	-|-|----|--⌫-|---|------⌫|
adonques cendoiz tu	-------|--|---|-|
puestubi en	---|-|--⌫-|
granscornes auoir	----|-----|----|
siqu etafa cheen arondisse	-|--⌫|-|--⌫--|-|--------|
et parla rondeche enbelisse	-|--|-|-------|--------|
facerondeest plus d es iree	---|----|--|---|-⌫--⌫---|
etplusprois ieet plusamee	-|---|-----⌫-|-|---|---|
plusplesa nte etplusgracio use	---|-----⌫--|-|---|------⌫--|
quetoutesau tres	--|-----|--⌫---|
donc d oitchesc un e metrecure	---|-⌫--|-----⌫--⌫|----|---|
d e re sem blerat elfigure	-⌫|--⌫---⌫---||-⌫-|-----|
quer plusenseracouuoitie	---|---|-|---|--------|
plus amoureu se ment	---|-------⌫--⌫---|
te ssorcilles doizal ignier	--⌫|--------|---|--⌫-----|
et lepeilmalassi zuignier	-|-|---|--|----⌫|------|
et f ereui ser p ar	-|-⌫--|--⌫--|-⌫-|
quiln i ait	-|-|||--|
peilquilau tre passe	---|--||--⌫--|----|
cescunmatinuoil	-----|----|---|
teseux tabouche ettesoies	--|--|-|-----|-|--|---|
ettonuisen be lemani ere	-|--|--|-|--⌫-|----⌫--|
decendoizestre	-|--|---|----|
bienmani ere	---|----⌫--|
tesdenzs oient siescurees	--|---|-⌫----|-|-------|
forbiese tfrot ee s	------|-⌫|----⌫--⌫|
qu eni ar restenule chose	--⌫|||--⌫----|---|----|
dequoytusoiesuergondose	-|---|-|----|---------|
maintes fam esai auise es	------|---⌫-|-|-----⌫-|
qu i au o ientlesdenz	--⌫|--⌫-⌫---|--|---|
moncuern ameroit	--|---||------|
fame quitelzdenzporteroit	---|--|---|---|--------|
ie pen sequedenz sima r ichies	-|---⌫-|--|---|-|--⌫-⌫-----|
nepu entestre a cuerbesies	-|--⌫--|----||---|-----|
etnulnesepueteesier	-|--|-|-|---|-----|
ou ec samie sanzbesier	--⌫-||---|---|-----|
donctienienfame	---|---|--|---|
a mehai gnie	|-----⌫---|
qua ntelleestsi malenseignie	---⌫-|---|--|-|--|--------|
lesse tel p orreture	----|--|-⌫-------|
e nto ur ses denz et tel	-⌫---⌫-|--|---|-|--|
s edoit a coste r	-⌫|---|-⌫-----⌫|
dunb arbierquilisacheoster	|-|-⌫-----|--|-|----|----|
telz estaber ges	---|-------⌫--|
ettelzchoses	-|---|-----|
pourquoyamorssont	---|---|----|---|
sif orscl oses	-|-⌫--|--⌫---|
se tu asbelepoiteri ne	-|-|-|---|-------⌫-|
etbeaucolnelese ncortine	-|---|--|-|--|-⌫-------|
messoitta robe escolete e	--|---|-|---|--------⌫|
sique chescuny museet bee	-|--|------||---|-|--|
lorst ep r enbien guardeet	---|-⌫|-⌫-⌫-|---|-----|-|
que tacotenetachemise	--|-|---|-|-|------|
n e lecolet detapel iche	-⌫|-|----|-|-|---⌫---|
ne te f achete nirpourniche	-|-|-⌫---|--⌫--|---|----|
dras te uestette pa re	---|-|---|-|-|--⌫-|
i aitque re faire	|--|--|--⌫----|
et t auisebienq ua ntl a uie nt	-||----|---|-⌫--⌫-|-⌫|---⌫-|
laqu e lecoulourmiextauient	-|--⌫-⌫-|------|---||-----|
me ss i chiersdr aps nac ha temi e	--⌫|-⌫|-----|--⌫--||--⌫--⌫-|--⌫|
q ue tudemor es mal	-⌫-|-|-----⌫-|--|
de grant fo li e	-|----|--⌫--⌫|
quienmi etouzses bienssemet	--|----⌫|---|--|----|-|--|
asur e uerm eiloubu rnete	----⌫|----⌫--|-|--⌫----|
uertianneblancouuio lete	---|----|----|-|---⌫---|
me lléou co ulourdautregui se	--⌫---|-|--⌫----||----|---⌫-|
p or r astrouuerass ezbienp rise	-⌫--⌫-⌫-|------|---⌫-|---|-⌫---|
souuen trob emue r	------⌫|---⌫|---⌫|
qu e lonc t empsen	--⌫|---|-⌫---|-|
quantrobeestlonguement portee	----|---|--|---------|-----|
nen lati entpour	--|-|--⌫--|---|
ui elleetusee	--⌫---|-|---|
g arde que nait en tes	-⌫---|--||--|-|--|
mainzroi gne	----|---⌫--|
ett esonglessouue ntroogne	-|-⌫-|-----|-----⌫-|-----|
de cen do izestrecuriouse	-|--|--⌫-|----|-------|
apreston uissustout ech ose	----|--|--|--|----⌫|--⌫--|
c est laguisequ	|--|-|----|-|
entr eno ushommes	----⌫|--⌫-|-----|
auon p artout lao unoussommes	---|-⌫-|---|-|-⌫|---|-----|
deprendre fame parla	-|------|---|--|-|
pourta ntque nou ss eon	---|--⌫-|--|---⌫|-⌫--|
doncporr oiesauer	---|----⌫---|---|
seil auo it	-|-|---⌫-|
ente s mainsroign e	-|--⌫|----|-----⌫|
nerteouautreuilan ie	----|-|----|-----⌫-|
fussez e nhaie	-----|-⌫----|
pou rtenirl esblanch es et	---⌫|----|-⌫-|------⌫-|-|
te faut auoirgansou mi ta in es	-|---|----|---|-|--⌫--⌫--⌫-|
cene co ustepas	-|-|--⌫---|--|
grandement	---------|
etsiensont plus netement	-|-|-|---|---|-------|
setuueusestrebien fetiche	-|-|---|----|---|------|
fay yyre scoursen	--|-|--⌫-----|-|
pourferelaroe	---|---|-|--|
etpour estreloi ngde	-|---|----|---⌫-|-|
po urpel n ep ourfil	--⌫-|--|-⌫|-⌫--|--|
queser c otn	--|---⌫-⌫-||
aies apourfil	---||------|
p o urtant quedetel es tat	-⌫-⌫-|---|--|-|--|--⌫--|
l epuisses etdees	-⌫|------|-|---|
chauceto isi estr oitement	-----|--⌫|-|----⌫-------|
quequit oi	--|--|-⌫-|
uerr ase dement	----⌫|-|-----|
com men t tes p iessonts i	---⌫---⌫|--|-⌫--|---|-⌫|
si netelesets i	-|------|-|-⌫|
lo rsn esoi tt a r obe sibass e	--⌫-|-⌫|---⌫|-⌫|-⌫--|-|----⌫|
q ue labiauted e tonp iepasse	-⌫-|-|-----|-⌫|--|-⌫-|----|
b iaupie faitbiena l af iee	-⌫--|--|---|---||-⌫|-⌫--|
famed amors estrepriee	---||----|----|----|
i ssi parees	-⌫--|-----|
deuez estre	----|----|
en cenquinospe utapparestre	-|--|--|--|--⌫-|---------|
q ua ntbien nos	-⌫--⌫-|---|--|
plestledescouuert	----|-|---------|
meillor supp oson	------|----⌫---|
le cou ue rt	-|---⌫--⌫-|
c ourtesr obe s	-⌫-----|-⌫---⌫|
sachie zquem ent entenestm ie	------⌫|--||---⌫---||--|-⌫-|
qu elledespiselam aniere	-|---|------|-|-⌫-----|
desc otes longuesp arderri ere	--|-⌫---|------|-⌫-|-----⌫--|
ce mesem blel a	-|-|---⌫--|-⌫|
m e illorguise	-⌫-⌫----|----|
qui soit denouuel auantmise	--|---|-|-----|----|---|
quer seissi longues ne fu ssent	---|-|---|------|-|--⌫----|
ch oses nousapparusse nt	--⌫---|---|---------⌫-|
quant famese	----|---|-|
bes seou seplee	---⌫-|-|-|---|
fai re nepuetq ue nenne	---⌫-|-|---|-⌫-|--|-|
le grosd esia mbesqui lauise	-|---|-⌫-|--⌫---|--|-|---|
etledeuant	-|-|-----|
siu erroit nenpar auent ur e	-|-⌫-----|--|--|-----⌫--⌫|
achies d efoizaucuneord ure	|----|-⌫|---|-----|---⌫--|
mespas n esueffre	--|--|-⌫|------|
longuecote	-----|---|
que aucunzi telzch oses note	--|-----|-⌫---|--⌫---|---|
p ourcentienien	-⌫--|--|---|--|
abienapr ise	|---|---⌫--|
fame quiseporte	---|--|-|----|
en telguise	-|--|----|
fontl esgentilzfames	---|-⌫-|------|----|
quidesfinsamorous s on tdames	--|--|---|------|-⌫--⌫|----|
u osdeffauteset	-⌫-|--------|-|
uosdamag es	--|-----⌫-|
poueizc ouurirs os estessages	-----|-⌫-----||-|----|----|
e nm aintes	-⌫|-⌫-----|
gu isespourm iexpler e	--⌫---|---|-⌫--|----⌫|
issinepoonnospas f ere	---|-|---|--|--|-⌫--|
secanussommes oupelés	-|----|-----|-|-----|
nous nenpoonestre c elés	---||-|---|----|-⌫----|
pour coif fed e	---|----⌫-|-⌫|
lin nede see	--|-|-|--|
quech escumtantostnele uee	--|--⌫----|------|-|-|--|
mes f ameochit sacan isture	--|-⌫--|----|-|---⌫-----|
ouparautrecure	-|--|----|---|
etaquert c oul ourpar	-|-----|-⌫---⌫--|--|
meillorassezque	------|----|--|
lapremiere	-|-------|
s edescheuelz	-⌫|--|------|
tantostara u n	------|--|-⌫|
chiefent é	----|---⌫-|
oudautreforreu re	-||----|------⌫-|
o ud es trang echeue leure	-⌫||--⌫-----⌫|-----⌫----|
mai ntesfam e sdece sa tendent	---⌫---|---⌫-⌫|-|-||-⌫------|
asmerchier squimon t	-|--------⌫|--|---⌫|
chier loruendent	----|--|------|
lorsn en puetnenap ercheuoir	---||-|---|--|--⌫--------|
nela mencho ngeneleuoir	-|-|------⌫--|-|-|---|
les a utre s sont espescoiffiez	--|-⌫----⌫|---|----|-------|
et enlorcaperons muchiez	-|-|--|-------|------|
siquenen ne soi tpa rlorcou pe s	-|--|--|-|---⌫|--⌫|--|---⌫--⌫|
s elzontchief dequanure ou	|--|--|----|-|------|-|
dest oupes	|---⌫----|
famepa rartsisapparei lle	---|--⌫|--|-||-------⌫--|
q uela c oulor	-⌫|-||-⌫----|
blanc heouuermeille	-----⌫-|-|--------|
et lecuirduuisplaine ttendre	-|-|---|-|--|----|-⌫|-----|
tantlefaiteltirere ttendre	---|-|---|-|----|-⌫|-----|
message ment	--|----⌫---|
seprengegarde	-|-----|----|
toutefamequi sise	----|---|--|-|-|
quepar son	--|--|--|
amine so itmie	--|-|--⌫-|--|
desesb oistes prise	-|--|-⌫-----|----|
iames amer n eladeuroit	----|---|-⌫|-|------|
quant t elz	----|-⌫--|
cho sesaperch e u roit	---⌫--|------⌫-⌫-⌫---|
mes dechos equi n	--|-|----⌫|--||
nepuetestreurite seue	-|---|----|----|---|
deuan tson seriant en	-----⌫|--|------|-|
ne doittelm atiere est reprise	-|---|--|-⌫-----|---⌫-|----|
n e dent forbienecuree	-⌫|---|-----|-|----|
quenedesco uurist	--|-|-----⌫-----|
l eidechoseest a regarder	-⌫---|----|--||-------|
quedeue erfame far der	--|-|--⌫-|---|---⌫--|
mestel chose est ledeen	--|--|----|--|---|-|
qu idepuis est beleetplesant	--⌫|-----|--|---|-|------|
montlede cho se es t aueer	---|---|---⌫-|--⌫||---|
p iauxet m egu eisc onreer	-⌫---|-|-⌫---⌫--|-⌫-----|
sien fet l enganset pe liches	-|-|--|-⌫-|---|-|--⌫-----|
montbe l es	---|--⌫-⌫-|
mestiern est pa s quehommesache	------||--|--⌫|--|----|----|
