#MET A#T e xt URI	----⌫-|-⌫-⌫--⌫--|
#M ETA #DEAFhtt p//ww w.d e a f-page.d e/bibl /b ib99m.php# Meraugis F	--⌫---⌫|---|---⌫-----⌫---⌫-⌫-⌫--------⌫------⌫--⌫----------⌫--------⌫|
#META#ARLIMAhttps// www.arl ima.net/qt/raoul_de_houd enc .h tmll#mer	-----|-----|-------⌫-------⌫------------------------⌫---⌫--⌫-------|
#META#Auth orRaoul	-----|----⌫-|----|
de Houdenc	-|------|
fu stforsdousens	--⌫-|---|--|---|
Reg rete s amie	---⌫---||---|
etcomplain t.	-|--------⌫-|
Tant se dementeet	---|-|------|-|
ta nt seplai nt	--⌫-|-|----⌫-|
Lanuitquemessire Ga uuains	-|---|--|--|---|--⌫-----|
Enestsicorroci ez etplains	-|--|-|-------⌫-|-|-----|
De m auta lentporp oinerrage	-|-⌫----⌫---|--|-⌫-||-----|
Et dituos fetes gr antoutr age	-|--|--|----|--⌫--|----⌫--|
Etg rantanuid eteld ue ilfere.	-|-⌫---|---|-⌫|--|-⌫--⌫-|----|
C omepar forcele f onttere	-⌫--|--|----|-|-⌫--|---|
Lanu i t mesautre gieu n	-|--⌫-⌫|--|----|---||
Aprés mangiercouchie r seu on t	-----|------|-------⌫|-|-⌫--⌫|
Li cheuali er eneslepas.	-|-------⌫-|---------|
M eraugis qui ned ormipas	-⌫------|--|-|-⌫---|--|
Leua matin t uitsontleué.	---|----|-⌫--|---|-----|
Ap résc equant	--⌫---|-⌫|----|
ilont la ué	-|--|--⌫--|
Aumosti eruontmes seontoïe.	-|-----⌫-|---|---⌫-|--|----|
Meraugisqui noblia mie	-------|--||----|--|
Lidoine satorna d errer	------||-----||----|
A monseignorGauuain parler	|--|------|------|-----|
u int et lidist Ditesmo isire	-⌫--|-|-|---|----|--⌫|---|
O rre zuosce queuoudr ai dire	-⌫---⌫|--|-|--|-----⌫-|---|
Ieuu ei lerreria mes	-|--⌫--⌫|----|-|--|
Ioie nene s ei ornerai	---|-|-|-⌫--⌫------|
De uant c e quei ai etr o ue e	--⌫---|-⌫|--||--⌫|--⌫-⌫--⌫|
M amie ces t cho se prouee	|---||--⌫|---⌫-|-----|
f ol io117c	-⌫--⌫-----|
Quelcuid equeieso ie oci s.	-|-|----⌫|--|-|--⌫-|---⌫-|
Cestuoirs Ielsaibien	|--|----|--|--|---|
Qu e parmoi uose stau enue	--⌫|--|--|--|-⌫-|--⌫---|
Cesteir e etpar uostreu enue	----|--⌫|-|--|-----|-⌫---|
S uii efo rsdela	-⌫-|-⌫|--⌫-|-|-|
Prisonquit ant parert hon tose	-----|--|-⌫--|--|--|---⌫---|
Quenusnen doit auoir enuie.	--|--||-|---|----|-----|
Qu endiroieIetiengmauie	-|-|-----|-|----|-|--|
Deuos et biensa c hiez sanzd ote	-|--|-|---|--⌫-⌫---|---|-⌫--|
Que mai deet	--||--⌫-|-|
ma forcetote	-|----|---|
Estuostrebien l auez conqu i se.	--|-----|---||---|-----⌫-⌫--|
Mauentur eque iaiemprise	|-------⌫|--||-|------|
Delespee me	-||----|-|
couientque rre.	------|---⌫---|
S e ieretornoieen	-⌫|-|--------|-|
Sanzl im onor seroit e steinte.	---|-⌫||---|-----|-⌫-------|
Iames niraia inzaura i ceinte	-|--||---|-⌫--|----⌫|-----|
Les peeasre nge sd emerueilles.	|--⌫--|-|--⌫---⌫|-⌫|----------|
LairaiDeus	-|---|---|
carmenconseilles	--||-|---------|
Etuo sirezd e lautrepa r t	-|--⌫|---|-⌫||----|--⌫-⌫|
QuerreLidoine.Ici	-----|-------|--|
La compaigniedenos.II.	-|---------|-|--|---|
Mes ditant uoschastilideus	--||----|--|-----|-|---|
N es tmiebons amaintenir.	|--⌫|--|---||---------|
Biensachie zseiepuisuenir	---|------⌫|-|-|---|----|
uostre amie soit	-----|---|---|
Iaso r moineuos	-|--⌫|--|-|--|
coue ndroit	----⌫-----|
Est re porgard eruostre	---⌫-|--|----⌫-|-----|
Etseieuieng ainçois.I.ior	-|-|-|----|-------|--|--|
A lacortqueuosiueigni e z	|-|---|--|--||------⌫-⌫|
Itantuueiliequeuos	----|----|-|--|--|
Queiau nenuitn	--|-|-⌫-|---||
Queferez donques-Iemourai	--|----|------||-|-----|
Poruosquerresanzp lusaten dre	--|--|-----|---|-⌫--|----⌫--|
Etseiepuispar home	-|-|-|---|--|---|
folio117 d	--------⌫|
Qu e uos aiie zd emoibesoig	--⌫|--|----⌫|-⌫|--|-----|
Ouquece soit ia n iert si	-|--|-|---|-||---|-|
Que i enaillemetre moncor s	--|-⌫||----|----|--|---⌫|
Poruos.- Mer au gisrespont	--|---||---⌫--⌫--|------|
uostremerci Etie	-----|----|-|-|
Seiealacor t	-|-||-|---⌫|
r e perea u ant	-⌫-⌫---|-⌫-⌫--|
Queuosunen uiti gerrai	--|--|--|-⌫--||-----|
Sa nz pluset l endemain	--⌫-|---|-||-------|
querre tant	-----|---|
quetroue ́	--|-----⌫|
uosaie -Ein si	--|--||---⌫-|
lontcreanté.	|--|--------|
L orsni otplusau	-⌫--|||-|---|-|
co nte uo nt	--⌫--|--⌫-|
Congié prennent et	------|-------|-|
mou tliont	---⌫|-|--|
Proiié des .II II .mariniers.	------|--|---⌫--⌫|---------|
Etlicuensquifi st uolentiers	-|-|----|--|--⌫-|---------|
Lorproiiere	--|-------|
respon titant	------⌫|----|
De smariniersI a mar	--⌫|--------|-⌫|--|
Iront ie lordonra iassez .	----|-|--|-----⌫|-----⌫|
Tozles retin t	--|--|-----⌫|
Porloramoret enapr és	--|--|---|-|-|---⌫--|
Asche u aliersqu	-|---⌫-⌫-----|-|
ilaime adés	-|---|----|
Fet uenir.II.cheua us	--|----|---|-----⌫-|
Silordoneet ci llesont pris	-|--|---|-|--⌫|--|--|---|
Qu ilenmercïent puiss	--⌫||-|--------|---||
a rmerent.	-⌫-------|
A ude partirquant	-⌫|--⌫-----|----|
ilmonte rent	-|-----⌫---|
Sentresaluent et comandent	|-----------|-|--------|
ontquanq uildemandent	--|---|-⌫|-|--------|
[Depararmes .Atantsenpart ent.	--|--|-----⌫||---||-|----⌫---|
Chascu nssen	------⌫-||-|
ueteinsidepa rtent.]	--|----|----⌫------|
Oruetch asc unstozs oussauo ie.	-|--|--⌫---⌫--|--|-⌫--|-|--⌫--|
DeMeraugi s	-|-------⌫|
seiesauoie	-|-|-----|
uo sdiroie c omil	--⌫|-----|-⌫-|-|
Il o irre tantqu en	-|-⌫---|---|-|-|
ma int lieuuint -	--⌫--|---|---||
Que demande-Lacité	--|------||-|----|
Sanz nonpartotcerche et enquiert	---|--|--|--|-----|-|-------|
A la cit ésanznonla uo ie.	|-|---⌫-|---|--|-|--⌫--|
Cui chautquant nu snel en auoie	--|----|----|--⌫|-||-|----|
Quideboche	--|-|----|
sache parler	----|-----|
l iotd emander	-⌫|-|-⌫------|
Lauo ieala	-|--⌫-||-|
cité sanznon	----|---|--|
Quisenfacese gabernon	--||-|---|-|----|--|
Queuosdiro ieA ssez	--|--|----⌫-|-⌫---|
puet q uerre	---|-⌫----|
Qu iq uier tParis enEng leterre.	--⌫|-⌫----⌫|----|-|---⌫-------|
E insi aMera ug isour é	-⌫---||----⌫--⌫-|---⌫-|
Toziorzetno ientnatroué.	--|---|-|--⌫---|||------|
Par mautal entregarde amon t	--|------⌫--|------|----⌫|
Etdit-iam esn	-|--||-|-⌫-||
orrez a utel-	----|-⌫---||
Deusa stur iens ent on ch at el	---|-⌫|-|-⌫---|-|-⌫-|--⌫--⌫-|
Donttuconforter mepeüsses -	---|-|--------|-|-------||
Nenil -Sia sDeusbiendeüsses	----||-|-⌫|---|---|-------|
Moiocirre onauoirm erci	--|-----|-|----|-⌫---|
Demoi-ComentNe suiieci	-|--||-----|-|--|-|-|
Toz sousQ uelm erc i uueila uoir-	--|---|-⌫--|-⌫---⌫|----|-⌫---||
Paradis.-Qu ai ie	-------||-|-|-|
Nel l erai-	--|-⌫---||
- Don cn i ont	|---⌫|||--|
Q u anqu iluuelentcil	-⌫-⌫-|-|-|------|--|
Oïl -D onc fusseie	---||-⌫--|----|-|
ore ndroit	---⌫-----|
De denz ouLidoine	--⌫---|-|------|
folio11 8a	-------⌫-|
Ou tuit cilquided enzseroient	-|---|--|--|---⌫--|-------|
N auroientpasquan	|-------|--|---|
quil uoudroie nt.-	-|-|--------⌫--||
Nauroient-Non cemestauis	|-------||--|-||--|---|
Sa nz l in	--⌫-|-⌫||
aDeus nulparadis	|---|--|------|
Qui me plese.-Qui don c-Mamie	--|-|-----||--|---⌫|||---|
I euueil .Cu i chaut D eusneueu tmie	-⌫|-----⌫|--⌫|----|-⌫--|-|---⌫|--|
Queielaiea inzueutqua u tre	--|-||--|-⌫--|---|-|-⌫-⌫--|
B ienla doitperdre	-⌫--|-|---|-----|
I e lailessiee.Lorstressau t	-⌫||-|-------|---|-------⌫|
Dangoisseet auuecce las saut	|-------|-|----|-||--⌫---|
Dieusetamorice l e toche	----|-|---|--|-⌫|----|
A ucuer.L i cuersl i cl otlaboche	-⌫|----|-⌫|----|-⌫|--⌫-|-|----|
Transglot le dueilmes mou tligrieue.	--------|-|----|--|---⌫|-|------|
Aprés quant	-----|----|
ci st dieusliescrie u e	--⌫-|----|-|------⌫-⌫|
Siso spire	-|--⌫----|
etde plaineslé s	-|-|----|-----⌫|
Seslesse etquant	|------|-|----|
il a adé s	-||----⌫|
Corutotes ara nd onee	---|---|-⌫|--⌫--⌫---|
Sira au d ueil bonedonee.	-|-|-|-⌫---|---|-----|
Einsi estuuidi ezenalant	----|--|-----⌫-|-|----|
De due il etite lmautalant	-|---⌫-|-|---⌫|--------|
foizou .XX.	---|-|---|
Tan tquorendroites	---⌫|-|----------|
Alent reed unplesseïs	||---⌫--||-|--------|
LaouMarez d Escaldei ̈s	-|-|----||--------⌫-|
Tot le m ati nest oitenguet	--|-|-⌫---⌫|---⌫--|-|---|
Etuoitquelicheualiersf et	-|---|--|-|---------|-⌫-|
quiest oitenso re.	--|---⌫--|-|--⌫--|
LorsditM arezCist	---|--|-⌫---|---|
m aco rtso re.	|---⌫-|--⌫--|
IIs esles se po r ioster	-||-----⌫-|--⌫|-----|
Merau gisquili	-----⌫--|--|-|
dieus e smuet	----|-⌫----|
Ne se garde m estozior zpoint.	-|-|----|-⌫-|--|---⌫|-----|
Et Marezqui enc ont r epoint	-|----|--|---⌫---⌫-⌫|----|
Bessesalances i l idone	----|-|----|-⌫|-⌫|---|
Sor l escutelcoupquiresone.	--||---|--|---|--|------|
Merau gi s reuientquisesfroie	-----⌫--⌫|------|--||------|
L ors setientetM arez peçoie	-⌫--|-|----|-|-⌫---|------|
Sa l anceoutre se nestpassez.	-|-⌫---|----||-⌫|--|------|
Meraugis qu isest	-------|--⌫||--|
Retorn ealui	------⌫||--|
ettretlespee	-|---||----|
EtM are zuienta lame slee	-|-⌫---⌫|----||-|--⌫---|
Sico mencentune	-|--⌫------|--|
batai ll e	-----⌫--⌫|
parc i le m e taille .	--|-⌫|-|-⌫|------⌫|
Onques mes	-----|--|
plusfieren eui	---|----|-⌫|-|
par deuant eus issi	--|-----|--|---|
De lafo rest	-|-|--⌫---|
.I.cheualiers	--|---------|
o ceïstuol entiers	-⌫-----|---⌫------|
f olio118b	-⌫-------|
Me raugissille c oneüst	--⌫-----||-|-|-⌫------|
EtMeraugis luis ilpeüst. -	-|-------|--||-|------||
Quiesti l-C est	--|--|-⌫|||--|
lOutredotez	|---------|
lidesmesur ez	-|--------⌫-|
Qui tant aur a Meraugisquis	--|---|---⌫|-------|---|
Mesilna mie Meraugis	--|-|||--|-------|
Ap erceü si senpassa	--⌫-----|-||-|----|
Outre.Meraugisquipe nsa	-----|-------|--|--⌫--|
ditSeie p eüsse	--|-|-|-⌫-----|
Decipartirancuiseu ̈sse	-|-|-----|----|---⌫---|
Liqueus denos	-|----|-|--|
pl usforz.	--⌫-|----|
Marez respontSe iere m orz	----|------|-||--|-⌫--|
Siuroiesle- Oïl.-	-------|-||----||
Por quo i-	--|---⌫||
Po rceq u e	--⌫|-|-⌫-⌫|
plusqueto i	---|--|--⌫|
aidroitq u il mamesfet.	-|----|-⌫|-|||------|
Marezrespont Quantiltafe t	----|------|----|-|||--⌫|
Tantq ueguerreaen tre uos.II.	---|-⌫-|-----||--⌫--|--|---|
Ie tedoingtrieuessetuueus	-|-|----|------|-|-|---|
P ar couen ant quilsoiteinsi	-⌫-|-----⌫--|-|-|---|----|
Quel pr emierlieuaillors q ueci	-|-|--⌫----|---|------|-⌫-|-|
Quen osno sentr etr oueron	--|-⌫-|--⌫|----⌫---⌫-----|
Iaautresarmesn	-|-----|----||
iqu e r ron	|--⌫-⌫-⌫--|
Fo rscelesqueauron	--⌫-|----|--|----|
Etlorsn osentrecorr on sore	-|---|-⌫-|---------⌫-|---|
Comeduianemidemor t.	---|--|----|-|---⌫-|
EntentibienParc estrecort	-----||---|--|-⌫--|-----|
Tun asnull ieutri euesde	-||-|--|-⌫--|---⌫---|-|
Neïss ec ier t e nco rtde	----|-⌫||---⌫|-⌫|--⌫-|-|
Pardeua nt tozietassaudroie	--|----⌫-|--|-||---------|
Eti edetoimedesfendroie	-|-⌫|-|--|-|----------|
Fet M eraugis	--|-⌫------|
totp iéestant.	--|-⌫--|------|
Or s oitein siiele creant	-|-⌫--|---⌫-|-|-|-----|
Ce ditMarez qui s	-|--|----|--||
e nre torne	-⌫|--⌫----|
Aub oise tMeraug is s	-|-⌫--|-⌫|------⌫-||
cheualie rquil het.	--------⌫|-|-|---|
Les noissontgranzpar itant set	--|---|---|----|--|----|--|
Q uelpartiluet ca r	-⌫--|---|-|--|--⌫|
illetrac e	-|-|----⌫|
Toz iorzettoz i orzlem enace	--|---|-|--|-⌫--|-|-⌫----|
Ao cirresi l l	|-⌫----||-⌫||
ac onsieut.	--⌫-------|
O ueuo sdiroie Ta ntlesie ut	-⌫-|--⌫|-----|--⌫-|-|---⌫-|
Qu iluient par deuan t.I. ch as tel .	-|-|----|--|-----⌫|--|--⌫--⌫---⌫|
Li mur desuset liqu arrel	-|--|----|-|-|--⌫----|
Erentdemarbre totento r.	----|-|-----|--|----⌫-|
Totmainte nantiusqua lator	--|------⌫---|----||-|--|
uintMe raugi squis	---|--⌫-----⌫|--||
De ua ntlaporteetesgarda	--⌫--⌫-|-|----|-|------|
Parmi lap orteet tantqu iluoit	--|-|-|-⌫---|-|---|-|-|---|
Qu enmilieudecelbail leauoit	-|-|-|---|-|--|----⌫-|----|
Un pinsiuertcomen esté.	-|--|-|---|--|-|-----|
Selipinsfu	-|-|---|-|
degrant beauté	-|----|------|
miea demander.	--||--------|
Entorlepinporcaroler	----|-|--|--|------|
Auoi tpuceles quichantoien t.	----⌫|------|--|---------⌫-|
Ascaro lesqu	-|----⌫--|-|
eles feso ient	---|----⌫---|
N au oitqu un totsolcheu alier .	|--⌫--|-|-|--|--|----⌫-----⌫|
Iluec por la ioiees forci er	----|--|-|---|--⌫-----⌫-|
Chantoit aua nt.-E t q uiert il	-------|---⌫--||-⌫|-⌫-|--|-|
LiOutredotezet c estcil	-|---------|-||--|--|
Qu e Meraugis atantseü.	--⌫|-------||---|----|
Etquant Meraugis au eü	-|----|-------||-⌫--|
Qu ilcarole lateste ar mee	-|-|-----|-|----|--⌫--|
Lescu au c oletal espee	|---|-|-⌫-|-|||----|
Ceintecomep orlui de sfendre	-----|---|-⌫-|--|--⌫------|
SiditOrendroi tsan z	-|--|--------⌫|---⌫|
Ser aLa quisdeLampa grés	---⌫|--⌫---|-|-----⌫----|
uengi ezLorsco r td egr antesl és	-----⌫-|---|--⌫-⌫|-⌫|--⌫--|---⌫--|
Dr oitaucheua liersili crie	--⌫--|-|-----⌫---|-|-|---|
Fui cheualiersnec hantem ie	--|---------|-|-⌫----|-⌫-|
Iete desfitumorras	-|-|----|-|-----|
Mout liest tost cequ i lpensa	---|-|--|---|-|-|-⌫|----|
Changié .-Coment-Einsiad roit	--------⌫||-----||----||-⌫---|
Quaut e l t alentcom	-|---⌫-⌫|-⌫----|--|
Orainzquant ilestoitla f ors	-----|----|-|-----|-|-⌫--|
Deferirdesala nce elcor s	-|----|-|-|--⌫--|-|---⌫|
Le cheualierqueilhaoit	-|--------|--|-|----|
A uteltalent aorendroit	-⌫---|-----||--------|
D ecarole rc a r il oblie	-⌫|------⌫|-⌫-⌫|-|----|
Tot ced efor s nei ̈s	--|-|-⌫----⌫|---⌫-|
Einsi licou i ertoblïer	----|-|---⌫-⌫--|------|
lor suet caroler	---⌫|--|------|
colet ch anteauan t.	--|-|--⌫---|----⌫-|
L i autrequichantoitdeuant	-⌫|----|--|-------|-----|
Guerpi latresc he s i	-----|-|-----⌫-|-⌫|
Sor s oncheu a llor s sen	--|-⌫-|----⌫-⌫|---⌫||-|
Fois de la p o rt e.Quantilfu	---|-|-|-⌫-⌫--⌫-|----|-|-|
Laf o rssiaI een zueü	-|-⌫-⌫-|-||-⌫---⌫|---|
Sonanemiselconu tbi en	--|----|--|----⌫|--⌫-|
Par lesarmes.Sozcie ln	--|--|-----|--|---⌫||
Qu ilh aïst autantc om e lui.	-|-|-⌫----|-----|-⌫--⌫|---|
Questcef etil	-|--|-|-⌫-|-|
ieuoi celui	-|--|----|
Ouigetamon	--|---|--|
e scuaterre.	-⌫--||-----|
aitroue ́sine	-|-----⌫|-|-|
l osquerre	|-|-----|
Laouie luo i De us queferai	-|-|--⌫|--⌫|--⌫-|--|----|
Se ieuoi sla ie chant erai	-|-|---⌫|-|-|-----⌫---|
ca rolederechief.	--⌫---|-|-------|
T ot autregieuforscestmesch ief	-⌫-|----|---|---|---|-----⌫--|
F eroieie. Lorslemena ce	-⌫----|--|---|-|----⌫-|
ia mesdela place	-|--|-|-|----|
Ouilestoit n e semo ura	---|-----|-⌫|-|--⌫--|
DeuantqueMeraugi sist ra	-----|--|-------⌫|---⌫-|
Forsdouchastel mescestnoienz	---|--|------|--||--|-----|
QueMeraug is qu iest	--|------⌫-|--⌫|--|
N ententde riens	|-----|-|----|
a sa parole.	|-|------|
Tantchanteauant ettant	---|-----|----|-|---|
QuelOutredote zquine dote	--||---------⌫|--|-|---|
Cheu alier n iententmesgote	----⌫----|||-----|--|---|
Ain zse nuetcarla faim l	---⌫||-⌫|--|--|-|---||
Iames iornegu er pistl a place	-|--|--|-|--⌫--⌫---|-⌫|----|
Porhomesela	--|---|-|-|
fai m nefust.	---⌫|-|----|
puetuiurede fust.	---|----|-|----|
Por cesenuetlOutredotez	--|-||-|--||---------|
M esnesestp astropdemorez	-⌫-|-||--|-⌫-|---|------|
Pa rtens reuie ntetsi	--⌫|---|-----⌫-|-|-|
So ntr e fil uecdeuant la p orte	--⌫|--⌫-⌫|--⌫--|-----|-|-⌫---|
L e tentp or guetier Meraugis	-⌫|---|-⌫-|------|-------|
Einsifetementla	----|-------|||
queiamesn emoura	--|-|--|-⌫|----|
Sontref deuantq ueil aura	--|---|-----|-⌫-|-|---|
u engiees a h onte.	-⌫-----|-⌫|-⌫----|
Deq u oiuosfe ro ieloncc onte	-|-⌫-⌫-|--|--⌫--⌫-|---|-⌫---|
Mera ugisfetmout l	----⌫---|--|---||
enuoisie ́	--------⌫|
Ilchante auant	-|-----|----|
etfiertdonpié.	-|----|--|----|
E n meillor point nelpuisiemie	-⌫|------|----|--|---|-|--|
Lessier.Or uosuueildesamie	-------|-|--|----|-||---|
Aprendrequ ee le	-------|--⌫|-⌫-|
Bien a ue z	---|-⌫--⌫|
oï que l euint	--|-|-⌫-⌫|---|
Lapre m iere n u itchiez	-|---⌫-⌫---|-⌫-⌫-|----|
Lidoin equ i	------⌫|--⌫|
ne f itpas	-|-⌫-|--|
Promistet fisttan tuersso stesse	------|-|---|---⌫|---||-⌫-----|
Quecelelif istla	--|---|-|-⌫--|-|
Daleroli ensacontree .	|---||-|-|-|-------⌫|
No fist paslong uede moree	-|---|--|----⌫-|--⌫----|
Au u ecAm iceainzsenparti	--⌫-⌫-|--⌫--|---||-|----|
Aumatin. Or senuont	-|-----|-||-|---|
Longuementcheuauchent ensemble.	---------|----------|--------|
Lid oineerretant ce mesemble	---⌫---|---|---|-|-|-----|
Quelefu presdesa	-|--|-|---|-|-|
Lorslapar pechié encontree	---|||--|------|--------|
Unscheualiers	--|---------|
Bel chisliLois	---⌫---|-|---|
lefr ont plusdu rque bois.	-|--⌫--|---|--⌫|--|----|
Ces tli plus	|--⌫|-|---|
lezquonqu es na tu re	--|-|----⌫-|--⌫--⌫-|
Feïst onqu es	-----|----⌫-|
mesc reature	--|-⌫------|
Nefuqui tant u ousi st mal fere.	-|-|--|---|-⌫----⌫-|--|----|
Onquesp rodom	-----|-⌫----|
ne li pot p lere	-|-|--|-⌫---|
Mest uitlimals on tsiaccointe.	--|-⌫--|-|--|-⌫--⌫|-|--------|
Belchis au oit .I. nes	------|--⌫--|--|--|
Troplonce t sifu	---|---|-⌫|-|-|
LiLoisq uisentrefiert	-|---|-⌫-||---------|
Fugranze t dursetseset	-|----|-⌫|---|-|--|-|
Mesmout esto it hardizetegres	--|---|----⌫-|-----|-|----|
En bataille se tenestors.	-|--------⌫|-⌫|-|------|
Richeschas teaus et beles to rs	-----|----⌫----|-|----|--⌫-|
Tintassez p r esdeCaualon.	---|----|-⌫-⌫-|-|-------|
Bienresemb lo it	---|------⌫--⌫-|
terrea b aron	----||-⌫---|
S a terre. Tant a fet	-⌫|-----|---||--|
uo isinqui nele dot.	--⌫---|--|-|-|---|
Qu antBelch isc hoisi	--⌫--|-----⌫-|-⌫----|
Lidoi ne uersli ac orut	-----⌫-|---|-|--⌫---|
S i l asalueet liditDam e	-⌫|-⌫|----|-|-|--|---⌫|
Biensoii ezuenu epar m ame	---|----⌫-|----⌫|--||--|
Terreetauoir	----|-|----|
etqu an quei ai	-|--⌫-|--||-|
uosoffreetuo sher be r g erai	--|----|-|--⌫|---⌫--⌫-⌫-⌫---|
Seiluo sples t anu i t moutb ien.	-|-|--⌫|----⌫|---⌫-⌫|---|-⌫---|
uostreperesama le	-----|----|--|-|
ama ilu i.	---⌫|--⌫-|
Quant Lidoin eot	----|------⌫|-|
Belchis quidit	------|--|--|
q ueilamot	-⌫-|-|---|
S onpere s i lenmercia	-⌫-|---|-⌫||-|-----|
d itq ueleir a	-⌫-|-⌫|--|--⌫|
Porherbe rgier.LorsditBelchis	--|-----⌫-----|---|--|------|
Damoise le deMera ug is	-------⌫-|-|----⌫--⌫-|
Me dites quilestdeuen uz.	-|----|-|-|--|-----⌫--|
Siref etele	---|-⌫-|--|
A m on oe s. - Et coment	|-⌫-|--⌫-||-|-----|
Quei e llessailaou iel	--|-⌫-⌫|-----|-|-|--|
Ocirre. QuantB elch islentent	------|----|-⌫----⌫-||-----|
Tr aïs onq ui	--⌫----⌫-|-⌫-|
enluisestent	-|--||-----|
Le fiertel	-|----|-|
cue rca ri l pensa	---⌫|--⌫|-⌫|----|
M aldonth on teli auendra	-⌫-|---|-⌫--⌫-|-|------|
Ainçois quil muire .	-------|-|-|-----⌫|
A t ants enuont	|-⌫--||-|---|
Etcheuauchenttant queilsont	-|----------|---|--|-|---|
D euant .I.	-⌫----|--|
ch ast elquiestsuens .	--⌫---⌫-|--|--|-----⌫|
Lic hastea uses tri chesetbuens.	-|-⌫------⌫-|--⌫|--⌫---|-|-----|
lepalés l a amont	-|-----|-⌫|----|
De scendent.Au de scendre u on t	--⌫--------|-|--⌫------|-⌫--⌫|
Ch eualierqu i grantio ie	--⌫------|--⌫|----|--⌫-|
P or lapucel e queil uir ent	-⌫-|-|-----⌫|--|-|---⌫--|
Etconurentqueeleestoit	-|-------|--|--|-----|
Doupai ̈set bi enconoissoit	--|---⌫-|-|--⌫-|---------|
Ceusquiuind renta s on descendre.	---|--|----⌫---||-⌫-|---------|
