formCHCor012	---|-------|
M ir ebe aen qua ucum quel ouqueelless oienten	-⌫--⌫---⌫|-|---⌫----⌫--|-⌫-|--|----|-⌫----|-|
ladite chatellenie e	-|---|----------||
parquaucumque nom	--|---------|--|
queel lessoienta ppellee s–//	--|--⌫--|-----|-⌫-------⌫||||
ar bergem e nzterresuign esboys prezcenscenses moes onsrentes	--⌫------⌫-⌫-|-----|----⌫-|---|---|---|-----|----⌫--|-----|
chaponsgellines	------|-------|
molinsdeaygu eetotesautres	-----|-|----⌫||----|-----|
chosesquisontenladite ch atel len i e–	-----|--|---|-|-|---|--⌫----⌫---⌫-⌫||
// remengnentenpa rtiea udit Thebaute	||---------|-|--⌫---|-⌫|--|------||
aus siensà	--|----|-|
mest oziorz dura b lement / /	--|-⌫-|---|----⌫-⌫-----|||
e tote la dreitureet otela proprieté etote	|---|-|-------||-⌫--|-|---------||---|
laseg norie e t ote	-|---⌫----||-⌫--|
lapo ssession qui	-|--⌫-------|--|
estreen totes les dites chos esrem egnanz audit	----|-|----|--|----|----⌫-|---⌫-----|-|--|
Thebaut eaussie ns	------||--|---⌫-|
parraisonde part ie / / sansceuque	--|-----|-|----⌫-|||---|--|--|
leditPierre ne lisien	-|--|-----|-|-|---|
ipuis sentmes	|----⌫---|--|
riensdemander parraiso ndep art ieou par auquneautre	----|-------|--|-----⌫|-|-⌫---⌫-|-|--|-----|----|
ra isonsinestoitparraisonde	--⌫---|-||-----|--|-----|-|
successionauenable.	---------|-------||
//E de ceitespar tiesfaitese ordre neessi	|||-|-----|---⌫---|-----||-----⌫---|-|
cumdesus est deuisésetindrent	--|----|--|------|-|-------|
l i ditfrere ec haqu n s	-⌫|--|----||-⌫----⌫-⌫|
deeaus par	-|---|--|
sei plenerem e ntpo rpai éen	--|--------⌫-⌫-|--⌫----⌫-|-|
no s tre cor t.	--⌫-⌫--|---⌫||
E siensiestoi t queleditPierre	|-|---|-----⌫|--|-|--|-----|
moristsans	-----|---|
h airdesachar	-⌫--|-|-|---|
leditPierr eotreie te done ten a umo nne	-|--|-----⌫|------⌫||----⌫|-|-⌫---⌫--|
emprésson de ice ́sàmes toz	------|--|--⌫---⌫-|-|--|--|
i orzdurablementauditThe b aut	-⌫--|----------|-|--|---⌫-⌫--|
ouà seisha ir s	-|-|---|--⌫--⌫|
Margari tef amedo	-------⌫-|-⌫--|-|
ditThe bautlatie rce	--|---⌫---|-|---⌫--|
partie d e t otsonheritage	-----|-⌫|-⌫-|--|-------|
Esice unepuitestre d edreit le	|-|--⌫|-|---|----|-⌫|----|-|
ditPierredonetcell e dit etierce	--|-----|----|----⌫|---⌫|-----|
partiedet ot sonheritageenaumonneperpetuaua ̀monsor	-----|-|-⌫-|--|-------|-|------|--------|-⌫|-----|
Ri cheual ier eaussiens	-|------⌫--||--|----|
//Enepuent le	|||-|----|-|
ditPie rre	--|---⌫--|
neli sien rien s demanderau	-|-|---|----⌫|-------|-|
ditThe b a utn eaussiens des	--|---⌫-⌫-⌫-|-⌫|--|----|--|
or esen auantdo sar reragesdosleuces	--⌫-|-|----|--⌫|--⌫------|--|-----|
do sheritages d esus dizparraiso ndepa rtie nep ar	--⌫|--------|-⌫---|--|--|-----⌫|-|--⌫---|-|-⌫-|
auquneautreraison .	-----|----|-----||
de totesceites chos es	-|----|-----|----⌫-|
d es usdites edeuisees tenirgarder	-⌫--⌫-|----||-------|----|-----|
ensegresans enfrai ndree sansuenirencont reen	------|---|------⌫---||---|----|------⌫-|-|
est àuenire n untiuré lidit	--|-|----|-⌫|--|----|-|--|
fr eree chaqunsdeeaus p a r sei sus	--⌫--||------|-|---|-⌫-⌫|--|--|
lesSai ntes Euu angelles ennostre cor t / /e	--|---⌫---|---⌫-------|-|-----|---⌫||||
e nunt obligéeause lor hairs	-⌫|--|------|---||--|----|
etozlorbiensmou b les enonmouble s	|--|--|----|---⌫-⌫--||--|------⌫|
presenzeàuenir.	------||-|----||
abrenunciéquantaus	----------|----|--|
chosesde su sdite sli	-----|--⌫--⌫|----⌫|-|
ditfr ere echaqunsparseitantpar	--|--⌫--||------|--|--|---|--|
lora ̀tot eaiu ̈ eeàtot	--|-⌫|---⌫|---⌫-⌫||-|--|
beneficede	-------|-|
dreit d ecort de sai ntey glisee	----|-⌫|---|-|---⌫--|-⌫----||
d ecortlaieeàtot est abliss emen tde	-⌫|---|---||-|--|---⌫------⌫----⌫|-|
reye deprincefait ouà	--||-|-----|---|-|-|
totpri uileg edecroiz prise ouàprendre/	--|---⌫-----⌫|-|----|----|-|-|------||
/ea ̀tozautres	||-⌫|--|-----|
priuil eges à tozusa gesàtotescostumesà tot es	------⌫---|-|--|---⌫--|-|----|-------|-|---⌫-|
e xc epcio nsede cepcions àtotes	-⌫--⌫-----⌫-||--⌫-------|-|----|
rai s o nse allegacions qu i	---⌫-⌫-⌫-||----------|--⌫|
porreen testredi t esouobi c ee s contre latenor	-------⌫|----|--⌫-⌫-|-|---⌫-⌫--⌫|-----|-|----|
de ceitespr e sentesleitresparqueilipresentin strumen tporre t	-|-----|--⌫-⌫-----|------|--|---|-|------|--⌫-------⌫|-----⌫|
est re destr uitoumaumisenauqune m ene re en tot	---⌫-|-----⌫--|-|-----|-|-----|-⌫---⌫-|-|--|
ouenpartie	-|-|-----|
// Euntpramislidi t	|||--|-----|-|--⌫|
frereen nostre cortpar	----|-|-----|---|--|
lors a ireme ntdesusditesusoblig acion	--|-⌫-⌫-----⌫-|----|--||--|-----⌫----|
de tozlorb iensdesus	-|--|--|-⌫---|----|
dizdoner li unsàlautre leitre ssemblables	--|----|-|--|-||----|------⌫|---------|
àceites oumel lorsseellee sdo seau	-|-----|-|---⌫---|-------⌫|-|---|
monsor lereyde	-----|-|--|-|
/ /Edetotes les	|||-|----|--|
c hosesdesusdit esen	-⌫----|----|---⌫-|-|
untcité liditfrerecondampné	--|----|-|--|----|---------|
s e ntencia umentparloiug ementde	-⌫-⌫-------⌫----|--|-|---⌫----|-|
nost r eco rt de lorbone ue lont éno n pasparforcié.	----⌫-⌫|--⌫-|-|--|---|--⌫----⌫-|--⌫|--|---------||
Ceu futfaitedone ́enMirebeade l otr ei	--|--|---||----⌫|-|------|-||---⌫-|
ed elauelontédodizfr ere s	|-⌫|-|-------|-|--|--⌫---⌫|
presenzennostre c o rt/	------|-|-----|-⌫-⌫-||
/eniord esemadi enlafest ede	|-|--|-⌫|-----|-|-|----⌫|-|
lac onuersion S aintPolenlan	-|-⌫--------|-⌫---|--|-||-|
degr ace mil dus	-|--⌫--|--|--|
cenzs e xante equinze	---|-⌫-⌫----||-----|
CHSL007NosGir ars sires de	------|--|---⌫--|----|-|
Santrone cheualiers/ .	-------|---------|||
bail lisdeCharolois faisons	----⌫--|-|--------|------|
àsau oiràtouzc eaus qu e uerrontcestes presanteslatt res	-|---⌫--|-|---|-⌫---|--⌫|------|-----|--------|----⌫--|
p laizfu stmeuzpord e uan t nos/.	-⌫---|--⌫-|---|--|-⌫-⌫---⌫|--|||
entre l a bbé /	----||-⌫---||
etle c oua ntde	-|-|-⌫---⌫-|-|
laFerté d eunepar tet	-|-----|-⌫|--|---⌫|-|
lesho mes de Monc haninda u tre partsusc eque	--|--⌫--|-|----⌫----||-⌫-⌫--|---|--|-⌫|--|
ou b oisdeA uoysie de	-|-⌫--|-|-⌫-----|-|
lauainepastur ee t	-|----|------⌫|-⌫|
liprocur eres doudi t abbé/	-|------⌫---|--|--⌫|----||
etdoucouanta ustmisaua nt pardeuant nos	-|--|-----|-⌫--|--|---⌫-|--|-----|--|
queilne deuoyentp as user e n cel bois	--|-|-|-------|-⌫-|---|-⌫|--|---|
del a uayn epasture / .	-|-⌫|----⌫|------|||
porraysonde	--|-----|-|
ceq ueilnepaientriens	-|-⌫-|-|-|-----|----|
a bb é/ .	-⌫--⌫-|||
ne auco u antpor ceaul usa ige .	-|-|--⌫-⌫--|--|----|---⌫--||
Etlidi thomeausientmisaua nt pordeuantnos	-|-|--⌫|---|------|--|---⌫-|--|-----|--|
queil estientensaysine	--|-|------|-|------|
douditusaigede ta ntd etanz	--|--|-----|-|--⌫-|-⌫|---|
quea ̀teneu reafer oit/ .	--|-⌫|-----⌫-|----⌫--|||
et s usce lespa rties	-|-⌫-|-|--|--⌫----|
sefussient clameesài u gier.	-|-------|------|-|-⌫-⌫---||
Plusoursio rs	-------|--⌫-|
assignez ausp artiesde oir droitlesditesparties	-------|--|-⌫-----|-|--|----|--|----|------|
assigneespor de uantno s leuanrediapresles	--------|--|--⌫---|--⌫|-|------|----|--|
trois semaign esde Pasq u es	----|-------⌫-|-|----⌫-⌫-|
etno sre queranzdroi t suslesparoules desus dit es	-|--⌫|--⌫------|----⌫|--|--|-------|----|---⌫-|
Nosporlecons o il	--|--|-|----⌫-⌫-|
delacortmon seignourle duc	-|-|---|--|-------|-|--|
proudomes auons dit et	--------|----|--|-|
a ̀dr oitq ueseli dizb oisest	-⌫|--⌫--|-⌫-|-|-|--|-⌫--|--|
douparochage dontli homessun t qu idemandent	--|--------|---|-|----|---⌫|--⌫|--------|
loudit usaigeilpoent	--|--|-----|-|----|
user e tdoyuentou	---|-⌫|------|-|
ditboisd elapasturedesusdite	--|---|-⌫|-|------|----|---|
poentuser nedeuie ntem	----|---|-|-----⌫-|-|
ceaul boi sseil n	----|---⌫|-|-||
endoyuent aucunechose o u seilnemos trent	-|------|-----|----|-⌫|-|-|-|---⌫----|
aucun priuilege	----|--------|
por lequelildo yuentuserou	--|-|---|-|--⌫----|---|-|
boisd esus	---|-⌫---|
di tdela ditepas ture.	--⌫|-|-|---|---⌫---||
Etli dithomemist ren t auant	-|-|--|---|----⌫---⌫|----|
en iug e ma ntpo r	-|---⌫-⌫--⌫-|--⌫|
d e uan tnosapr eslei ugem antq ueilest oientdou parochage	-⌫-⌫---⌫|--|---⌫-|-|-⌫----⌫--|-⌫-|-|---⌫----|--|--------|
ouli diz boisestoit	-|-|--|---|-----|
reseianzleq uel parochage	-------|-|-⌫--|--------|
le procur eres dou	-|------⌫---|--|
ditabbé/.	--|----|||
couant lor	-----|--|
mist en -ni.	---|-||-||
Lequel parochaigelidit homene	-|---|---------|-|--|---|-|
u o ustre ntp rou er.	-⌫-⌫-----⌫-|-⌫---⌫-||
Cefu faitledituanre diap resles trois	-|-|---|-|--|-----⌫-|--⌫--|--|----|
s emaignesdePasques/	-⌫-------|-|------||
l andeg race/ .	|-|-|-⌫---|||
dousc an z/.	---|-⌫--⌫|||
et sexantee tt reze.	-|------|-⌫|-⌫---||
C HSL029 A	-⌫-----||
touz cesquiuerront ces	---|--|--|------|--|
p resent e s letres/ .	-⌫------⌫-⌫|-----|||
IehansMartin s clerzgardedouseel mon	-----|------⌫|----|----|--|---|--|
sei gnorlecont ede N eue rzenlapreuostédeClamec i	---⌫---|-|----⌫|-|-⌫---⌫-|-|-|--------|-|------⌫|
Saichenttuitqu e pardeuant Regna utDantr ainno stre	-------|---|--⌫|--|-----|-----⌫-|-----⌫--|--⌫---|
cler ciur éaudit	----⌫|---⌫-|-|--|
establie specialment ào iretàrece uoiren leu	------|-⌫----------|-|-⌫-|-|-|----⌫---|-|--|
denou slesc ho sesdess ouz es cripteset	-|---⌫|--|-⌫--⌫--|----⌫--|--⌫------|-|
nousa uons d onné nostrepooir q uantàce et à	---|-⌫---|-⌫----|-----|----|-⌫---|-|-|-|-|
plusgran z c hoses / .	---|----⌫|-⌫----|||
recogneuendroit	-------|-|----|
E stie n esfilz feu Co lasdeSauui gn y/.	-⌫----⌫-⌫-|---|--|--⌫--|-|-----⌫--⌫|||
que i l a uen duet en	--|-⌫||---⌫-|-|-|
titrede loiauluenconpe rpe tu elm e nt	----|-|-----|-----|--⌫---⌫--⌫---⌫-⌫-|
quitte ́/ .	------⌫|||
a ̀Hum ber tsonfr ere	-⌫|---⌫---⌫|--|--⌫--|
et es hoirsdo u ditHumbe rt heritablement/.	-|-|----|--⌫|--|-----⌫-|------------|||
une piecede ter re/.	--|----|-|---⌫-|||
disoit lidizuendierresso ihauoirseent ou	-----|-|--|---------|--⌫|-----|----|-|
finaiged e	------|-⌫|
S a uu igny/.	-⌫-⌫--⌫---|||
laquele estdi teuulgaulmentliessar z C ola sde	-|----|--|--⌫-|----------|-|-----⌫|-⌫---⌫|-|
Sauu igny/.	----⌫---|||
tenentaubois delaSarrce/	-----|-|---|-|-|-----||
et uneautre souepiece	-|--|----|---|----|
deterre qui fuiad is	-|----|--|-|---⌫-|
roteiz deuigne /.	-----|-|----|||
tenentauditboi s	-----|-|--|---⌫|
d e l a Sar rce/.	-⌫|-⌫|---⌫--|||
uen due lapremierepie cede	---⌫--|-|-------|---⌫-|-|
terr edeuant	----⌫|-----|
petiztornois/.	----|------|||
secondepie ce /	------|---⌫-||
porl e prisde.	--|-⌫|---|-||
solzdeladite monnaie/.	---|-|-|---|------|||
àso iqui tésetia	-|--⌫|---⌫---|-|-|
paezen de niersnom brez sico m il disoit/ .	---|-|--⌫----|---⌫---|-|--⌫|-|-----|||
douditacheteeur/	--|--|--------||
d e touzles q uex	-⌫|---|--|-⌫--|
diz deniers/.	--|------|||
lidiz uendierres /.	-|--|---------|||
quita à -touz-iourz -mespar	----|-||---||----||--|--|
deuant ledit	-----|-|--|
leditach eteeu retseshoir stouz.	-|--|---⌫-----⌫|-|--|----⌫|---||
Et apro mis	-||---⌫--|
li dizuendierre s parsa foisur	-|--|---------⌫|--|-|--|--|
cedonn eeco rporelmentenla	-|----⌫-|--⌫---------|-|-|
maind oudit iuré/.	---|-⌫-|--|----|||
su rp risede soncors/	--⌫|-⌫---|-|--|---||
liendetouzses	---|-|---|--|
surlobligacion /.	--||---------|||
laprise /.	-|----|||
et le sploi t detouzs esbiensmeubleset	-||-⌫-----⌫|-|---|-⌫-|----|------|-|
non-meubl espresenz etàauenir / .	--||-----⌫-|------|-|-|-----|||
queencon tre cepresentfet les	--|-----⌫--|-|------|--|--|
uencons / .	------|||
lesquitances	--|--------|
et lesc onuenances de ssus	-|--|-⌫---------|--⌫---|
di te s ou	--⌫--⌫|-|
aucunnedeceles/ .	------|-|----|||
uiendrai amésporsoi /.	------|-⌫----|--|--|||
nefe rauenir parautru i	-|--⌫-|----|--|-----⌫|
et que i l	-|--|-⌫|
nerecl a merai améspor	-|----⌫-⌫---|-⌫----|--|
neferareclamerp ar autrui	-|---|-------|-⌫-|-----|
auc undroit es d itesterresue ndu es ouen aucunne de	---⌫-|----|-|-⌫---|-----|--⌫---⌫-|-|-|------|-|
maislesg arentira etd eff endra uers touzcontendenz /.	---|--|-⌫-------|-|-⌫---⌫----|---|---|---------|||
auditachet e eur età ses	-|--|-----⌫-⌫--|-|-|--|
ho irs franchemen t etquitement de to ut eschar geset	--⌫--|----------⌫|-|--------|-|--⌫--⌫-|----⌫--|-|
r edeua nce squi euxqueless oient/ .	-⌫-----⌫---⌫|---⌫--|-|---|-⌫----|||
forsq uela darrainne pi ece/ .	---|-⌫-|-|--------|--⌫--|||
deune maaill e dedroitcensannuel.	-|--|------⌫|-|----|---|-----||
Etrendr a restablira	-|-----⌫|---------|
auditac he te euret	-|--|--⌫--⌫--⌫--|-|
à seshoirstoutes	-|--|----|-----|
l esperde s/.	-⌫-|-----⌫|||
ettouzles dommaiges / .	-|---|--|--------|||
queilhauront eten corrontpardeffau t	--|-|------|-|--⌫------|--|------⌫|
dite garentie	---|-------|
non -m iefaite .	--||-⌫-|----||
Renu ncenzen cefetpa rdeua nt	----⌫----|-|-|--|--⌫|----⌫-|
iurélidizu e ndierres /.	----|-|--|-⌫-⌫-------|||
a ̀excepci ondeba rat /.	-⌫|-------⌫-|-|--⌫--|||
de ma lice/.	-|--⌫---|||
dedecepcio nou trela moitié/.	-|--------⌫|--⌫--|-|------|||
doudroitpris/.	--|----|---|||
àpoo ir d e dire l acho sen on-	-|---⌫-|-⌫|---|-⌫|---⌫-|-⌫-||
mieens icfaite	--|-|-⌫-|----|
aupriui l ege /.	-|-----⌫-⌫--|||
d elacroizpriseetàpren dr e/.	-⌫|-|----|----|-|-|----⌫--⌫|||
àboi rgeisie deroi e t d	-|---⌫------|-|--|-⌫||
au tre se ignor/	--⌫--|--⌫----||
audroitqui dist generau l renuncia cionnon-	-|----|--|---|-------⌫|--------⌫---|--||
mieualoiretàtout	--|-----|-|-|---|
ceexpressement quiliporroitu al oi ran ce	-|-----------|--|-|------|-⌫--⌫--⌫|-|-|
fet rapele r/.	--|------⌫|||
et auditacheteeur /.	-|-|--|--------|||
ou a ̀seshoirsnuire /.	-|-⌫|--|----|----|||
so uzmestenzeto bligenz qua ntàce/ .	--⌫--------|-|-⌫------|---⌫-|-|-|||
li diz uendierres / .	-|--|---------|||
soi et seshoir s et touz s es biens /	--|-|--|----⌫|-|---|-⌫-|----||
me uble setnon-m eu bles presenzetàau enirqu el	--⌫----⌫|-|--||-⌫--⌫---|------|-|-|--⌫---|--⌫-|
quepartque	--|---|--|
ils o ientetser ontàlai ur id icion mon	-|-⌫-⌫---|-|---⌫--|-|-|-⌫--⌫--⌫----|--|
seign orlecomtede Neuerzd essusd iteta ̀	-----⌫-|-|----|-|-----|-⌫----|-⌫-|-|-⌫|
lacoher ciondou	-|-----⌫---|--|
ditse el/.	--|--⌫-|||
douq uel seel n ous e nt esmoi gnagede	--|-⌫--|---|-⌫--|-⌫|-⌫-----⌫----|-|
ueri téauonssee llécesprese ntesl etres	----⌫--|----|---⌫---|--|-----⌫---|-⌫----|
a ̀ larelaciondouditcler c n ostreiuré / .	-⌫|-|-------|--|--|----⌫|-⌫----|----|||
saufledroitmo n s e ignorle comtedessusdit	---|-|----|--⌫|-⌫-⌫----|-|----|-----|--|
Don néouiour	---⌫--|-|---|
doudyemenche apreslaf este	--|--------|----|-|-⌫---|
del apparicionnostreSeignor/.	-||---------|-----|------|||
en la nde grace/.	-||-⌫|-|----|||
duexcenz/ .	---|---|||
quatre_uin z /.	----------⌫|||
dixetneuf/ .	--|-|---|||
CHSL079En non denost reSeignour	------|-|--|-|----⌫-|-------|
En landelincarnaciond	-||-|-||----------||
trois cen z.	----|---⌫||
dex etnue f	--|-|---⌫|
oumoisdehost.	-|---|-|---||
NousGuillaum esdi zFr anç oise sc uyers/.	---|--------⌫-|--⌫|--⌫----⌫--|-⌫--⌫----|||
Parenote safenme qui futfil leAnxeaulde Pa rrier	-------|-|----|--|--|---⌫-|------|-|--⌫----|
douLouxde lauctorité etdo u consentemantdou dit	--|---|-||---------|-|--⌫|-----------|--|--|
Guillaume monmari/.	--------|--|---|||
e tOdozdouChasteley e scuyerstanten nonde	-⌫|---|--|--------|-⌫------|---|-|--|-|
moyco mmeennond e	--|--⌫--|-|--|-⌫|
YsebeaulI ehan note et	-------|-⌫----⌫---|-|
Guil l aum eteme sfi lles	----⌫-⌫---⌫--|--⌫|--⌫---|
moin dres daaigequege h ozde AalizIudis ma	----⌫---||----|--|-|-⌫-|-|----|----|-|
futs uerde la	--|-⌫--|-|-|
dicteP arr enot e et fille	----|-⌫---⌫----⌫|-|----|
douditAnxe auldouconsentemantd elau ct o rité	--|--|----⌫--|--|-----------|-⌫||--⌫--⌫-⌫----|
etdela uelonte ́deMonseignour	-|-|-|-------⌫|-|----------|
GuillaumedeRuelee	--------|-|-----|
cheualier doucuy sicleschouses	--------|--|--|--|--|------|
quenous et lesditesfilleshauonsettenons	--|---|-|--|----|-----|-----|-|-----|
e nla uillede Parrier etesfinages s on tet	-⌫|-|----|-|------|-|-|------|-⌫--⌫|-|
mueu ent/.	----⌫--|||
faço nssauoirà touzcelsqui	-----⌫-|-----|-|---|---|--|
uerrontetorrontcespresentesl ettr esdisonsetaffermons/	------|-|-----|--|--------|-⌫----⌫-|-----|-|--------||
q ueconmemati erede quest io n oud edescort	-⌫-|----|----⌫--|-|-----⌫--⌫|-|-⌫|------|
