#META#TextURIYuain	-----|------|----|
#META#DEA F	-----|---⌫|
#META#F EW	-----|-⌫-|
#META #ARLIMAhttp s//www.arlima.net/ad/chreti en_de_troyes.htm l# li o	-----⌫|-----|----⌫---------------------------⌫----------------⌫--⌫--⌫|
#MET A#AuthorChrétien deTr oye s	----⌫-|-----|--------|-|--⌫---⌫|
#M ETA # AuthorBorn	--⌫---⌫|---------|
#META#AuthorBornAmb	-----|------------|
#META#Auth orDied	-----|----⌫-----|
# META #AuthorDiedAmb	-⌫----⌫|------------|
#META #Aut horFl1	-----⌫|---⌫-----|
#M ETA# A utho rFl2	--⌫---|-⌫----⌫---|
# META# Te xtTitleYuain	-⌫----|--⌫------|----|
#ME TA#TextSubtitleLe Cheualier	---⌫--|-----------|-|--------|
#META# Textuol s	-----|-------⌫|
#META#TextS ubi romance	-----|-----⌫--|------|
#META#Tex tDo mlit	-----|---⌫---⌫|--|
# META#Translationfalse	-⌫----|----------|----|
#META#Collection	-----|---------|
#META#C oll ectionNo	-----|-⌫---⌫-------|
#META#TextDescARLu ersoctosyllabiquesàrimes	-----|----------|-⌫--|--------------|-|----|
#META#TextDesc uers8	-----|--------⌫---||
# META# TextDateARL 1178-1181	-⌫----|----------|--------|
#META # TextDateAdi	-----⌫|----------|
#META# Text D ateMin1178	-----|----⌫-⌫-----|---|
#ME TA#TextDateMax1181	---⌫--|----------|---|
# META# EdE dit or	-⌫----|---⌫---⌫-|
#M ETA# EdPl ace	--⌫---|----⌫--|
#META # EdPublisher	-----⌫|----------|
#META#Eduol	-----|----|
#META#EdYear	-----|-----|
#ME TA# EdPages	---⌫--|------|
#META#MsBase	-----|-----|
#META#MsOther	-----|------|
# META# MsN um	-⌫----|---⌫-|
#M ETA#MsDateARL	--⌫---|--------|
# META #MsDateAd i	-⌫----⌫|--------⌫|
#META # Form	-----⌫|---|
#META#Complete	-----|-------|
#M ETA#N oWord s	--⌫---|-⌫-----⌫|
#META#N oLin es	-----|-⌫----⌫-|
#META#Dial Auth	-----|----⌫---|
#META#Dial Scribe	-----|----⌫-----|
#META#Scan URL https //fr.wikisource.org/wiki/Yuain_ou_le_Cheualie r_a u_Lion	-----|----⌫--|-----⌫---------------------------------------------⌫---⌫-----|
#META#ScanURI Oth er	-----|-------⌫---⌫-|
# META# Ark ID	-⌫----|---⌫-|
#META#L cc nID	-----|-⌫--⌫--|
#META#Oclc ID	-----|----⌫-|
#META#WebAuthor	-----|--------|
#META#O RCIDWe bAutho r	-----|-⌫------⌫------⌫|
#META#WebReuiewer	-----|----------|
#META#ORC IDRe uiewer	-----|---⌫----⌫-----|
#META#Mis cInfo	-----|---⌫----|
unknownedi tion	------|---⌫---|
Par l amonne stement demi	--||------⌫------|-|-|
aseignouruousten i	|-------|---|---⌫|
M on losetmo n con sei l	-⌫-|--|-|--⌫|---⌫---⌫|
Patrenostre	----------|
Pluspoursonpreuq uepour le uostre	---|---|--|---|-⌫-|---|-|-----|
Lecu idai faireet	-|--⌫---|----|-|
cuitenco re	---|----⌫-|
Itantuous e nreconnois ore	----|---|-⌫|--------|--|
etuostreuolenté	-|-----|-------|
P o urquisse Dix	-⌫-⌫-----|-|--|
me doin sts anté.	-|----⌫-|-⌫-----|
Maisquant che uin tqu euouseüst es	---|----|--|---⌫|--⌫|---|-----⌫-|
L antrespasséqueuous	|-|---------|--|---|
Reueniramada m e cha	------||-|--⌫-⌫|--|
Mad ameamoi se	-|-⌫--||--|-|
Etmou ts e tin t	-|---⌫|-⌫|---⌫|
Dechequelem auoitcreüe.	-|--|-|--||----|------|
Etqua ntcheseut li	-|---⌫-|--|---|-|
sene s cha us	----⌫-⌫---⌫-|
Unfel . i.le rre .i.des loi aus	-|--|-⌫-|--⌫--|--|---⌫---⌫--|
enuieme portoit	----|-|------|
Pourche que madamecre oit	---|--|--|-|---|---⌫--|
L ui plusqu	-⌫-|---|-|
autrui dema intafair e	-----|-|--⌫--|-----⌫|
Siuitb ienpourquoipooit faire	-|--|-⌫--|---|---|----|----|
etlui g ra ntcourous.	-|--|-⌫--⌫-|-------|
Enplainecourt etuoiant tous	-|-----|----|-|-----|---|
Me mist su spour uousl oytraÿe	-|---|--⌫|---|---||-|-----|
Etien oyconseil	-|-||-|------|
Forsqu emois eulequi	---|--⌫|--|-⌫---|--|
C onquesuersma d ame n a uoie	|-----|---|-|-⌫--||-⌫---|
Tr aïsonfaitene pensee.	--⌫-----|----|-|------|
Sir e spondiconme	-|-⌫-⌫-----|----|
Tout mainte nant sansc onseil	---|------⌫---|---|-⌫-----|
Qu eiemenfe r oiedeffendre	--⌫|-||-|--⌫-⌫--|--------|
Par.i.ch eualier c ontr etrois.	--|--|--⌫------|-⌫----⌫|-----|
Onqueschilnefusi	-----|---|-|-|-|
Queilledeignastrefuser	--|-|-|-------|------|
Neresortir neesco nser	-|-------|-|----⌫---|
Ne meuautpour	-|-|---|---|
riens quauenist.	----|-|-------|
Ai nsiaparolemeprinst	--⌫--||-----|-|-----|
Simecouu intd un cheual ier	-|-|----⌫--||-|------⌫--|
Enco nt retroisgagebail lie r	----⌫--⌫-|----|---|----⌫---⌫|
Parre spit de .xl.	--|--⌫---|-|---|
Puis aiestéenmai nt ecours	---|-|----|-|---⌫--⌫|----|
A lacou rtle	|-|---⌫-|-|
Netrouuaiconseildenului	-|------|------|-|----|
Nenetrouuai	-|-|------|
quime de ïst	--|-|--⌫---|
De uous cho se qui meseïst	-|---|---⌫-|--|-|-----|
C a rilnensauoientn ouueles.	-⌫-⌫|-||-|-------|-⌫-------|
-Etmesir eGau uains auecques	|-|-----⌫|---⌫----|-------|
Lif ransl i dousouestoitdonques	-|-⌫---|-⌫|---|-|-----|------|
As aÿenefaillionques	||---|-|-----|-----|
Damoiseled esconse illie	--------|-⌫-------⌫----|
Que neli fust appa r eillie.	--|-|-|---|----⌫-⌫------|
-Seiea courttrou uéleü sse	|-|-||----|----⌫--||---⌫--|
Iarequ erreneliseüsse	-|----⌫---|-|-|------|
R iensnule q uimefustuee.	-⌫---|---|-⌫-|-|---|---|
Mai slaroÿneen	---⌫|-|-----|-|
Unche u ali er	-|---⌫-⌫---⌫-|
chemedistle n	--|-|---||-⌫|
Don tliroisfistque horsdu sen	---⌫|-|---|---|--|---|-|--|
Q uant aprésli	-⌫---|-----|-|
Li roisie c uitle	-|---|-|-⌫--|-|
Apréslecheualierqui	-----|-|--------|--|
lenma i ne	|-|--⌫-⌫-|
entr ésengran tp ai ne	----⌫--|-|----⌫|-⌫--⌫-|
Mesir e Gauuainsq ui l e	-----⌫|-------|-⌫-|-⌫|
I anmais .i. ioura se iour	-⌫-----|--|---||--⌫---|
Iuquesta nt	-----|--⌫-|
laratrouuee .	|--|-------⌫|
uerité prouuee	------|------|
uous ai de m auentur ed ite.	---|-|-||-------⌫|-⌫---|
Demain morra idemort despite	-----|-----⌫|-|---|------|
S i seraiarsesansrespit	-⌫|----|---|---|-----|
Pour m aldeuou s etpour	---|-⌫-|-|---⌫|-|---|
Et ilre spontIaDixneplac he	-|-|--⌫----|-|--|-|----⌫-|
po ur moi nul...*	--⌫-|--|--|---|
uous fa che	---|--⌫--|
Iaque de*uiu e nimorrés .	-|--|--|---⌫|||-------⌫|
Demainatendremeporrés	-----|------|-|------|
Aparei l liésdemapuissanche	------⌫-⌫----|-|-|---------|
De me t reenuostre	-|--⌫-⌫-|-|-----|
deliuranch e	----------⌫|
Moncorss iconme le d oifair e.	--|---|-⌫|----|-|-⌫-|----⌫-|
Maisde conter nederetraire	---|-|-----|-|-|-------|
Qui iesuiasgensneuous	--|-|--|-|---|-|---|
Quequauiengne delabataille	--|-|-------|-|-|-------|
Garde ́squeonne	-----⌫-|--|-|-|
meconno isse.	-|-----⌫----|
-Chertessi repournul	|------|--⌫-|---|--|
93b .372 5	---⌫----⌫|
uostrenomnedescouuerroie.	-----|--|-|-------------|
Lamortancho is ensoufferroie	-|---|-----⌫-|-|----------|
Puisqueuousleuolésain si.	---|--|---|-|-----|---⌫--|
E t nepo urquantieuous	-⌫|----⌫------|-|---|
Que i ap ourmoi	--|-⌫|-⌫--|--|
nereuegniés.	-|----------|
Neueulpasque uous enpregnié s	-|---|--|--|---|----------⌫|
Bataillesi	-------|-|
tresfelenesse.	---|---------|
uostrem erch idelapr omesse	-----|-⌫----⌫|-|-|--⌫-----|
Queuolentiersuouslafer ie ́s	--|---------|---|-|---⌫--⌫-|
Maistr estous	---|--⌫-----|
Ca r mixestqueieseulemuire	--⌫|--|--|--|-|----|----|
Queieles ueïssededu ire	--|-|--|------|----⌫--|
Deu os tre mortetde	-|-⌫--⌫--|---|-|-|
Queia po u r	--|-|--⌫-⌫|
chouneschaperoie	---||----------|
uou saroiento chis	---⌫|------|-⌫---|
Sestmixqueuou sr emaigni ésuis	|--|--|--|---⌫|-⌫-------⌫--|--|
Qu e n ous fussonsmortambed ui.	--⌫|-⌫--|------|---|-----⌫--|
- Mout auésore grant	|---|----|--|----|
Fai tmes ireYuai ns chiereamie.	---⌫|---⌫--|----⌫-|-----|----|
uousneuole ́smie	---|-|----⌫-|--|
Estredeliured elamort	----|------|-⌫|-|---|
de spisiésleconfort	--⌫-------|-|------|
u ous faisdeuousa idier .	-⌫--|---|-|---|-⌫-----⌫|
Ne quier orplusde u ousplaidier	-|----|-|---|-|-⌫--|-------|
Queuous au éstantfaitp ourmo y	--|---|--⌫--|---|---|-⌫--|--⌫|
Chertesque falirneuous doi	------|--|----|-|---|--|
A nul besoingqueuous aiés.	|--|------|--|---|-----|
Biensaiquemout uous e smaiés	---|--|--|---|---|-⌫------|
Dixplaist encui ie	--|-----|-|--|-|
Il en seronthonnitoutt roi.	-|-|-----|----|---|-⌫---|
Orni aplusque iemen u ois	-||||---|--|-||-|-⌫--|
Ouquesoitlogie renc helbois	-|--|---|-----⌫|-|-⌫--|---|
Que dostelpresnesui	--||----|---|-|--|
-Sire fait	|---|---|
uousd oinst	---|-⌫----|
Et boinc has teletboinenuit	-|---|-⌫---⌫--|-|----|---|
E tdec hose qu i	-⌫|-|-⌫---|--⌫|
desiruousgart	----|---|---|
Tant os t mesireYuai n ss	----⌫--⌫|-----|----⌫-⌫||
Etlileons tousiours apr e ́s.	-|-|----|--------|---⌫-⌫--|
Sont tanterre ́qui	|--|---|----⌫|-||
ui e nen t pres	--⌫-⌫---⌫|---|
D unfortch a stel a.i .baron	|-|---|--⌫-⌫---||--⌫|----|
Qu i clox estoit touten uir on	--⌫|---|-----|---|--⌫---⌫-|
Demurespésetforte thaut.	-|--|-----|-|---|-⌫|----|
Lichastiausnecremoit a ss aut	-|--------|-|------|-⌫--⌫--|
D e mangonnel ne de	-⌫|--------|-|-|
Quilestoitfors	-|-|-----|---|
degr ant manie re	-|--⌫--|-----⌫-|
Maishorsdesmursestoit si re se	---|---|--|---|-----|-|--⌫-|
q uilni ot	-⌫|-|||-|
Enestant b ordene maison.	-|-----|-⌫---|-|------|
Assésens arés ler aison	-----|-|-⌫----|-|-⌫----|
Uneautrefoisq u ant lie u sera.	--|----|---|-⌫-⌫--|---⌫|----|
Le plus droiteuoiesenu a	-|---|-----|---||-|-⌫|
MesireYuainsuersl echastel	-----|-----|---|-⌫|------|
Et.uii.uallés fort	-|----|------|---|
Li son ttantost	-|---⌫|------|
encontr ealé.	-------⌫|----|
Siliontunpo ntaualé.	-|-|--|-|--⌫-|------|
Maisdulionc auecl uiu oient	---|-|---||---|-⌫-|-⌫----|
uenir d urementsedo utoient	----|-⌫------|-|--⌫------|
Silid ï entque	-|-|-⌫--⌫--|--|
li pl aist	-|--⌫---|
aleporte laist	|-|----|----|
Quil nelesafolt o uochie.	-|-|-|--|----|-⌫|-----|
Etilres pont Nen par lés mie	-|-|---⌫---||-|---⌫---|--|
ienterraisans lui	|-------|---|--|
Ounousarons hostel	-|---|----|-----|
Ouier emanrrai cha dehors	-|-|-⌫-------|--|-----|
Queautantlaimeco nme moncors.	--|-----||---|--⌫--|--|----|
Et nepourquantn endout ésriens	-|----------||-|----⌫--|----|
Que ie legarderai	--|-|-|-------|
Quest reporre ́s	-|---⌫-|-----⌫-|
toutas seür.	---|--⌫-----|
Etchilrespondent Aboin eür	-|---|---------||---|---|
Atantso nt e lchast elentré	----|--⌫-|-⌫|-----⌫-|-----|
Etuon ttant quilo ntencont r é	-|---⌫|---|-|-|-⌫-|------⌫-⌫-|
Cheualiers etdamesuenans	---------|-|----|-----|
Etdamoiseles	-|---------|
Quilesaluentet desce ndent	--|-|------|-|-----⌫----|
Etaluidesarmer entend e nt	-||--|-------|------⌫-⌫-|
Silidïen tBi en	-|-|-----⌫|--⌫-|
soiésuous	-----|---|
Biausireue nusentre	---|---|--⌫--|----|
doinstdem ourer	-----|---⌫----|
Tan tque uo us enpuissiéstourner	---⌫|--|--⌫-|-|--------|------|
Des le plushautiusqu aumener*	--|-|---|---|----|-|-----|
Lifont ioieetformentsenp ain e nt	-|---|---|-|------||-|-⌫---⌫-⌫-|
Agrantioieelchastel len	|----|---|-|------||-|
Etq uant leioie li on tfaite	-|-⌫---|-|---|-|--⌫|----|
Unedolours qui	--|------|--|
les deha ite	--|----⌫--|
Leur fonttostlor	---|---|---|--|
ioie oublier	---|------|
Si reconm enchent aplourer	-|------⌫------||------|
Etcrïent et	-|------|-|
s is esgr atinent.	-⌫||----⌫-------|
Ainsimoutlonguem ent n efinent	----|---|-------⌫--|-⌫|-----|
Deioiefaireet de plourer	-|---|----|-|-|------|
Ioie pourlorhos te h o nner er	---|---|--|---⌫-|-⌫-⌫----⌫-|
fontsanschou q uetale nte n	---|---|---|-⌫-|----⌫-|-⌫|
uneauentur es	--|-------⌫||
atendental endem ain	-------|||-----⌫--|
tuits eüretch ertain	---|-⌫---|-|--⌫-----|
Quill auronta i nsq uemidis oi t.	-|-||-----|-⌫-⌫-|-⌫-|---|-⌫--⌫-|
MesireYua ins sesbahis so it	-----|---⌫--||-------⌫--⌫-|
De chequ isis ouuen t	-|--|-||-|-⌫-----⌫|
changoien t	---------⌫|
ioi ed emenoie n t.	---⌫|-⌫-------⌫-⌫-|
Senmi st le s eig n o r araison	|-|--⌫-|-|-⌫---⌫-⌫-⌫||-----|
D uchasteletdela mai son	-⌫|------|-|-|-|---⌫--|
faitilbiaus	---|-|----|
d o usc hi erssire	-⌫-⌫-|-⌫--⌫--|---|
Yche uou s	---|---⌫|
plairoitiladir e	-------|-||---⌫|
tantm auéshonor é	---||----|-----⌫-|
E tt ant fait i oie ettant	-⌫|-⌫--|---|-⌫--|-|---|
-O ïl si uou suie nt aplaisir	|-⌫--|||---⌫|---⌫-||------|
Maislechel eretletaisir	---|-|----⌫-|-|-|-----|
D euri ezmi x	-⌫----⌫-|--⌫|
assésuo loir	-----|--⌫---|
uousfaichedolo ir	---|-----|----⌫-|
Neuousdirai iei amon ueul	-|---|----|-|-⌫|--|---|
Chene porroit estrequeduel.	--|-|------|----|--|----|
- An u l fuer fa itilne lairoie	||-⌫-⌫|---|--⌫-|-|-|------|
Queiel euerité	--|-|-⌫|------|
desi rmout a	----⌫|---||
Quel duelqueieen	---|---|--|-|-|
d oi eauoir.	-⌫--⌫|-----|
-Dont f a it illeuousdiraige.	|---|-⌫-⌫-|-|-|---|----|--|
Mo ut ma.i.gayansfaitd amage	--⌫-|||--|-----|---|-⌫----|
Qui uoloitque ieli donnaisse	--|-----|--|-|-|--------|
Mafille quide	-|----|--|-|
grantbiautépass e	----|------|----⌫|
Toutes lespuchelesdumonde.	-----|--|-------|-|-----|
iaiansqueDix	-----|--|--|
A rpindel amontagne	-⌫---|-|-⌫|-------|
Nestnuliourquedelneme *	|--|--|---|--|--|-|--⌫|
Trestoutquanq uilen pue tataind re.	-------|-----⌫|-|-|---⌫|------⌫--|
Nus mixde moine se doit plaindre	--|--|-|--|-|-|---|-------|
Ne duelfaire neduelmene r	-|---|----|-|---|----⌫|
Deduel deuroieforse ner	-|---|------|-----⌫--|
Quesisfix cheua li ers auoie	--|--|--|-----⌫--⌫--|----|
elmo nde n e sauoie	-|--⌫--|-⌫|-----|
tous.ui.l igaiansprins	---|---|-⌫|-----|----|
uoiantmoi ena .ii.	-----|--|-||---|
Et demainochirra lesquatr e	-|-----|------|--|-----⌫|
Seienetr uis quisost	-|-|-|--⌫--|--||--|
Aluipou rmesfix del iure*	|--|---⌫|--|--|---⌫----|
Ou seiene li ueul	-|-|-|-|-|---|
Mafilleetdit	-|----|-|--|
quant il l a ura	----|-||-⌫--|
Aplusu ilzga r çonsqu ilsara	|---|-⌫--|--⌫-⌫----|-|-|---|
Ensa m aisoneta plus	-|-|-⌫----|-||---|
L e liuerra	-⌫|------|
Qu il nela	-|-|-|-|
desiremaisp re ndre.	-----|---|-⌫--⌫----|
Ademainpui s chestdu elatendr e	|-----|---⌫|----|--⌫-|------⌫|
SeDix ouuousne m enconseille.	-|--|-|---|-||-|---------|
Etpour chou ne stmie	-|---|---||-⌫-|--|
B iausi rec h iersse	-⌫--|--⌫-|-⌫-⌫---|-|
nou splourons.	---⌫|--------|
M a ispouruoust a ntco n	-⌫-⌫-|---|---|-⌫-⌫-|--⌫|
no us poons	--⌫-|----|
No usreconfortonsalefye	--⌫-|-----------||-|--|
Defaire co ntenanche	-|----|--⌫--------|
Carfolzes tqui prodonme atrait	--|---|--⌫|--|-------|-----|
Entourluis	-----|--||
oneurnel ifai t	----|-|-⌫|---⌫|
re s a mbléspro do nm e	--⌫-⌫-⌫-----|---⌫--⌫--⌫|
Oruo usaitrestoutelasonme	-|--⌫-|-|--------|-|----|
Di tedenostregranttristrec he	--⌫-|-|-----|----|--------⌫-|
chast eln ee nfort ere che	-----⌫-|-⌫|-⌫|----⌫---⌫--|
Ne nou sa l a i ss ié li	-|---⌫||-⌫-⌫-⌫--⌫--|-|
Forstantconnous	---|---|--|---|
a uonschaiens.	-⌫---|-------|
uous et ensementbien	---|-|-------|---|
Anuitsegardeuous preïstes	----|-|----|---|--------|
Qu il na laissie ́ uaillant. i.	-|-|||-------⌫|-------|-⌫-|
Horsdeches mursquit outsontnoef	---|-|---|---|--|-⌫--|---|---|
Ainsa trestuitlebourp lané	---||-------|-|---|-⌫----|
Qu a nt c hequi uau ten	--⌫-⌫-|-⌫-|--|---⌫|-|
Simist e lremanant lefeu	-|---|-⌫|-------|-|--|
Ainsimafait maint felon	----|||---|----|----|
MesireYuainstoutesc outa	-----|-----|---|---⌫---|
Quanquesses	-------|--|
hostes l i conta	-----|-⌫|----|
E t quanttrest outescoutéot	-⌫|----|-----⌫--|-------|-|
quilliplot	-|-|-|---|
ildeuo str e	-|-|--⌫---⌫|
Mo uti riés etmoutd olen s sui	--⌫-|-⌫----|-|---|-⌫----⌫|--|
memeru eil	-|----⌫--|
Seuous nenauésqu is	-|---||-|----|--⌫-|
Alacour tle fortroiArtu r.	|-|----⌫|-|---|--|----⌫-|
Nus hom nestde sigrantuertu	--|--||--|-|-|----|----|
sa court ne peüsttrou uer	-|----|-|-----|----⌫--|
uau rr oitbienespro uuer	---⌫--⌫--|---|-----⌫---|
Sauertuencon t relasoie.	-|----|-----⌫-⌫-|-|----|
Et lo r s li de scoure	-|--⌫-⌫|-|--⌫-----|
etdeslo ie	-|-----⌫-|
Li riche s homq u eil	-|-----⌫|--|-⌫-⌫|-|
Boinea ÿeseilse üst	----|-⌫--|-|-|--⌫---|
Outrouuermonseigne urGa uain.	-|------|---------⌫-|--⌫----|
enpres istpasenuain	------⌫--|--|-|---|
fen meestsaseurgerma ine	---⌫-|--|-|---|-----⌫--|
Maislafenme l e	---|-|----|-⌫|
roi enm aine	--|---⌫---|
Uncheualier destrang e ter e	-|--------||-------⌫|---⌫|
Silal a alecourt requer re	-||--⌫||-|----|------⌫-|
Nepourcheia ne	-|---|--|-|-|
r iens que ilseüst	-⌫---|--|-|-----|
N e fustKe us	-⌫|---|--⌫-|
quil *em briconna	--||---⌫-------|
Leroytan t queill ibailla	-|--|---⌫|--|-|-⌫|-----|
Le roÿ ne	-|----⌫-|
etmi st ense garde.	-|--⌫-|-|-|-----|
Chil fuf auset	---|-|-⌫--|-|
chel emusarde	----⌫|------|
Tropg rantd amage	---|-⌫---|-⌫----|
et tro p grantperte	-|---⌫|----|----|
Etc hees t chose to ute	-|-⌫-|--⌫|----|--⌫--|
Quemesire Ga uuains li pr eus	--|-----|--⌫-----|-|--⌫--|
Poursanieche etp ours esne ueus	---|-|-----|-|-⌫--|-⌫-|--⌫---|
Fustcha uenus	---|--|----|
grantaleu ̈r e	----|----⌫--⌫|
Sei lseüstch esteauen ture	-|-⌫|-----|--⌫---|----⌫---|
M ais il ne set dont	-⌫--|-|-|--|---|
tantm egrieu e	---|-⌫|-----⌫|
qu elicuersnem e ngrieue*	--⌫|-|----|-||-⌫|------|
a lésapr é schelui	-⌫---|---⌫--⌫|-----|
Q uiDamedix doinstgrant	-⌫-|------|-----|----|
Quant mené	----|----|
e n aleroÿne .	-⌫||-|------⌫|
MesireYuainsonq uesne fine	-----|-----|---⌫--|-|---|
De souspi rer quan tche ent ent	-|------⌫--|----⌫|--|---⌫--|
Delapitiéq ue	-|-|-----|-⌫-|
il lempre nt	-||-|---⌫-|
Li r espont	-|-⌫-----|
Biaus sireschiers	----|----|-----|
Iemenmetr oi e	-||-|----⌫--⌫|
uol entiers	---⌫------|
Enlauenturee t el peril	-||-------|-⌫|-|----|
S eligai anset uostre fil	-⌫|-|---⌫--|-|-----|--|
uenoien t d emainatel heure	-------⌫|-⌫----||--|----|
Quenif aichetrop grantdemeure	--|||-⌫----|---|----|------|
Que iefe rai*ailleursquechi	--|-|--⌫---|-------|--|--|
Demainaheur ede	-----||----⌫|-|
Si conmei elaicreanté.	-|----|-⌫||-|--------|
-Biausi redelauol enté	|---|--⌫-|-|-|---⌫----|
uous merc hiie	---|----⌫-|-|
faitliprodon	---|-|-----|
Ch entmilef oisen .i.randon.	--⌫--|---|-⌫--|-|--|------|
Et tou tesles ge ns	-|---⌫--|--|--⌫-|
del ost el	-||---⌫-|
Li redi s oient a utr etel.	-|----⌫-⌫----|-⌫---⌫----|
Atantistdu ne chambre hors	----|--||-⌫-|------|---|
Lepuch e le gen tedeco rs	-|----⌫-⌫-|---⌫-|-|--⌫-|
Etdefaichebele plaisans.	-|-|-----|---|--------|
Moutfusimplemate etta isans	---|-|-----|---|-|--⌫----|
sesdeuz ne	--|---|-|
paru intfin	----⌫--|--|
uerstere uint lechiefenclin	---|---|---|-|----|-----|
E t samere	-⌫|-|---|
reui ntdecoste	----⌫-|------|
Que moustrerli	--|-------|-|
u o loitson hos te	-⌫-⌫---|--|---⌫-|
Li si resquilesotmandees.	-|--⌫--|--|--|-|-------|
Enlormantiaxenuolepees	-|--|------|---------|
uinrentpou rlorler mez c ouuril*	------|---⌫|--|---⌫--|-⌫------|
conmande aouu rir	-------||---⌫--|
Lesmantiax et les	--|------|-|--|
ch iés leuer	--⌫---|----|
EtditNeuous doit	-|--|-|---|---|
p asgreuer	-⌫-|-----|
Chequeieuou sco nmantafair e	--|--|-|---⌫|--⌫----||----⌫|
Queun prodonme	--|-|-------|
m outde b oi n aire	-⌫--|--⌫-⌫--⌫-⌫---|
NousaDixet	---||--|-|
boineauenture	----|-------|
Chaiens tramis	------|-----|
Quilseco nba tr a au gaian t.	-|-|-|--⌫---⌫--⌫|-|-----⌫-|
Ornenalé s	-||-|----⌫|
plusde laiant	---|--⌫-----|
piénelenaléschaoir.	---|-||-|----|------|
laistiaD ix	----|-|-⌫-|
F ai tmesireYuainsmaintenant.	-⌫--⌫|-----|-----|----------|
uo irne s eroit	--⌫-|-|-⌫----|
mie auenant	--|------|
Queau pié	--|-|---|
Monse ign eurGauuainanulfuer	-----⌫---⌫--|------||--|---|
Nesanieche Dixmen deffenge	-|-|-----|--||-|-------|
en moi tantne	-|--|---|-|
Queamo npié	--||--⌫|---|
uenirleslai s.	----|--|---⌫-|
uoirienoublieroiemais	---|-||---------|---|
Lehonte que ien aueroie .	-|----|--||-|-------⌫|
Mai s deche boi n	---⌫|-|--|---⌫|
Seel e sserecon fortoient	-|--⌫-⌫|-|-----⌫--------|
I usquademainq ue elesuoient	-⌫---||-----|-⌫-|---|-----|
SeDix lesuaurraconseil lier.	-|--|--|-----|-------⌫----|
Moynencouuientilplus proier	--||-|-------|-|---|-----|
M aisq ue ligaians s itostuiengn e	-⌫--|-⌫-|-|-----|-⌫|---|------⌫|
Quaill eur smentir	-|----⌫---⌫|-----|
nemecouuiengne	-|-|---------|
Quepou rri ensienelaisseroie	--|---⌫|--⌫--|-|-|---------|
Que dem ainamidine soie	--|---⌫--||---|-|---|
Au p lusgrant	-|-⌫--|----|
afaire pour u oir	-----|---|-⌫--|
Queie peüsseonques	--|-|------|-----|
Ainsineles ueutpasdu t ou t	----|-|--|---|--|-|-⌫--⌫|
Asseürercar enredout	--------|--|-|-----|
Es t queli gaiansneuenist	--⌫|--|-|-----|-|-----|
Achele e urequ eil poi ̈st	|----|-⌫--|--⌫|-|---⌫--|
uen ira tansa	---⌫-||---||
la puchele	-|------|
Quiest enclose	--|--|------|
enlacapele.	-|-|------|
Etnepourquanttant lorpramet	-|----------|---|--|-----|
Qu enboineesperanchelesm et	-|-|----|---------|--|-⌫-|
tou te s len	---⌫--⌫||-|
m erch ïent	-⌫----⌫----|
Q uens aproechemoutsef ïent	-⌫|-|-⌫|------|---|-|-⌫----|
qui d entquil soitprodon	---⌫-⌫--|-|-|---|-----|
Pourlacompagnieau	---|-|--------|-|
Qu i aussisimp lement segist	--⌫|----|----⌫-----|-|---|
Leslui c onme unzagniaux fe sis t.	--|--|-⌫---|--|------|--⌫---⌫-|
Pour lesp er anchequ enli ont	---||---⌫--⌫----|-|-|-|--|
Seconf ortentetioiefon t	-|----⌫-----|-|---|---⌫|
Nonqu es puisduelnedeme nerent.	|----⌫-|---|---|-|----⌫------|
Quant heur efusil enm en eren t	----|----⌫|-|-||-|-⌫--⌫----⌫|
Couc hieren	----⌫---|-|
un ec h ambre be le	--⌫|-⌫-⌫----|--⌫-|
Etl ada m oiseleets a	-|-⌫|--⌫-⌫-----|-|-⌫|
Furentambdeuz ason	-----|------||--|
Ca rillauoient	--⌫|-||------|
iamoutchier	-|---|----|
Et chent miletans chier	-|----|---|---|----|
Selac ourtoisie seüssent	-|-|-⌫--------|--------|
Etle grantproeche d e lui.	-|-|----|------|-⌫|---|
Iletli le ons	-|-|-|--⌫--|
Laie n siurentetreposerent	----⌫-⌫|-----|-|---------|
g e nsgesirnioserent	-⌫-⌫-|----|||------|
Ainslorfrem erent	---|--|----⌫----|
Queil ne n peurentissir puis	--|-||-⌫|------|----|---|
Iusquaumatin a l aiournee.	----|-|----|||--------|
Qua ntla chambre fudes fremee	---⌫-|-|------|-|---⌫-----|
Siseleua etoÿmesse	-|-|---|-|--|----|
Et atendipourlap romesse	-|-----|---|-|-⌫------|
Quilotiusqualeure d eprime.	-|-|-|----|||---|-⌫|-----|
Les eignor	-|-⌫-----|
d uchastelmeïsme	-⌫|------|------|
A pele oiant	-⌫---|----|
toussilidit	---|-|-|--|
Sireien ai plus de res pit	---|-||-|---|-|---⌫--|
Ains m enyraisine uouspoist	---||-|---|-|-|---|----|
Queplus demourerne me	--|---|-------|-|-|
Etsaich iésbie nchertainement	-|-----⌫---|---⌫|------------|
Que uolentiersetb oine ment	--|---------|-|-⌫----⌫---|
Demo urai sse encoreune pieche	----⌫----⌫--|-----|--|-----|
P ourlesneueuz	-⌫--|--|-----|
et pour la nieche	-|---|-|-----|
