quib en com encee	--|-⌫-|---⌫---||
icesteo iselesig ne fie	-----|-⌫----|---⌫--⌫--|
le prod homedeseinte	-|----⌫---|-|-----|
quilestl es ch osesterrienes	--|---|-⌫-|--⌫---|--------|
eseprentascel es tienes	|-|----|-|---⌫--⌫-----|
de ce ste qui	-|--⌫--|--|
di stleproph ete i er emie	--⌫-|-|-----⌫--|-⌫--⌫---|
quee leesteit de sig rant sens	--|-⌫-|-----|-|-|-⌫---|---|
q ueconoisseitelcelsontens	-⌫-|---------|-|--|--|---|
qu ant li oiselguerpist are re	--⌫--|-|----|-------|---⌫-|
sengend reureenla puldrere	|------⌫----|-|-|-------|
porceo queal cela partent	--|--|--|-|--|-⌫------|
siredeuspor queine souent	---|---|--|---|-|-----|
a homequedeufistresnabl e	|---|--|--|---|-------⌫|
econ oissant eente ndable	|---⌫------||----⌫-----|
doblier le schosesterr estres	|-----|--⌫|-----|----⌫-----|
porauei r les ioie scelestres	--|----⌫|--|----⌫|--------|
nepoet miea	-|---|--||
de u paruenir	--⌫|-------|
quine uoeltlesse regu erpi r	--|-|----|-----⌫||--⌫----⌫|
les falsesioiesde cestmont	--|-----|----|-|---|---|
ian ateindraalcelamont	-||-------|-|--|----|
n ostre siremeism es d it	-⌫----|---|-----⌫-|-⌫-|
euangileestescr it	-------|--|----⌫-|
q u i plu sdemeiai mesonpere	-⌫-⌫|---⌫|-|--|--⌫-|--|---|
son fizousasoer	--|--|-|-|---|
nestp asdign e demei aueir	|--|-⌫-|----⌫|-|--|----|
issidistdeusiss iest u eir	---|---|---|---⌫|--|-⌫--|
oru osdirromdunaltreoisel	-|-⌫-|-----||-|----|----|
qui multpar estcorteiseb el	--|---|--|--|------||-⌫-|
emulta imeemult	|---|-⌫--||---|
le plussoiorneenboisram é	-|---|------|-|---|---⌫-|
laturtredon t n ospa rlom	-|-----|---⌫|-⌫-|--⌫---|
quitan taimeson	--|---⌫|---|--|
compaignon	---------|
lafemeleal madle	-|-----|-|----|
tozio rssontdui	--|--⌫-|---|--|
edui ensemble	|--|-------|
ouenm ontaigneoue n desert	-|-|-⌫-------|-|-⌫|-----|
par auenturepert	--|-------|---|
lafemel esoncompaignon	-|-----⌫|--|---------|
iam es pui sen nulesa ison	---⌫-|---⌫|-|---|--⌫---|
nert orequele	|--|--|-|--|
ne s endoille	-||-|-----|
i amessor uerdorn esorfoille	-⌫---|--|-----|-⌫|--|-----|
quel puisse n e	-|-|-----|-⌫|
toziorssonpareilatendra	--|---|--|-----|------|
saueirsei lretorn e reit	-----|-|-⌫|------⌫-⌫---|
a altrenesaiustereit	|----|-||---------|
porrenqui peust	--|--|--|----|
t a ntluiu oeltlea ltetenir	-⌫-⌫-|--|-⌫---|---⌫--|----|
quantcest e	----|----⌫|
me intentc hast ete	--⌫-----|-⌫----⌫--|
ese g ardet otsonae	|-|-⌫---|-⌫-|--|-|
enlealteuers	-|-----|---|
d ef emmemesmerueil	-⌫|-⌫---||--------|
quichastete	--|-------|
adeu prame t	|--|-----⌫|
e puis apresson uo umalmet	|---|----|--|--⌫|-----|
mult iad e gentui lein e	---|||-⌫|---|--⌫----⌫|
quinaiment	--||-----|
p asda mor certeine	-⌫-||-⌫--|-------|
s ic omefet	-⌫|-⌫--|--|
latu r tu rele	-|--⌫-⌫--⌫---|
qu isesamorsn e renouele	--⌫|--|----|-⌫|-------|
aillorsqu a sonpremerami	------|-||--|-----|--|
iamesnelmett raen obli	----|-||----⌫-|-|---|
e sec ilmoertdalt re	|-|-⌫-|----||---⌫-|
pluso rsgensqu i	-----⌫-|---|--⌫|
e lsecle sont	-⌫|----|---|
c ar ia aun	-⌫-|-||-|
neseten dro nt	-|-|---⌫---⌫-|
esp os ne esposeason per	---⌫-|-|-----||--|--|
quantlu n u entde la ltre	----||-⌫|-⌫--|-||-⌫---|
ai nzquem angéaitdeusrepaz	--⌫-|--|-⌫----|--|---|----|
uoeltaltr eauei r entr esesbraz	----|----⌫|----⌫|----⌫|--|---|
lat urtrenefet	-|-⌫----|-|--|
toziorsesgarde asonam i	--|---|------||--|--⌫|
tozi or sat entqu	--|-⌫--⌫|--⌫--|-|
compaignie litenge	---------|-|----|
laturtrequi b en i esgarde	-|-----|--|-⌫-||------|
quechaste e nette adesse garde	--|-----||----|---|-|----|
nossignefie seinte eglise	--|-------|-----|-----|
si uosdirrai	-|--|-----|
parqueldeuise	--|---|-----|
qu antseinteeglise u itlier	--⌫--|-----|-----|-⌫-|---|
batreependre ecrucifier	----||-----||--------|
iesu cristsonlea les pos	---|----|--|---⌫|--⌫--|
mu ltenou tlequo er	--⌫-|-|--⌫|-|---⌫-|
an go issos	--⌫--⌫----|
to ziorssestpuisa	--⌫|---||--|---||
uolt fairea	---|----||
alt r edru e	---⌫-⌫|---⌫|
neioi nd reneac o mpaigner	-|---⌫--⌫-|-|--⌫-⌫-------|
alu i est tot son des irer	|--⌫|--|--|--|---⌫---|
toziorssetent ason parei l	--|---|-|---||--|-----⌫|
iesu c r istsonleal feeil	---|-⌫-⌫--|--|---|----|
quantlauctorqu i	----||-----|--⌫|
deueiti c i entorescriure	-----|-⌫-⌫|----|-------|
m ultesteit tr ist es	-⌫--|-----|--⌫---⌫-|
ca riaaueitestéd eusanz	--⌫|-|----|----|-⌫--|--|
s e in t eeglisesidoler ose	-⌫-⌫--⌫-⌫|-----|-|-----⌫--|
sipoo rose	-|---⌫---|
quemeintquidouent par folie	--|----|--------|--|----|
quesone sposl eustguer pie	--|--|-⌫---||---|----⌫--|
carel nosout le chefleu er	--|-||----|-|---|---⌫-|
poi ien troutgentpor or er	--||--⌫----|---|--|--⌫-|
ent o telisl e d engleterre	-|-⌫-⌫-||---⌫||---------|
multert ladameendureguerre	---|--|-|---|-|---|-----|
p ar totlerealme	-⌫-|--|-|-----|
eenp eril e	|-|-⌫---||
car sien fant demeinement	--|-|--⌫---|----------|
lmoueientto rneiement	|-------|--⌫--------|
liplusdelacheual eri e	-|---|-|-|------⌫---⌫|
enunemahomerie	-|--|--------|
entrassentacelte rmine	---------||--|--⌫----|
multesteiten grant discipline	---|-----|-|----|---------|
eto r neeen ch a itiueison	|--⌫-⌫--|-|--⌫-⌫--------|
n aueitmes ge ntsi	|----|--|--⌫-|-|
entot e bre taign ela	-|---⌫|---⌫-----⌫|-|
qu ine fust false mes creant	--⌫|-|---|---||---⌫-----|
p orl aueir qu	-⌫-||----|-|
ilga aig nouent	-|--⌫---⌫-----|
eglisequei lgardo ue nt	-----|--|-⌫|-----⌫--⌫-|
plus halta	---|---||
contrelapaisd e	-----|-|---|-⌫|
seinteeglise	-----|-----|
parroistieeparmana ce	--|------||--|----⌫-|
guerreianted eue s a grace	---------||-⌫-||-⌫|----|
ne deu ommettreen obliance	-|---⌫-|-----|-|-------|
lasignefiance	-|----------|
delcerf qui	--|---|--|
estrangement oeure	-----------|----|
quantil manguel ac ol oeure	----|-|-----|-⌫|-⌫--⌫----|
ceoestq uant ilestenue illez	--|--|-⌫---|-|--|----⌫----|
puisesttotseinserefre schiz	---|--|--|----||-----⌫----|
eendebl ese	|------⌫|-|
si ue tquerre totbelement	-|--⌫|-----|--|-------|
coloeu redort	------⌫-|---|
quimultle creint	--|---|-|-----|
ehetdemort	|--|-|---|
l a lett re nosteste mon ie	-⌫|----⌫-|--|-----⌫---⌫-|
bocheemplie	----|-----|
a lent ree	||---⌫--|
ela coloe u re	|-|-----⌫-⌫-|
meint ena nt	-----⌫---⌫-|
se n ist que	|-⌫|--|--|
r emai n drenipoet	-⌫----⌫-⌫--|||---|
car des nar illes a l	--|--|---⌫----|-⌫|
sa bocheistunealeine	-|----|--|--|-----|
que pa r fo r cele n ameine	--|--⌫|--⌫-⌫-||-⌫|-----|
to thors senist bean tla gu le	--⌫|---||-|--|----⌫|-|--⌫-|
e l icersloccit	|-⌫|---||----|
altres ifist	------⌫|---|
nostreseignor	-----|------|
ies ucristn ostre salue or	---⌫|----|-⌫----|-----⌫-|
quant les p ortesd enferbrisa	----|--|-⌫----||----|----|
eledi abledeful a	|-|--⌫---|-----⌫|
enl uisorst	-|-⌫-|----|
l ac lerefonteine	-⌫|-⌫---|-------|
qui e s t de	--|-⌫-⌫|-|
sapience pl ein e	-------|--⌫---⌫|
dontd iables nepoetsoffrir	---|-⌫-----|-|---|------|
laparo lenesustenir	-|----⌫-|-|-------|
quan tparterrealoutpreech ant	----⌫|--|----|----|------⌫--|
ec omeueraisdeu sourant	|-⌫--|-----|---⌫|-----|
enun homeentr out	-|-|---|----⌫--|
quid ureme ntle tormentout	--|-⌫-----⌫-|-|---------|
equantnostresire ui ntla	|----|-----|---|--⌫-|-|
lid i ableslidemanda	-|-⌫-⌫----|-|------|
ue ni ssit ost	--⌫--⌫|-|-⌫--|
por tormenterno s enostre o st	--|--------|--⌫||-----|-⌫-|
cesteparoleen oiantdist	----|-----|-|----|---|
e nostres irel i enq ui st	|-----|-⌫--|-⌫|---⌫--⌫-|
nonpa s porceo qu	--|--⌫|--|--|-|
ilnese ust	-|-|--⌫--|
quelnoncil diableseust	---|--|--|------|---|
respondileg ion	-------|---⌫--|
milsomes quide ceoseruom	--|----|--|-|--|-----|
doncprier enties u	---|-----⌫--|---⌫|
nesenueiasten abisme	|-|-------|-|-----|
messildiloeque sle s getast	--||-||-------⌫|--⌫|-----|
fol clesenu eiast	---⌫|--|---⌫----|
depors quipresd	-|---|--|---||
i loec esteient	-⌫---|-------|
en unplesseizouil pess eient	-|-|-------|-|-|----⌫----|
nostresire lordist	-----|---|--|---|
atantsontcilesporsentr e z	----|---|--|-|---|----⌫-⌫|
deusm iller seni a ueit ben	---|-⌫-----⌫|-||-⌫---|--|
quipuisno rentmesteraren	--|---||-⌫---|-----||--|
aua nce rent	---⌫---⌫---|
een m i ll euse	|-|-⌫-⌫--⌫-|-|
trebucherent	-----------|
seig n orsdeceonesto et	----⌫-⌫--|-|--||----⌫-|
d iablesne poe t esc oter	-⌫-----|-|---⌫|---⌫---|
la parole n ostrese ignor	-|-----|-⌫----|--⌫----|
quilnenaittorme nt	-|-|--|--|-----⌫-|
l apostre dit uer aiement	|------|--|---⌫------|
quenostresire	--|-----|---|
alf inem ent	-|-⌫----⌫--|
le felondiableoccira	-|----|-----|-----|
parla parol e quiistra	--|-|-----⌫|--|----|
de sabochebe neuree	-|-|----|--⌫-----|
ceoestbencho se as s euree	--|--|--|---⌫-|--⌫-⌫----|
comieouo sai	--|--|--⌫|-|
se reformeel ongu emen t uit	-|------||-⌫----⌫----⌫|--|
dels ondelfrestel sesmeruei lle	--|-⌫-|--|------||--------⌫--|
quant i la susleuél	----|-⌫||-------||
si oitc lerequ an till abe sse	-|--|-⌫--||--⌫--⌫|-||---⌫--|
si uos diqu eloie ces se	-|--|-|--⌫||--|---⌫-|
albosoingpoe t bentresp ass er	-|------|---⌫|--|-----⌫---⌫-|
fluiueoubr azde	-----|-|--⌫-|-|
es montaignesmeintuolonters	-|---------|----|--------|
ceosontles leusquilaplusc hers	--|---|--|---|-|-||---|-⌫---|
monzente nd re deuom	---|----⌫--⌫-|----|
les prophet es de	--|-------⌫-|-|
g ra ntrenom	-⌫--⌫-|----|
quilauenementdeuconurent	--||--------|--|-------|
eles apostlesqui	|--|-------|--|
odlui fure nt	-|--|----⌫-|
e parlecer fdeuom	|--|-|---⌫|----|
cel squiadeuse uoelentrendre	---⌫|--||--|-|------|-----|
car il tro euenten	--|-|---⌫----|-|
la montaigne	-|--------|
quisalua ci onlo rense igne	--|-----⌫--⌫-|--⌫|----⌫---|
sicomeleps almis tre	-|---|-|--⌫-----⌫--|
en un psa lmequi est petit	-|-|---⌫--|--|--|----|
fetil leuai me selz	--|-|----|--⌫|--|
la salamandr eestunebeste	-|---------⌫|--|--|----|
quide lacuee	--|-|-|--||
delat este	-|-|-⌫---|
resemblel esarde	-------|-⌫-----|
nulfeul a rde	--|--||-⌫--|
multest dediuerseco lor	---|--|-|------|--⌫--|
uentp arauenture	---|-⌫-|-------|
lifeusesteind raad re iture	-|---|-------⌫-||-⌫--⌫----|
iane serrasialumez	-|-|----|-|-----|
quilneseittostt ot a quass e z	-|-|-|---|---|-⌫-|-⌫-----⌫-⌫|
uenimpo rtedetel uertu	----|--⌫--|-|--|----|
q ue m ult tost	-⌫-|-⌫--|---|
a homeabatu	|---|----|
fereit grant	-----|----|
selemontout	|--|------|
e n unpo mer	-⌫|-|--⌫--|
lespomme s enuen ime	--|-----⌫|-----⌫--|
quienmangueilestfin i	--|-|-----|-|--|---⌫|
esienun gran tpuizchaeit	|-|-|-|----⌫|---|-----|
eweenueni mereit	--|------⌫-----|
q ue nulhomnenbeureit sanz mort	-⌫-|--|--||-|------|---|---|
t antestle	-⌫--|--|-|
u enimd e l ifort	-⌫---|-⌫|-⌫|---|
icest ebestesignefie	-----⌫|----|-------|
leprodhome	-|-------|
deseinteuie	-|-----|--|
q u itant est	-⌫-⌫|---|--|
deparfite fei	-|------|--|
que ilesteintenuirons ei	--|-|------|------|-⌫-|
le feuelardor	-|--|||----|
d e luxure	-⌫|-----|
edes uiceslagrantardure	|--|----|-|----|-----|
pasquei e uosment e	--|--|-⌫|--|----⌫|
le feuqui lesalme s	-|--|--|--|----⌫|
nepoetaueiruers	-|---|----|---|
quibenser uent nostreseignor	--|--|---⌫---|-----|------|
fei pa rfitement	--|--⌫--------|
nec rement	-|-⌫-----|
nulembr asem ent	--|----⌫----⌫--|
quediabl elorpuisse fai re	--|-----⌫|--|-----|---⌫-|
qui tantestfeledeputaire	--|---|--|--||--------|
enfeufu rentanani a s	-|--|--⌫---|-----⌫-⌫|
misa eleazarias	----⌫-||------|
onquesderenmalmis nifurent	-----|-|--|-----|||-----|
po rceoquenb one	--⌫|--|-|-|-⌫--|
fei e s turen t	--|-⌫-⌫-----⌫|
seig nors ceo n estnule	----⌫---|--||--|---|
poet lemueintre seurement	---|--|------|--------|
tote maneredetorm ent	---|-----|-|----⌫--|
lalet tre nostes te monie	-|---⌫--|--|---⌫--⌫----|
esc rite nysaie	---⌫--|-⌫|----|
queparfeiontt restuitli	--|--|--|--|-⌫------|-|
peccheuencuefeu esteint	-----|----||--|------|
quisibonecreance	--|-|---|------|
efermefeicom	|----|--|--|
ilde ure it	-|--⌫---⌫-|
les monz fereitparcomander	--|---|-----|--|-------|
alt resremuer	---⌫--|-----|
cer tesquiestlee l	---⌫--|--|--|---⌫|
m ulta richeu ertuen sei	-⌫--||----|-⌫---|-|--|
to tesueiesaldesu suent	--⌫--|----|-|----⌫|---|
quifei echar itemeintent	--|--||----⌫--|-------|
messiil charite naueit	--|-|-|------||----|
nuleuertuneliualdreit	---|----|-|-|-------|
nosdit queneu a l t re n	--|--|--|-|-⌫-⌫-⌫|--⌫|
almos nen enulaltre	-----⌫-|-⌫|--|----|
ne creancenelealte	-|------|-|-----|
si ouo eques	-|---⌫----|
nestc ha rite	|--|-⌫--⌫---|
entretozles altresoisels	----|--|--|-----|-----|
colomscorteisebels	-----|------||---|
bonesignefiance	---|----------|
seinzespiriz	----|------|
en sasemblance	-|-|--------|
descendialbaptizement	-------|-|----------|
c ri stu er aiem ent	-⌫--⌫-|-⌫--⌫----⌫--|
eme in tefeiz es tau e nu	|--⌫--⌫-|---|--⌫|--⌫-⌫-|
sa semb lanceestue nu	-|----⌫----|--|--⌫-|
seinte spiri tp orconfor ter	----|-⌫-----⌫|-⌫-|------⌫--|
celsqueoemsoleit torm enter	---|--|--|-----|----⌫----|
p o rfaire lorceldeug uerpir	-⌫-⌫|----|--|--|--|-⌫-----|
quitot poet saluere	--|--|---|-----||
iadis che scunansoleitle m	----|---⌫---|-|-----|--⌫|
en la citdeierusalem	-|-|--|-|--------|
l au eilledepasche	-⌫|-⌫----|-|-----|
blan c uenirporu eir	----⌫|----|--|-⌫--|
qu iaportoutle feunouel	--⌫|-------|-|--|----|
en colomamul t dolzoi sel	-|----||---⌫|---|--⌫--|
es anzfele	|-⌫--|--||
sanzame rtum e	---|---⌫----⌫|
un e belecostume	--⌫|---|------|
bai santsent ra compaignent	---⌫---||---⌫--⌫----------|
queen baisantdamorespraignent	--|-|------||---|----------|
quantilsontenz	----|-|---|--|
elcolo mbe r	-|----⌫---⌫|
deuscenzou	---|---|-|
t reisouunmiller	-⌫---|-|-|-----|
unen ia qui	-|-|||--|
mu lt e stp roz	--⌫-|-⌫-|-⌫--|
quantilsemoet si	----|-|-|---|-|
moeuenttoz	------|--|
cil lesmei n edetot esparz	--|--|---⌫-⌫|-|---⌫-|---|
esmontaignes e	-|---------||
e sessar z	-⌫|-----⌫|
e es p le insc hams eesar ez	|-|-⌫--⌫--|-⌫---||-|--⌫-|
e s gaignage see s	-⌫|--------⌫||-⌫|
e quant iltroeueles	|----|-|-----|--|
ilestta n tuez ieze sages	-|--|--⌫-⌫|---⌫--||----|
traita son	----||--|
issilor fe tl eboisl es ser	---|--|--⌫|-⌫|---|-⌫--⌫--|
ela saluag e sceoblier	|-|------⌫-⌫--|-----|
luilesfetconuerser	--|--|--|--------|
i ces t oisel nossignefie	-⌫---⌫|----|--|-------|
iesuquitotaenbai llie	---|--|--||-|---⌫---|
quitot goue rne	--|--|----⌫--|
e quit otfai t	|--|-⌫-|---⌫|
to tesparza trait	--⌫--|---|-⌫----|
lescolomsaso ncolomber	--|-----||--⌫|-------|
e lechampestree leramer	|-|---------||-|----|
s oncolom ber	-⌫-|-----⌫--|
est se inteeglise	--|--⌫---|-----|
oui latrait	-|-⌫|-----|
as onseruise	|-⌫-|------|
p arbo nep redica t ion	-⌫-|--⌫-|-⌫------⌫-⌫--|
nos qu is aluagesesteiom	--|--⌫|-⌫------|------|
desarrazinsede	-|--------||-|
a fetsouen t bonscresti ens	|--|-----⌫|---|------⌫--|
uers le fin eme nt	---|-|---⌫---⌫-|
g ent comunement	-⌫--|---------|
a s sembler en la f ei	-⌫-⌫------|-|-|-⌫-|
doncuendrontles	---|-------|--|
deusle isau ne	---|--⌫-||-⌫-|
carlale iqu iest eitsaluage	--|-|--⌫|--⌫|---⌫--|------|
serr arem isee n dreitueiage	----⌫|---⌫--|-⌫|----|-----|
de us estesperital scoloms	--⌫-|--|---------⌫|-----|
bo ns es tebels	--⌫-|--⌫||---|
e leze lons	|--||---|
esesele s si large ssont	|--|---⌫|-|-----⌫|---|
que acoeurenttresto tle mont	--|--------|------⌫|-|---|
lau eie queil nosenseigne	-|-⌫--|--|-|--|-------|
d euomalernulsn e s en	-⌫---|---|---|-⌫||-|
siceo fe somseurement	-|--|--⌫--|--------|
merr aa saluemen t	----⌫||--------⌫|
uosnedeuez	--|-|----|
esperermie	------|--|
quemoysesneys aie	--|-----|-|--⌫--|
nepro phet e	-|---⌫----⌫|
nemessager	-|-------|
queonque sde useusttantcher	--|-----⌫|--⌫-|---|---|---|
nosm eista saluacion	--|-⌫---||--------|
mes cil pa r	--|--|--⌫|
sincarnaci on	|---------⌫-|
quidel haltp ere descendi	--|--|---|-⌫--|-------|
salue uie nosrendi	---||--|--|----|
deu q ui uoleith um ein l ignage	--|-⌫-|-----|-⌫--⌫--|-⌫-----|
rae indree ost erd e seruage	---⌫----||---⌫-|-⌫|------|
eassemb lerenseinte eg lise	|------⌫--|-|-----|--⌫---|
enue iaainzen meinteguis e	----⌫-|---|-|-----|----⌫|
caiusen terrepreeche r	-|--|-|----|-------⌫|
meint pr ophetemein t	----|--⌫-----|----⌫|
o u lisein zesperizpa rlout	-⌫|-|----⌫|------|--⌫----|
e enmeintegu i sepre cho ut	|-|-----|--⌫-⌫-|---⌫---⌫-|
coment no stresireuen drei t	-----|--⌫---|---|---⌫----⌫|
salue rl em ontquiperisseit	-----⌫|-⌫|-⌫--|--|--------|
u nc or auom assez	-⌫--⌫-|---|----|
des col omse delormatire	--|---⌫--||-|--|-----|
unarbreaen y nd elagran t	-|----||-|-⌫--⌫|-|----⌫|
belefoil lu eombre iant	--||----⌫-||-----⌫---|
fruitporte bonedolz	----|----|--||---|
uososben aficher	--|-|--|------|
sicomlalett re	-|--|-|----⌫-|
lemapren t	-||-----⌫|
que grantest lombrequei l	--|----|--||----|--|-⌫|
belsest dedenzeen uiron	---|--|-----||--⌫----|
esidie nt queil a	|-|---⌫-|--|-||
paradixionen	---------|-|
c eoso nealtr etant enfranceis	-⌫-|--⌫-|----⌫----|-|-------|
comed ireenuironl a destre	---|-⌫--|------|-⌫|-----|
soz celarbref et m ultbelestre	--|--|----|-⌫-|-⌫--|--|----|
ladedanzmaignent	-|-----|-------|
ehab i tent	|---⌫-⌫---|
colomsquiforment sedelitent	-----|--|------|-|-------|
carils ont del fruitsaolez	--|-|-⌫--|--|----|-----|
edesozl ombrereposez	|----||----|------|
iadiloec n	-||----||
esestoet mou eir	-|-----|---⌫--|
p oraue ir t o tlorest ou e i r	-⌫-|---⌫-|-⌫-⌫|--|---⌫--⌫-⌫-⌫|
