#META#TextURI C leomHas	-----|------|-⌫------|
#META#DEAFhttp//www .deaf-p age.de/fr/b ibl/bib99c.php# CleomHas	-----|---|---------⌫-------⌫-----------⌫---------------⌫-------|
#META#TL Cleom.	-----|-|-----|
#ME TA#F EW	---⌫--|-⌫-|
#META#ARLIMAhttps//www.arlima.net/ad/adenet_le_roi.html#cle	-----|-----|----------------------------------------------|
#META#AuthorAd en etleR oi	-----|-----|--⌫--⌫-|-|-⌫-|
# ME T A#AuthorBorn1240	-⌫--⌫-⌫-|---------|---|
#META# AuthorBo rnAmbc	-----|--------⌫----||
#META#AuthorDied1300	-----|---------|---|
#META# AuthorDi edAmbc	-----|--------⌫----||
#META#AuthorFl1	-----|--------|
#META# AuthorF l2	-----|-------⌫-|
#M ET A #uIAFhttps //uiaf.o rg/uiaf/215956894 /	--⌫--⌫-⌫|---|-----⌫--------⌫-----------------⌫|
#META#TextTitleLirouma ns	-----|--------|-|-----⌫-|
deCléomad ès	-|--------⌫--|
faitpointtrouuéla.	---|----|------||-|
M oult seblasme decu erethet	-⌫---|-|-----|-|--⌫-|-|--|
Que son meschief	--|--|-------|
couu ri r neset.	----⌫--⌫|-|---|
Durbantf a i t ild e ma lnai point	------|-⌫-⌫-⌫|-|-⌫|--⌫||-|----|
Mai s unegoute au	---⌫|--|----|-|
cuermepo int	---|-|--⌫--|
À laf o isqui moultmede straint.	-|-|-⌫-⌫-|--|----|-|--⌫-------|
Durement me palistettaint	-------|-|-----|-|----|
Lago ut e quantelemeprent.	-|--⌫--⌫|----|--|-|-----|
Sime prent ele pl ussouue nt	-|-|----|--|--⌫-|-----⌫-|
mesti erneme soit	-----⌫-|-|-|---|
Etseiln euousd esplaisoit	-|-|-|-⌫|---|-⌫---------|
Undon uousuorroie rouu er.	-|--|---|------|----⌫--|
Sachiez naip ouoir	------||-|-⌫----|
Enlieuoù lago ut emepraingn e.	-|---|--|-|--⌫--⌫|-|-------⌫-|
Sauuag eetd iuer see t estraing ne	------⌫|-|-⌫----⌫-|-⌫|--------⌫-|
Estlagoute plus	--|-|----|---|
Etpo u rcep ar	-|--⌫-⌫|-|-⌫-|
amoursuou spri	-----|---⌫|--|
Queuous decime remuez	--|---|-|-|-|-----|
E ten autrelie u me	-⌫|-|----|---⌫|-|
Cardema goute neporroie	--|-|-|----|-|------|
Garirse ieci remanoie.	----|-|-|-|--------|
EtDu rb ans	-|--⌫--⌫--|
u olentier s	-⌫--------⌫|
Pageu02P06 0	----------⌫|
Leferapuis quilest mest iers	-|---|----⌫-|-|--|----⌫---|
Et kàI chastellemenroit	-||-||------|-|------|
Qui assez pre ̀s de làséoit	--|----|---⌫-|-|--|-----|
Et auoitàn onuer deCoste.	-|----|-|-⌫-|---⌫-|-----|
Làtrouue rons fait	--|------⌫---|---|
il bonoste	-|--|---|
C arcest lipè resLyadès.	-⌫-||--|-|---⌫--|-------|
Ceplotmoult	-|---|----|
à Cle ́ omadès.	-|---⌫-⌫-------|
DistDurb ans	---|----⌫--|
uous irons	---|----|
Elchastel.Auroi	-|-------|-|--|
mousterrons	----------|
Pourquo i nous sommesue nuci.	-------⌫|---|-----|--⌫-|--|
Di st Cléo madèsIeuouspri	--⌫-|-----⌫-----|-|---|--|
Siluousplaistq u	|-|---|-----|-⌫|
iaillie zsans moi	|------⌫|---|--|
toutàce motroi	---|-|-||----|
iuorrez ar ré er.	|-----|--⌫---⌫--|
puisplu sdemand er.	---|---⌫|------⌫--|
Dist Dur ba nset iele f erai	---|---⌫--⌫-|-|-|-|-⌫---|
Etreposer uouslaisserai.	-|------|---|---------|
Durbanssa gentcommande etpr i e	------|-|---|-------|-|--⌫-⌫|
Que il litiengn ent con paignie	--|-|-|------⌫--|---⌫------|
nelelaissentpas.	-|-|-------|---|
Lorssenpartiisnellepas.	---||-|----|----|-|---|
gent auoe cluim ena	---|----⌫|--|-⌫--|
plotetu intdroitlà	---|-|-⌫--|----|--|
O u ̀estoi tlibonsroisCar mans.	-⌫-⌫|-----⌫|-|---|---|---⌫----|
puisnefufo rsdolan s	---|-|-|--⌫-|-----⌫|
perdue Clarmondine.	-----|-----------|
Adèsensonc uerenracin e	----|-|--|-⌫--|-------⌫|
Lianui squepourliauoi t.	-|----⌫|--|---|-|----⌫-|
Quantliro isCarmansu eniruoit	----|-|--⌫-|------|-⌫---|---|
Durban tcon tre	------⌫|---⌫--|
luisestleu és	--||--|---⌫--|
Pourceq ueDurbanses toitte ́ s	---|-|-⌫-|------|--⌫---|--⌫-⌫|
Etdeproueceetdeua lour	-|-|------|-|-|--⌫---|
Co nli deuoit	|-⌫|-|-----|
bienf air ehonn o ur.	---|-⌫---⌫|----⌫-⌫--|
Pageu02P061	----------|
D ur bansaleroisalué	-⌫--⌫---||-|--|-----|
E taprèsce lia	-⌫|-----|-|-||
m ous tré	-⌫---⌫---|
Pour quoiil e stoitesmeüs	---|---|-|-⌫----|------|
Desonpayse tlà	-|--|---|-⌫|--|
Distliqueloial essoignea	---|-|--|----|-------||
S artansne	-⌫-----|-|
uen irne por ra	---⌫-|-|---⌫-|
Au i o u rque	-|-⌫-⌫-⌫|--|
comb atres e d oit	----⌫---|-⌫|-⌫--|
Etpource là	-|---|-|--|
uenusestoit	----|-----|
Quepour luiferoit	--|---|--|-----|
labatai lle	-|-----⌫--|
N estdroiskamisaubesoing	|--|----||---|-|------|
Loiales soigneau raiement	----|--⌫-----||-⌫-------|
Prèss uik enfac esere ment	----|-⌫-||-|---⌫|----⌫---|
Siauantquefair ele doi.	-|----|--|----⌫|-|---|
roisBi en uousen croi	---|--⌫-|---|-|---|
Sa nsserem entetbien le uue ill.	--⌫-|-----⌫--|-|---|-|---⌫---|
Mais d oumalSartan m ou lt	---|-⌫-|--|-----|-⌫--⌫-|
Desonmale tdeson meschief	-|--|--|-⌫|-|--|-------|
Sac hiez me ser oitmal	---⌫---|-|---⌫--|--|
etg ri ef .	-|-⌫--⌫--⌫|
tansse essoigne	---|-|-------|
Cilqui combatrese	--|--|-------|-|
Qu ifust deloialo choison	--⌫|---|-|----|-⌫------|
Demaladi eoude	-|------⌫|-|-|
Maisq ue l essoign efustseüe	---|-⌫-||-------⌫|---|----|
Pargentd ont pardroitfust	--|---|-⌫--|--|----|---|
Me treip ou oitenlieu	--⌫--||-⌫--⌫--|-|---|
Par droiten t out escoursautrui	--|----|-|-⌫---⌫-|----|-----|
s eignourdo ulieupleu ̈st	-⌫------|--⌫|---|----⌫--|
Ka ut rementfa ire ne lpeüst.	|-⌫--⌫-----|--⌫--|--⌫|------|
la coustumeàce tans.	-|-------|-|-|----|
cea ditDurbans	-||--|------|
Pageu02P062	----------|
L anostre auersairepart ie	-⌫|-----|--------|----⌫-|
Fa ites manderie	--⌫---|-----|-|
uouse n prie	---|-⌫|---|
Caruenu sestsicom	--|----⌫|--|-|--|
Bleopa tris iletsagen t.	------⌫---|-|-|-|---⌫-|
Uncheualieraiame né	-|--------|-|---⌫--|
Quidistqueila uol ent é	--|---|--|-||---⌫---⌫-|
De s I IIp u cel esaaidier	--⌫|-⌫-|-⌫-⌫---⌫-|------|
o nnou rdesrainier	-⌫----⌫|---------|
Etdeffendreou	-|--------|-|
saik ena uenra.	--||-|-⌫-----|
tantostien uoie	------||--⌫---|
Etci l uinrent	-|--⌫|------|
quimoul tgrant ioie	--|----⌫|----|---|
Oren tqua nt il l a nou uel e oient	----⌫|---⌫-|-|-⌫|---⌫---⌫|----|
Pourquoiàcour t ma ndé estoient	---|---|-|----⌫|--⌫---|-------|
Cardestro is tous limains c uida ns	--|--|---⌫-|---|-|----|-⌫----⌫-|
Cuidoitbienest r esipoi s sans	------|---|---⌫-⌫|-|---⌫-⌫---|
Que nushom nepe üst durer	--|--|--|-|--⌫---|----|
uersluineses coup sendurer.	---|--|-|--|----⌫|-------|
roiCar man t senuinrent.	--|---⌫---⌫||-|-------|
S aluél ontet	-⌫----||--|-|
Toutq uoipoursauo irqu	---|-⌫--|---|----⌫-|-|
ild iro it .	-|-⌫---⌫--⌫|
Bl eo patris auo ec	--⌫--⌫-----|---⌫-|
Kainc puisnepa rti	|---|---|-|--⌫--|
Q ue il otce lafaire	-⌫-|-|-|--⌫|-----|
troicheualierauoien t	---|--------|------⌫|
Toustroi uouék arsessero ien t	---|---|----||----|----⌫---⌫|
Lespucelesoue nfouies	--|------|-|-⌫------|
Ouililairoientl esuies.	-|-||--------|-⌫-|----|
L orsparl aliroispourDur bant.	-⌫--|----⌫|-|---|---|---⌫----|
G ad otf ait il uenez auant.	-⌫--⌫-|-⌫--|-|----|-----|
S artanscombatre	-⌫-----|-------|
Àuousmais ne p ueto rendroit.	-|---|---|-|-⌫--|-⌫--------|
Pageu02P063	----------|
D eloialessoignelimuet	-⌫|----|-------|-|---|
Parq uoir elaissier l en est uet	--|-⌫--|-⌫--------||-|---⌫--|
Etielenuue i ll bien deporter	-|-||-|---⌫-⌫-|---|-------|
Puisq u il ne lepuet amender.	-----⌫|-|-|-|---|-------|
uezciD urban q ui prouuera	--|-|-⌫----|-⌫-|-------|
PourSartanque nLyadès na	---|-----|-|-⌫|------|||
ce conli mot seure	-||-|-|--|----|
Et dec elàu eut ilr eskeurre	-|-|-⌫|--|-⌫--|-|-⌫-------|
Enc ontreuous se uou suoulez.	---⌫----|---|-|---⌫|------|
DistG ado s Ceest bie nmesgre z.	---|-⌫---⌫|-|--|---⌫|--|---⌫-|
Iai mau tantlabatailleà lui	|--⌫|--⌫---|-|-------|-|--|
K àSartaniena icure àcui.	|-|-----|-||-⌫|---|-|---|
Mais queiefuss eou champ entre ́s	---|--|-|----⌫|-|----|-----⌫-|
Liurezmecuiqueuous u o rre ́ s	-----|-|--|--|---|-⌫-⌫---⌫-⌫|
Sachi ez quei en u l nen	-----⌫-|--|-⌫|-⌫-⌫||-|
Seiln a I Itestes ouplus.	-|-|||-⌫|-----|-|----|
Etli roisdistque bie n	-|-|---|---|--|---⌫|
Et Gado sàcemot se t aist.	-|----⌫|-|-|--|-|-⌫----|
DistDurbans Sireorme nte ndez.	---|------|---|-||-⌫---⌫----|
Encorn e sestnus	----|-⌫||--|--|
pr esente z	--⌫------⌫|
Pour lesautr esIId a mois eles	---|--|----⌫-|-|-⌫-⌫----⌫---|
Orpuetc hascuns	-|---|-⌫------|
ueöir queeles	-----|--|---|
O ntpou d amis kanc aubeso ing	-⌫-|--||---||--|-|----⌫--|
Nent rueu ent nulneprè sneloing.	|-|-⌫----⌫--|--|-|----⌫|-|-----|
Un cheualieramenéai	-|--------|-----|-|
lautreio urmacointai.	|----|--⌫-||--------|
ot lanouuele oïe	-|-|------|---|
Quemestie rauoientd a ye	--|------⌫|------||-⌫-|
Les II p uceles que	--|-|-⌫-----|--|
Etpourcee stuenus ici.	-|---|-|-⌫-|----|---|
a t elpitiéàson cuer	|-⌫-|-----|-|--|---|
bien q ueà	---|-⌫-|-|
Ne lairoit quil	-|------|-|-|
nelesaidast	-|--|-----|
Pageu02P064	----------|
À sonpouoiretconfortast	-|--|-----|-|---------|
E tque illunedeffendroit	-⌫|--|-||--|----------|
Et quep our li se	-|--|-⌫--|-|-|
co mba tro it.	--⌫---⌫---⌫--|
Mon gage pourlui uou spres en t.	--|---|---|--|---⌫|----⌫--⌫-|
Et quantBleop atr islentent	-|----|-----⌫---⌫-||-----|
À Rodru art	-|-----⌫--|
Qui-ainc- ne-ri st	---------⌫-----⌫-|
L erouua prendreetcille fist.	-⌫|----|------|-|--|-|----|
Fa itfucequi l iapa rtint	--⌫-|-|-|-|-⌫||---⌫----|
Tantcom adont.Et l orsreuint	---|--|-----|-|-⌫--|-----|
Durb ansàsonost e l	----⌫--|-|--|---⌫-⌫|
Cléom ade ̀strouuapensant.	------⌫---⌫-|-----|-------|
Or uousdiraien	-|---|----|-|
quelpe nsé	---|--⌫---|
Cléo madè sauoitesté .	-----⌫-----⌫|----|-----⌫|
Bie nuitq ueseDurbansestoit	---⌫|--|-⌫-|-|------|-----|
ConquisqueLyadès se roit	------|--|------|--⌫---|
Arsecen eporroitfa illir	---|-|-⌫|------|--⌫----|
Etso nne li	-||-⌫|-|-|
deuoi ttenir	-----⌫|----|
Etàoutr ag e et àbobant	-|-|----⌫--⌫|-|-|-----|
Labataillee nl ieudeDurbant	-|-------|-⌫|-⌫--|-|------|
Du rementàau o iramast	--⌫-----|-|--⌫-⌫-|----|
Nil nereuoi tc on ne n b l amast	|-|-|-----⌫||-||-⌫|-⌫-⌫----|
Durbantseàcesotrio it	------|-|-|-||-----⌫-|
quicerequisaroit	--|-|-----|----|
On liatorroitàf olage	-|-|-------|-|-⌫----|
Eta ̀orgueilletàoutr a ge.	-|-⌫|-------|-|-|----⌫-⌫--|
Ainsiseroit	----|-----|
chascunsblasmez.	-------|-------|
Po ur cesestdunpointauisez	--⌫-|-||--||-|----|-----|
QueentreausIIà unefois	--|----|--|-|-|--|---|
Po urle spuceles toutestrois	--⌫-|--⌫|------|-----|----|
Comb atront astroischeualiers	----⌫-----|-|----|---------|
reu eo ̈ it oùlitiers	---⌫--⌫-⌫-|--|-|----|
Fustprispou rla tie r c e	---|---|---⌫|-|---⌫-⌫-⌫|
àdeffendre	-|--------|
i pu etente ndre	|--⌫-|----⌫---|
Pageu02P065	----------|
Pour lesdamoiseles aidier	---|--|---------|-----|
Quibien ont d	--|---|--||
aï demestie r.	---⌫-|------⌫-|
iassentira	|--------|
D urbansmaisillen requ erra.	-⌫-----|---|-||-|----⌫----|
ue nirleuoitmoul tliem en t	--⌫--|-|---|----⌫|----⌫--⌫|
Contrelui selièue e rranment.	-----|--|-|-----|-⌫--------|
DistDurbans	---|------|
Labataille au ez	-|-------|--⌫-|
Dece soi eza sseürez.	-|-|---⌫-|-⌫--------|
Orniamai s q uedou b ienfaire	-||||---⌫|-⌫-|--|-⌫--|----|
Carcesont gentde	--|-|---|---|-|
gra ntafai re	---⌫-|----⌫-|
Àcuicombatrenous deuons	-|--|-------|---|-----|
Biausireetnousipenserons	---|---|-|---||--------|
SeDieuplaist en lieuet	-|---|-----|-|---|-|
Quinoussoituous e tmoiaidan s.	--|---|---|---|-⌫|--|-----⌫-|
Lors lamenéàunep art	---|||----|-|--|-⌫--|
Clé omadès. M o ult	----⌫-------|-⌫-⌫--|
l i estt art	-⌫|--|-⌫--|
Que ditlieüstetconté	--|--|-|----|-|-----|
Cequeil auoitenpensé.	-|--|-|----|--------|
M oul t c ourtoisemen t	-⌫---⌫|-⌫-----------⌫|
motàm o t	--|-|-⌫-⌫|
Lidis tce que	-|---⌫|-|--|
ilpense ́ot	-|-----⌫|-|
Entrues kàla court o te sté.	------||-|-|----|-⌫|-⌫----|
Et quan tDurbans	-|----⌫|------|
lotescouté	|-|-------|
Ensoncuer forme nt	-|--|---|-----⌫-|
l enprisa.	|-|-----|
Mais la batai lleressoigna	---|-|-----⌫--|--------|
Et cenestoi t pasgrant merueille	-|-||-----⌫|--|----|--------|
Car ce nestp as	--|-||--|-⌫-|
chose pareille	----|-------|
DeII àtroisma is moult	-|-|-|----|--⌫-|----|
Àe n prend reetmou lt	-|-⌫-⌫-----⌫-|-|---⌫-|
peril leuse .	-----⌫-----⌫|
Nepourquantse morircuid oit	----------|-|----|----⌫--|
Pensaqueil	----|--|-|
nelenfaurroit	-||-|-------|
Q u ec onpaignie	-⌫-⌫|-⌫--------|
nelen tiengne.	-||-|-------|
Sirefaitil koiquen auien gne	---|---|-|--|-|-|-----⌫--|
Neuous fa urrai d e	-|---|--⌫----|-⌫|
conpaign ie	--------⌫-|
P ageu02P066	-⌫---------|
Se metrei deuoielauie.	-|----||-----|-|---|
Mai ssachiezbiencertainement	---⌫|------|---|-----------|
Etnem enm es créez nient	-|-||-|-⌫--⌫-----|----|
Qu es eie ne uous	--⌫|-⌫|-|-|---|
conneüsse	---------|
Etqueiees prouuén eüsse	-|--|-|--⌫------||-----|
Le grantpouoi rqueuou saue z	-|----|-----⌫|--|---⌫|---⌫|
Pourriensne mi	---|----|-|||
fuss eaco rdez.	----⌫|---⌫----|
Ielferai soit sensoufol our	|-|----|---|---|-|---⌫--|
enuostr eualour.	-|-----⌫|------|
Et quan tCle ́omadèsentent	-|----⌫|---⌫-------|-----|
Ke nluise fiesi forment	|-⌫|--|-|--|-|------|
Bienpensequill ensouu enroi t	---|----|-|-||-|----⌫-----⌫|
Semest ier sfust	-|----⌫---⌫|---|
eti lpouoit.	-|-⌫|------|
Mou lt durement leme rci a	---⌫-|-------|-|--⌫---⌫|
De ceq ueilliotria	-|-|-⌫-|-|-|----|
Ce dont illiauoitpriié.	-|---|-|-|----|------|
Durban splusd etriié.	------⌫|---|-⌫-------|
enueuterran t aler	-|---|-----⌫|---|
Pourc el e beso igne arré er.	---|-⌫--⌫|----⌫---|-----⌫--|
EtCl éomadès aupartir	-|--⌫--------|-|-----|
Lipriadeto st reuenir.	-|---|-|--⌫-|-------|
Et ildis t ke rra ntreuenra .	-|-|---⌫||-⌫---⌫-|-------⌫|
Enlacourt ui ntet retrou u a	-|-|----|--⌫-|-|------⌫-⌫|
Tou t elagentBle opatris	---⌫-⌫|-|---|---⌫------|
Kencornesenertnuspartis.	|----|-||-|--|--|------|
De uan tleroi senuinteste r.	--⌫---⌫|-|--||-|---|----⌫-|
Moulttrèsbel lipristàmoustrer	----|----|--|-|----|-|-------|
Sirefait il pit iez seroi t	---|---|-|---⌫--|-----⌫|
Quices pucele s des trui roit.	--|--|------⌫|---⌫----⌫----|
PourLyadès	---|------|
comb atredoi	----⌫---|--|
Et licheualiers kaiom oi	-|-|---------||-||-⌫-|
u eutenprend re cedistto usseus	-⌫--|-------⌫-|-|---|--⌫-|---|
Bat a i llepo urlesa utresII	---⌫-⌫-⌫--|--⌫-|--|-⌫----|-|
En man ier e queuousdirons.	-|---⌫---⌫|--|---|------|
Pageu02P067	----------|
Toutu enzou	---||--|-|
champentrerons	----|--------|
en aitqui auo i r enpuet.	-|--|--|---⌫-⌫|-|----|
Labatailleainsiauoir	-|-------|----|----|
Mesconpainsetiel uueill au ssi .	--|-------|-||-|-----|--⌫---⌫|
L orsdistli roisE t ie	-⌫--|---|-|---|-⌫|-|
Seilplaistà lautr e parti e.	-|-|-----|-||----⌫|-----⌫-|
Sir e ce ne	---⌫|-|-|
refusie mie	----|-|--|
Dist Bl eopatrisa inslegré.	---|--⌫-------|-⌫--|-|----|
Dambesparsse sontaco r dé.	|----|---|-|---|---⌫-⌫---|
Sireneltenezà outra ge	---||-|----|-|-----⌫-|
DistDu r bansse	---|--⌫-⌫---|-|
cest auantage	---|-------|
Lorfaisonsc ar droite	--|------|-⌫-|-----|
Lafait enprendrece	||---|--------|-|
Aucheualierk aiam ené	-|--------||-|--⌫---|
Simedoinst	-|-|-----|
Di ex io ieet santé	--⌫-|--⌫-|-|-----|
Pour cequi l ne uéoite nprendre	---|-|-|-⌫|-|-----|-⌫-------|
Nuluiaaidiera ̀d effen dre	----|------|-⌫|-⌫-----⌫--|
Lati ercepu cele	-|--⌫---|--⌫---|
Aucuerl en prist s i	-|---||-|----|-⌫|
grant tenrour	----|------|
Que p o ur	--|-⌫-⌫-|
cele empri se .	---|-----⌫--⌫|
roisdis t que moultlen pris e.	---|---⌫|--|----||-|----⌫-|
n endoiton p as	|-|---|-|-⌫-|
F ai tliroismaistous iou rs amer	-⌫--⌫|-|---|---|---|---⌫-|---|
Ethon norer	-|---⌫----|
uouset uost rehoir	---|-|----⌫-|---|
Ch oseiebiendirepouruoir	-|--|-|---|---|---|---|
Àto us i ours	-|--⌫-|-⌫---|
maisi usquàM.a ns	---|-⌫---|-|-|-⌫-|
Lor sseleualiroi sCarmans	---⌫|-|---|-|---⌫|------|
Etcha sc unsdelàse depart	-|---⌫--⌫--|-|--|-|-----|
Et lan o uueletostses part	-|-|-⌫-⌫----|---||--⌫---|
E nquelmanier e er tarréée	-⌫|---|------⌫|--⌫|-------|
Cele batai ll eet créante ́e.	---|-----⌫--⌫|-|--------⌫--|
Pageu02P068	----------|
letienent àf olage	-|------|-|-⌫----|
Etliautreàgrantua sselage	-|-|----|-|----|--⌫------|
Etli tiers	-|-|----|
àgranthardement	-|----|--------|
Chascuns endisoitso ntal e nt.	-------|-|-----|--⌫|---⌫-⌫--|
Durb ansa ̀sonostelre uint.	----⌫--|-⌫|--|----|--⌫----|
Sachiezquetr èsbienlisouu int	------|--|--⌫--|---|-|----⌫--|
KàC léomadès desplaisoit	|-|-⌫---------|----------|
L ademore ́elà end ro it.	-⌫|------⌫-|--|---⌫--⌫--|
ÀCléomadèst out	-|----------|-⌫--|
Comm en tlachosearre ́e ́a	----⌫--⌫|-|----|----⌫--⌫||
EtquantClé omadèsloy	-|----|----⌫------||-|
Lo rsletesmoigneà finhardi	--⌫-|-|--------|-|--|----|
Sescuersqui bie nsiconn oi ssoit.	--|----|--|---⌫|||----⌫--⌫-----|
Durban s ià enuo iéa uoit	------⌫|--|----⌫--|-⌫---|
A ̀uerde Coste	-⌫|----|----|
gra ntpieça.	---⌫-|------|
Lorssepa rt iDurb ans delà.	---|-|--⌫--⌫|----⌫--|-|---|
Re gardé furentdu rement	--⌫-----|-----|--⌫-----|
Detoutespa rs de maintegent.	-|-----|--⌫-|-|-----|----|
DeChastel No bles ontparti	-|------|--⌫--|-⌫--|----|
Entr eu espres et miedi.	----⌫|-⌫-----|-|-----|
Cos te sont uenu.	---⌫-|---|----|
Li ementfur entrece ü	--⌫----|---⌫--|----⌫-|
Etaaisié etho nno ré.	-|------|-|--⌫---⌫---|
L àe ndroitonttant demoré	-⌫-|-⌫-----|--|---|------|
Queliioursuintque stredeuoit	--|-|----|---|-|-⌫---|-----|
Labatai lle	-|-----⌫--|
kemprise estoi t.	|------|-----⌫-|
A ̀son lignage	-⌫|--|------|
otfaitsauoir	-|---|-----|
Du rbans q ue il deuoi tauoir	--⌫----|-⌫-|-|-----⌫|----|
La bataille enlieu	-|-------|-|---|
deSarta nt	-|-----⌫-|
Etq uecilquil amoient tant	-|-⌫-|--|--||------|---|
Fus sentlàdro itàcelui iour	---⌫---|--|---⌫-|-|----|---|
Sil amoientluietsonno u r.	|-|------|--|-||----⌫-⌫-|
LiroisCarmansfist fair e Ipa rc	-|---|------|---|----⌫||--⌫-|
Pageu02P06 9	----------⌫|
Qu i duroitprès l e traitdun	--⌫|-----|----|-⌫|----||-|
Delon cmais	-|---⌫|---|
ne stoitpassile ́s.	|-⌫----|--|-|--⌫--|
Mou ltful i parsbienatornés	---⌫-|-|-⌫|---|---|-------|
D e gransmairiensforset t enans	-⌫|----|-------|---|-|-⌫----|
Cléo mad è silet Durbans	-----⌫---⌫--⌫|-|-|------|
ÀuerdeCoste s	-|----|----||
arréer ent	-------⌫--|
Dedenz le chaste le tarmerent.	-----|-|------⌫|-⌫|--------|
Quant arméfurent monté	----|----|-----|-----|
Delàse p artent.	-|--|-|-⌫------|
Au lieuoù	-|---|--|
combatr e deuoi ent.	-------⌫|-----⌫---|
Quant iliuind ren tiàestoient	----|-||----⌫---⌫|--|-------|
Lorau ersaire ou	--|--⌫------|-|
parcentré	---|-----|
Etdelabatai lle apresté.	-|-|-|-----⌫--|--------|
E tles II Ipu cel esuenues	-⌫|--|--⌫|--⌫---⌫-|-----|
Quiestoientia ̀ d es ues tues.	--|-------|--⌫|-⌫--⌫---⌫----|
En leurcotes	-|---|----|
er entsans plus	--⌫--|---|---|
T out lesorplusorentmis i us.	-⌫--|-|------|----|--|-⌫--|
Leur IIchamp ionsueniruoient.	---|-|-----⌫---|----|------|
A ̀iointes mainsàDieup rioient	-⌫|------|----|-|---|-⌫------|
A ̀geno us moultpiteusement	-⌫|----⌫-|----|----------|
ay tsi ura iement	--⌫|-|---⌫-----|
Queenzou mesfaitcoupesn	--|--|-|------|-----||
o cho i sonnéessont	-⌫---⌫-⌫-------|---|
N a ineuers C larmond ine nul	|-⌫--|---|-⌫-------⌫--|--|
Nepourchacier entforsho nnour	-|-----------⌫--|---|--⌫----|
Ne àli neau	-|-|-|-|-|
roisonpere	--|--|---|
NàClarmondesa bonnemere	|-|--------|-|----|---|
Etl oraua ntag euousissent	-|-⌫-|---⌫----⌫|---------|
Autantc ommelelorfeïssent.	-----|-⌫---|-|--|---------|
anglet dou parc	-----|--|---|
