#META# TextURIP erc e u alKu	-----|------|-⌫---⌫-⌫-⌫---|
#META#DEA Fn od ata	-----|---⌫|-⌫--⌫--|
#M ETA#FEW	--⌫---|--|
#META#ARLIMAhttps/ / www .arlima .net/ad/chretien_de_troyes.html# g r a	-----|-----|------⌫-⌫---⌫-------⌫--------------------------------⌫-⌫-⌫|
#META#AuthorChrétiendeTr o yes	-----|-----|--------|-|--⌫-⌫--|
#META#AuthorBorn	-----|---------|
#ME TA#AuthorBornAmb	---⌫--|------------|
#ME TA#A uthorDied	---⌫--|-⌫--------|
#META#AuthorDie dA mb	-----|---------⌫--⌫-|
#ME TA# Aut horFl1	---⌫--|---⌫-----|
#META#AuthorFl2	-----|--------|
#META# TextTitlePerceual	-----|--------|-------|
#MET A# TextSubtit leLe	----⌫-|----------⌫-|-|
#M ETA# Textuols	--⌫---|-------|
#META# TextSub i rom an c e	-----|-------⌫|---⌫--⌫-⌫|
#M ETA# TextDomlit	--⌫---|------|--|
#M ETA#Tr a nslationf alse	--⌫---|--⌫-⌫-------|-⌫---|
#META#Collection	-----|---------|
#META#Colle ct ionNo	-----|-----⌫--⌫----|
# META#TextDescARL u e rsoctos yllabi ques à	-⌫----|----------|-⌫-⌫-|-----⌫------⌫---|-|
sest uetque de sfa nd r e s anaille	|---⌫--|--|--⌫---⌫--⌫-⌫||-|----|
quesiln aloitan labataille	--||-||----|-|-|-------|
ilotancouenant	-|-|-|-------|
i laur oi tluihoni auant	-⌫|---⌫--⌫|--|---|----|
etaprésson li nage	-|-----|--|--⌫---|
Et porce quil	-|--|-|-|-|
est an red ot	--|-|---⌫-|
nesoit a folez et pris	-|---|-⌫----|-|---|
nes estdeltornoi antremis	-||--|--|-----|-------|
etsienotilboen t alant	-|-|-|-|-|---|-⌫----|
queiluoitle	--|-|---|-|
tornoiement	----------|
qu itoziorz anfor ceet	--⌫|------|-----⌫-|-|
Et Melianzde Liz	-|------|-|--|
grosse lancepor mial zferi r.	-----|----|--|----⌫|----⌫-|
Tote i oriusqua	---|-⌫-|----||
f ul itorn oiz deu antlaporte.	-⌫|-⌫|----⌫--|---⌫--|-|-----|
Qui aga aign ié si	--||--⌫----⌫--|-|
la oumialz le	-|-|----|-|
cuid e auoirsauf.	----⌫|----|----|
.I. esc uieret grantet	--|---⌫---|-|----|-|
uoientlesdamesqu itenoit	-----|--|----|--⌫|-----|
.i . trosde lanceet uenoit	--⌫|---|-|----|-|-----|
unetestiere	--|-------|
an so nc ol.	-|--⌫|-⌫--|
Unedesdames celuifol	--|--|----|----|--|
puiss ilidist	---|-⌫|-|---|
Danzescuie rsseDex	---|------⌫-|-|--|
moutestesfoset estape z	---|----|--|-|------⌫|
quian celepresse hapez	--|-|---|-----|----|
cesf ers delancesette s tieres	--|-⌫--|-|-----|-|--⌫-⌫-----|
et cesretroset	-|--|-----|-|
cesba nie re s	--|--⌫---⌫--⌫|
si u os fetesboenes c uier.	-|-⌫-|----|---|--⌫-⌫----|
Quisisanb atp etitsachier	--|-||---⌫-|-⌫---|||----|
quege uoi cimout	--|-|--|-|---|
ancepréquiestdeso zno s	-|-|---|--|--|----⌫|--⌫|
lauoi r sanz garde	|----⌫|---|----|
etsanzdes fans e.	-|---|---⌫----⌫-|
Fosestqui asonpreu ne	--|--|--||--|---|-|
d e mantres queil lepuetf ere.	-⌫-⌫------|--|-|-|---|-⌫---|
Et uezcileplus	-|--|-|-|---|
ch euali erqui onques f ust nez	--⌫-----⌫-|--|-----|-⌫--|--|
carqui liauroit	--|--|-|-----|
toz plumez	--|-----|
(3 80c.5103)	--⌫--------|
lesgre n on sne	--|---⌫-⌫--⌫|-|
semouroitil.	-|------|--|
Orn aiezpaslegaaing uil	-||---|--|-|-----|--|
Toz lesche uax ettotl	--|--|---⌫--|-|--||
meprenezs i feroiz sau oir	-|-----|-⌫|-----|---⌫--|
queia ne le	--|-|-|-|
uos de sf andra.	--|--⌫--⌫-----|
Mainte na ntelpré s	------⌫--⌫-|-|---||
et siferi.i.de scheuax	-|-|------|--⌫|-----|
deso n re t rous	-|--⌫|--⌫-⌫---|
et di st uasax	-|--⌫-|----|
dontnies tesuoss ains	---||---⌫--|--|-⌫---|
toteior agaitiez	---|--|-------|
etnulerien n	-|---|---||
e scutroéne lan ce fret e	-⌫--|----|-|---⌫-|----⌫|
—Di ua fe t ilatoi q u e	|-|-|--⌫|-||--|-⌫-⌫|
Lach osepor	-|--⌫--|--|
coiilre maint	--|-|--⌫----|
espoir saur astubienanco re.	-----|----⌫-|-|---|----⌫--|
Me sparmonc hiefc eniert mie	--⌫|--|--|-⌫---|-⌫||---|--|
qu edire nel te daigneroie.	--⌫|---|--|-|----------|
Mesfuidecisitientauoie	--|--|-|-|-|---|-|---|
ets iuafe retab esoigne.	-|-⌫|-|--⌫-|-|-⌫-------|
Ma intenantcilde lui s esloigne	--⌫-------|--|-|--||-------|
nefu pastex quepuisosa st	-|-|--|--|--|---|---⌫-|
pa rlerderie n	--⌫---|-|---⌫|
quiligreua st.	--|-|-----⌫--|
E t litornoiemanzr emaint	-⌫|-|----------|-⌫-----|
mescheualiers iotprismaint	--|---------||-|---|----|
etmai ntch e uali otoc is	-|---⌫-|--⌫-⌫--||-|--⌫-|
s an orentcilde l alepris	|-|----|--|-|-⌫|-|---|
e tc ildehors	-⌫|-⌫-|-----|
igaaigne rent	|-------⌫---|
etau d ep arti r	-|-|-⌫--⌫----⌫|
ra fiere nt	--⌫-----⌫-|
andemainras anbleroient	-------|---⌫----------|
iortornoieroient.	--|-------------|
Ensidepartirent lanuit	---|----------|-|---|
etreto rne nt el chasteltui t	-|----⌫---⌫-|-|------|---⌫|
cil quianestoientissu.	--|--|-|-------|----|
E t messireGauuainsifu	-⌫|------|-------||-|
quiaprés la ro teiantra	--|-----|-|--⌫-||----|
etdeuantlap orte	-|-----|-|-⌫---|
leprodomeleuauasor	-|------|-|------|
seignord ona leior	------|-⌫--|-|--|
consoi l deltor noicoman cier	------⌫|--|---⌫--|-----⌫---|
sileprie deherbe rgier	-|-|---|-|-----⌫----|
etdebonerementet	-|-----------|-|
etdist Si re	-|---|--⌫-|
an cechas tel	-|-|----⌫--|
es tuos tre ostextozatornez.	--⌫|---⌫--|----|--|-------|
Se uost ples thuime ́sre menez	-|---|----⌫|-----⌫-|--⌫----|
(380d.5147)	----------|
queseu osauant a leiez	--|-|-⌫-|----|-⌫----|
aure i e z.	----⌫-⌫-⌫-|
Porc ederem e noiruospri.	--|-⌫|-|---⌫-⌫---|--|---|
—Geremandr aiuo stre m erci	|-|-------⌫-|--⌫---|-⌫---|
fetmessir eGauua i ns biau sire	--|------⌫|-----⌫-⌫-|---|---|
queiaiasez	--||-|---|
p i soïdire.	-⌫-⌫|--|----|
Liuauaso rsan	-|------⌫-|-|
l anma i nneo l ui etdun	|----⌫-⌫--||-⌫-|-||-|
lid emand e etq uecedeuo it	-|-⌫-----⌫|-|-⌫-|-|----⌫-|
queleiora uoecaxnauo it	--|-|--|-⌫---|-||---⌫-|
armesporteesauto rnoi.	----|------|-|--⌫----|
Eti lliditt ot le	-|-⌫|-|--|-⌫-|-|
quanla pele detra i ̈son	-|-||-⌫---|-|---⌫-⌫---|
sisedoit g arderdeprison	-|-|---|-⌫----|-|-----|
de lui marmetre	-|--|-------|
etdeble cie r	-|-|---⌫---⌫|
tantquil sepuiss ehorsgitier	---|-|-|-|-----⌫|---|-----|
delblasmequi susliestmis.	--|-----|--|--|-|--|---|
Etlu iettrestoz sesami s	-|--⌫|-|------|--|---⌫|
porroit honirpar sademore	------|----|--|-|-----|
silnepooituenir a	|-|-|----|----||
dela bataille	-|-|-------|
qu anprisea.	-|------|-|
Liua uasorsmialzlanprisa	-|--⌫-----|----||-|----|
etditquebon gréli	-|--|--|--|---|-|
qant ilporcelessié la uoit	---|-|--|-|------||-⌫---|
le tornoiil otfetreison.	-|-----|-|-|--|------|
Lors la nmenaansameison	---||-⌫----|-|-|-----|
liuauaso rslorssi	-|------⌫-|---|-|
descendent.	----------|
E tlesge nzde lato rantande nt	-⌫|--|--⌫-|-|-|--⌫|-------⌫-|
ancuserduremant	------|-------|
etantie nent lorparlement	-|-|---⌫---|--|--------|
co mantlisirespra ndrelaille.	--⌫---|-|----|---⌫---||-----|
Ets ainznee filletr auaille	-||------|----|--⌫------|
dequanqu e elepu e t etset	-|------⌫|--|--⌫-⌫|-|--|
desaserorque	-|-|----|--|
Sirefetele ge sa ibien	---|--|--|-|--⌫|---|
queu os n auezhuiperdurien	--|-⌫-||---|--|----|---|
einzcuitquegaaignié au ez	---|---|--|--------|--⌫-|
pl us asez queu os nesauez	--⌫-|---|--|-⌫-|-|----|
diraibiencom a nt.	----|---|---⌫-⌫--|
I a marferoiz queseu lement	-⌫|--|-----|--|---⌫-----|
com ander q ue lan ailleprand re	---⌫----|-⌫-||-|----|-----⌫-|
.i.cheualierq uisanzd esfandre	--|--------|-⌫-|---|-⌫-------|
sert ceanzdemaluese	---|----|-|------|
ancesteuile	-|----|---|
(380e .5191)	-----⌫-----|
e scu zetlances	-⌫---⌫|-|-----|
etcheuax a ndes tremen er	-|-----|-⌫|---⌫--|---⌫-|
etsefr anchistantelegu ise	-|-|--⌫------|-|---|--⌫--|
iluoistan marcheandise.	-|----|-|------------|
Mes orla nrandezsadesserte.	--|-||-⌫|-----|-|--------|
Ilestchiés	-|--|-----|
oste lhe rbergiél	----⌫|--⌫-------||
Oran droitparc it respassa	----⌫----|--|-⌫|-⌫-------|
q ue geui que illan men oit.	-⌫-|-|-|--|-||--⌫---⌫---|
T otens i celesepenoit	-⌫-|---⌫|---|-|-----|
qu elelifei ̈stf erehont e.	-|--|-|---⌫--|-⌫--|----⌫-|
Etlis iresm aintenantmon te	-|-|-⌫---|-⌫--------|---⌫-|
il meïsm es	-|------⌫-|
ale r iuial t	---⌫||----⌫|
totdroitalameisonsaq uialt	--|----||-|-----||--⌫----|
oumessireGauuainsestoi t.	-|------|-------|-----⌫-|
Qantsapetitefilleuoit	---|-|-----|----|---|
iuetant elme niere	|--|-|-⌫-|--⌫----|
sisaquiaut par unhuis	-||------|--|-|---|
ele nasoingque	--|||----|--|
nus lauoie	--|-|---|
si sanuato stetdroiteuoie	-||-|-|--⌫-|-|-----|---|
alostelmonseignorGau u ain	||----|---------|---⌫-⌫--|
chié sdanGerinlefilBerta in	-----⌫|--|----|-|--|-----⌫-|
qu i.ii. fillesauoit moutbeles.	--⌫----|-----|----|---|-----|
Etqu antceuirent l es	-|--⌫--|-|-----|-⌫-|
quelorpetitedame	--|--|-----|---|
ioie ferelor ancouie n t	---|---|--|-|-----⌫-⌫|
etsifont elessanz faintise.	-|-|---|---|---|--------|
Cha s cuneparlamainlaprise	---⌫-⌫---|--|-|---|||----|
si l anmainnent	-||---------|
ioi e feisant	---⌫|------|
lesialze t labocheb eisa n t.	--|---|-⌫|-|----|-⌫----⌫-⌫-|
Etr emon tezfu da nzG erin	-|-⌫----⌫--|-|--⌫-|-⌫---|
qu inefu poures	--⌫|-|-|-----|
ne frari n	-|-----⌫|
et lifilzBertain*auoeclui	-|-|---|-------|----|--|
sis analoi entamedu i	-||-|----⌫--|-----⌫|
ala cor tsi con	|-|---⌫|-|--|
ilsoloient.	-|--------|
s ei gno r p arleruoloient	-⌫--⌫---⌫|-⌫----|-------|
si lancontrentenmi larue.	-||---------|---|-|---|
Etliuauasors le salue	-|-|-------|-|----|
si lideman de	-|-|-----⌫-|
ouila loit	-|-|-⌫---|
et illidi tqueiluoloit	-|-|-|--⌫|--|-|-----|
ansameison alerded uire.	-|-|-----|---|---⌫----|
Cene m e doitgreuer	-|-|-⌫|---|-----|
Gerinsnedesseo ir	-----|-|------⌫-|
etu osiporro izia	-|-⌫-||-----⌫-|-|
(380f.5235)	----------|
le plu sbe lcheua lier deterre.	-|---⌫|--⌫|-----⌫---|-|-----|
—Parfoigenel e uois	|--|--|-|-|-⌫|---|
pasquer re	--|----⌫-|
fetlisires .Gel ferai prandre.	--|-|-----⌫|--|----|-------|
March e anzest	-----⌫-⌫--|--|
etsiuialtuandre	-|-|----|-----|
cheuax etcheualiers	-----|-|---------|
—Auoicia tro puilain plet	----|-||---⌫|-----|---|
f etdanzGer i nsque uosoi	-⌫-|---|---⌫-⌫-|--|--|-|
Gesui uost r ehomet	-|--|----⌫-⌫|--|-|
uosmes sire	--|--|---|
de moi etdeto tmon lignag e	-|--|-|-|--⌫|--|------⌫|
uosrantgeiciuostreh omage	--|---|-|--|-----|-⌫----|
etuosdesfit otmainten ant	-|--|----|-⌫-|-------⌫--|
acestuidesau ena n t	|-----|-----⌫---⌫-⌫|
fereanm onos teluos s ofrisse.	---|-|-⌫-|--⌫--|--|-⌫-------|
oitalantq u egel	-|-----|-⌫-⌫|--|
fetli sir essi maïs t Dex.	--|-|---⌫-|-||----⌫|---|
Iauostreostene uo streoste x	-|-----|---|-|--⌫---|----⌫|
naurontse enornonpa r moi	|-----|-|---|--|--⌫|--|
que ilnem ait	--|-|-||--|
moutbienesté	---|---|----|
conseillié etamonesté.	----------|-|---------|
merciz fetliuauasors	-----|--|-|-------|
eti l me seraiaenors	-|-⌫|-|---|-|----|
que uosueig nie z	--|--|----⌫---⌫|
ueoir m onoste .	----|-⌫-|----⌫|
Li unsdele zlautres ac oste	-|--|----⌫||----||--⌫---|
totmaintenantetsi s an uon t	--|---------|-|-||-|---⌫|
al o st elue nusont	||-⌫--⌫-|--⌫-|---|
oumessir eG auuainsestoit.	-|------⌫|-⌫------|------|
Qa ntmessire Gauuains lesuoit	--⌫-|------|-------|--|---|
q uimou test oitbien anse i gn iez	-⌫-|---⌫|---⌫--|---|----⌫-⌫--⌫--|
sess alueet ditBien uaigniez	--|-⌫---|-|--|---|-------|
E tillesalü entand ui	-⌫|-|-|-----⌫--|---⌫-|
aprés sasieen td elezlui.	-----||------⌫|-⌫---|---|
liprod oman quis	-|----⌫-|--⌫---|
quiestoit siresdelpaï s	--|-----|----|--|----⌫|
p orcoisesto itle	-⌫-|--||----⌫-|-|
quilnestoitautor noiuenuz	-|-||-----|-|---⌫--|----|
ilnottornoié.	-||-|--------|
lor a pasnoié	--||--|----|
mestoteuoi e lirecon t e	--|-------⌫|-|-----⌫-⌫|
que ilni eüstletneho nte	--|-|||----|--|-|--⌫--|
quedetraï sonlapeloit	--|-|-----⌫--||------|
unscheualiers sis	--|---------|-||
des fandrea unecor t	---⌫-----||--|---⌫|
—A cheiso ne üstes le al	|-⌫------⌫|-⌫-----|--⌫-|
(381a.5279)	----------|
fetl i sires siresanzfaill e .	--|-⌫|----|---|---|-----⌫-⌫|
Mesou sera ce stebataille	--|-|---|--⌫--|-------|
— Sir efetil	|---⌫|--|-|
d euantl e ro i	-⌫----|-⌫|--⌫|
d Esc aual o naler andoi	|---⌫----⌫-⌫|---|-|--|
e tgeiuoismoutdro itcecuit.	-⌫|-||---|---|---⌫-|-|----|
—Geuosi ba il l era iconduit	|-|--||--⌫--⌫-⌫---⌫|------|
fet lis ir es qui uosmanra.	--|-|-⌫--⌫-|--|--|-----|
Etporceq uil uos	-|--|-|-⌫|-|--|
parpou reterreatr e spasser	--|---⌫-|----||--⌫-⌫------|
uos donraiuitaille a port er	--|-----|-------||----⌫-|
et cheuax qui	-|-----|--|
laportero nt.	-|-------⌫--|
E tmessireGau uainsrespont	-⌫|------|---⌫----|------|
anulme stie r del pr andre	|--|--⌫----⌫|--|--⌫----|
que s il an	--||-|-|
puettr ouer a uandr e	---|--⌫---||-----⌫|
apl anté uitaille	|--⌫----|-------|
et bo nsch euaxou que il	-|--⌫-|--⌫---|-|--|-|
e ttotq uanque mestie rs lii ert.	-⌫|--|-⌫-----|------⌫-|-|-⌫---|
del suenmi e ne	--|---|--⌫|-|
A cestm otlisires	|---|-⌫-|-|----|
Aup artir uit delautrep ar t	-|-⌫----|--|-||----|-⌫--⌫|
lisiressa fi lle uenant	-|----|-|--⌫--|-----|
qui parlaianbe maintenant	--|--|-|----|---------|
monseig no rGauua i nanbraça	-------⌫--⌫|-----⌫-⌫|-------|
antan dez ça	-----⌫--|--|
Auosm esu i clameruenue	|--|-⌫|--⌫|-----|----|
de mase r orq uimabatue	-|-|--⌫-⌫-|-⌫-|||----|
droitse uosple st.	----|-|--|---⌫--|
Et messi re	-|-----⌫-|
Gau uain ssetest	---⌫----⌫|-|---|
quinesauoitque	--|-|-----|--|
mainsorlechiefli	---|--|-|----|-|
da meiselele	--⌫------|-|
uos d igebiau	--|-⌫|-|---|
de ma sero r meclain	-|-|----⌫|-|----|
cuigenai ch ie re ne ne	--|-||-|--⌫--⌫-|-|-|
queporpoma hui	--|--|-|||--|
feteh onte .	---|-⌫----⌫|
— Amoifetil belequ e	||--|--|-|---|--⌫|
Qu e ld roit f eireuosanp uis	--⌫-⌫|-⌫---|-⌫---|--|-|-⌫--|
Lisiresqu io t pr is congié	-|----|--⌫|-⌫|--⌫-|------|
otceq uesafille demande	-|-|-⌫-|-|----|------|
sidistFi lle	-|---|--⌫--|
qui uosco man de	--|--|--⌫---⌫-|
uenir clamer	----|-----|
ascheualiers	-|---------|
Et Gauuains	-|-------|
lidist Sirechie rs	-|---|---|----⌫-|
einzat ropbone	---||-⌫--|---|
anfance dite	------|---|
c omepuceles ipetite	-⌫--|-----|-⌫|-----|
(3 81b.5323)	--⌫--------|
neianel anrefuserai	-|-|-||-|--------|
mesquant li ples tdema inserai	--|----|-|----⌫|----⌫-|----|
unep ieceses	--|-⌫---|--|
cheu aliers.	----⌫------|
—uo stremerci b iausire chiers	|--⌫---|----|-⌫--|---|-----|
fetcele quite l	--|---|--|--⌫|
qui iusquaupié	--|----|-|---|
lan ancl ina.	|-|----⌫---|
A tan tsanpartentsanz	-⌫---⌫||-|------|---|
Safill e anrepo rte lisir e	-|----⌫|-|----⌫--|-|---⌫|
s or le colde s onpalefro i	-⌫-|-|--|-|-⌫-|-------⌫|
etsilidem andeporcoi	-|-|-|---⌫---|--|--|
celetançons estoit	---|-------|-----|
E tele liabiencontee	-⌫|--|-||---|-----|
la uer itédechiefa n chief	-|---⌫---|-|----|-⌫|----|
etlidistSireilmestoit	-|-|---|---|-||-----|
quitesmoignoit	--|----------|
queMelianzdeLizestoi t	--|------|-|--|-----⌫|
limiaudre s liplusbia xdetoz	-|-------⌫|-|---|---⌫|-|--|
ance biau pré.i. cheualier	-|-|---|------|--------|
sinepo oiepaslessier	-|-|--⌫--|--|------|
queanco ntre nel ideïsse	--|----⌫---|-|-⌫|------|
q ueplusbelde	-⌫-|---|--|-|
lui iuei ̈sse.	--||---⌫----|
Etpor ce masuerm ape la	-|--|-|-|---||---⌫-|
folegarce etesc heuela	---|----|-|---⌫-----|
etda hezaitcuiilfubel	-|--⌫--|--|--|-|-|--|
Les tr e cesiusquauhaterel	--|--⌫-⌫--|----|-|------|
an. ii.tranchier me	---⌫--|--------|-|
lesseroi e	--------⌫|
d on mout anpi rieese ro ie	-⌫-|---|----⌫---|--⌫--⌫-|
pa rcouantquedemain au ior	--⌫|-----|--|-----|-|--|
cilcheualiersenmilestor	--|---------|---||----|
abati stMelia nzde	-----⌫-|-----⌫-|-|
etlorsseroit ch eüzsescriz	-|---|-----|--⌫---|--|---|
quemadamedesueran	--|-|---|-|---|-|
Siena huiten u grant	-|-||--|---⌫|----|
q ua t oteslesdamesen u ie	-⌫||-⌫---|--|----|--⌫-⌫-|
mesgranzuanz chi et a po depluie.	--|----|---|---⌫-||-|-|-----|
—Belefille f etli	|---|----|-⌫-|-|
geuoscomantetabandon	-|--|-----|-|------|
queuosaucu nedru erie	--|--|----⌫-|---⌫---|
li anuoiezparcorteisie	-|------|--|--------|
uostre manche ouuostre	-----|-----|-|-----|
Etcele li dis t	-|---|-|---⌫|
uolantierssirequant le	---------|---|----|-|
Mesmesmanches	--|--|------|
sontsipetites	---|-|------|
(381 c.5367)	----⌫------|
qu anueier nelioseroie.	-|------|-|-|-------|
Espoi r seg e lianue oie	-----⌫|-|-⌫|-|----⌫--|
ilnelaprise r oit i ar ien.	-|-|-|-----⌫-⌫--|-⌫|-⌫---|
—Fillegeanpanserai	|----|-|-|-------|
fetli p eres.Oruo s teis iez	--|-|-⌫----|-|--⌫|----⌫--|
quegeansui	--|-|-|--|
bi enae isiez.	--⌫-|--⌫-----|
Ensipa rlantantrese sbraz	---|--⌫----|----|--⌫|---|
l anpor t e si a	|-|---⌫-⌫|-||
grant sol az	----|---⌫-|
decequeill acoleet tient	-|-|--|-||----|-|----|
tant quedeuantlepalésuie nt.	---|--|-----|-|-----|---⌫--|
Et quant cele le uitu enir	-|----|---|-|--|-⌫---|
etsapetitesuerte nir	-|-|-----|---|--⌫--|
sienot enui	-|-|-|---|
et distSiredonu i ent	-|---|---|--|-⌫-⌫--|
la PuceleasPetites Manche s	-|-----|-|------|------⌫|
etde ganches	-|-|------|
ie sti a tos tadonee .	|-⌫-|-⌫|---⌫|------⌫|
Don tlau ezuosoraportee	---⌫||--⌫-|--|-|------|
—Et uosfet	|-|--|--|
u osuosandeüssi ez bientere.	-⌫-|--|-|-------⌫-|---|----|
Eleualt mialz q u euosne fe tes	--|---|----|-⌫-⌫|--|-|--⌫--|
q uilestrecesliaueztretes	-⌫-|--|-----|-|---|-----|
etb a tue don ilmepoise.	-|-⌫-⌫--|--|-|-|-----|
Nauez m iefet quec ortoise.	|---|-⌫-|--|--|-⌫-------|
Lorsfuele mo utde sconfi te	---|-|--|--⌫-|--⌫------⌫-|
de sonperequi liotdite	-|--|---|--|-|-|---|
cesteran ponetotafit.	----|---⌫---|--|----|
Et ilfist.i.uermoil	-|-|------|------|
cofr e ilu equestr ere	----⌫|---⌫----|--⌫--|
e t sian fistma inten antf ere	-⌫|-|-|---|--⌫-----⌫--|-⌫--|
u ne manch eb ien longue	-⌫-|-----⌫|-⌫--|-----|
et si asa filleape lee	-|-||-|----|---⌫--|
etlid i st Filleor uos leuez	-|-|-⌫-⌫-|----|-|--|----|
demain m atin e tsial ez	-----|-⌫---|-⌫|-|--⌫-|
auche ualie rainzquilsemueu e.	-|---⌫-----⌫|---|-|-|-|----⌫-|
Paramorceste	--|---|----|
manche nue ue	-----|---⌫-|
lid o nezsi lap ortera	-|-⌫-⌫--|-|-|-⌫-----|
autornoiquantiliira.	-|-----|----|-||---|
Et elerespontasonpere	-|--|------||--|---|
luésq u ele	----|-⌫|--|
uerra laubecle re	----||---|---⌫-|
sonuoelesu eilliee	--|---|---⌫------|
et ues tuee tapareilliee.	-|---⌫--|-⌫|-----------|
Lipere ssan	-|----⌫||-|
quimoutgrant ioieot	--|---|----|---|-|
(381d .541 1)	-----⌫----⌫-|
atot e ssesconpaignespr i e	|---⌫-⌫|--|---------|--⌫-⌫|
que el es nela	--|--⌫-|-|-|
lessentmie	------|--|
au matindormirlonguem ent	-|----|-----|-------⌫--|
einzlesuo ille nthastiu ement	---||----⌫----⌫-|------⌫----|
s elesuoelent auoi rsamor	|---|------|----⌫||---|
lu é s queeles	--⌫--⌫|--|---|
uerrontlei or.	------|-|-⌫--|
Et celesuol antierslefirent	-|----|---⌫------|-|-----|
quemai ntena ntque	--|---⌫-----⌫-|--|
eles uire nt	---|----⌫-|
au matinet lau beleue r*	-|------||--⌫-|----⌫-|
la firen tuestiretleuer.	-|-----⌫|-----|-|-----|
La pucelem atinle ua	-|-----|-⌫---|--⌫-|
ettoteseulesan ala	-|---|----||-|--|
a loste lmonsei gnor Gauuain .	||----⌫|------⌫---|-------⌫|
Mese leniu apassimain	--|-⌫-|||-⌫|--|-|---|
q ue il nefussentia leué	-⌫-|-|-|------|-|----|
et f ure n t	-|-⌫---⌫-⌫|
a um ostier	-⌫|-⌫-----|
oïrm esse	---|-⌫---|
q u anlorcha n ta.	-⌫|-|--|---⌫-⌫--|
Etla dameisele	-|-|--------|
chiésl e uauasor de moré	-----|-⌫|------|--⌫----|
quil orent	-|-|----|
longu em ent ore ́	-----⌫--⌫--|---⌫|
et oïquanqueoïrdurent.	-|--|------|---|------|
Quantdel mostie rreuenu furent	----|--|------⌫|-----|-----|
contremonseign orGauuain saut	-----|--------⌫-|------|---|
lapucel e et	-|-----⌫|-|
d it Dexuo s s a u t	-⌫-|--|--⌫|-⌫-⌫-⌫|
etuo s dointioiehuiance st ior	-|--⌫|----|---|--|-|--⌫-|--|
Mesporte z po r lamoie amor	--|-----⌫|--⌫|-|---|---|
ces tem anchequeie tiengci.	---⌫-|-⌫----|--|-|----|--|
