#META# Text URI Cliges	-----|----⌫--|-----|
#META#DEAFno data	-----|---|--⌫---|
#ME TA # TL	---⌫--⌫|-|
#ME TA#FEW	---⌫--|--|
#META#A RLIMAhttps/ /www .arlima.net/ad/ chretien_de_troyes.html#cli	-----|-⌫----|------⌫----⌫---------------⌫--------------------------|
#META# Autho rC h rétiend eTroyes	-----|-----⌫|-⌫-⌫------|-⌫|-----|
#META #Autho rBorn	-----⌫|-----⌫----|
#M ETA#AuthorBornAmb	--⌫---|------------|
#MET A#Aut horDied	----⌫-|---⌫------|
#META#Autho rD iedA mb	-----|-----⌫--⌫----⌫-|
#MET A#A uthorFl1	----⌫-|-⌫-------|
#ME T A#AuthorFl2	---⌫-⌫-|--------|
#META #Tex tTitleCli gès	-----⌫|---⌫-----|---⌫---|
#META# TextSub t itle	-----|-------⌫-⌫---|
#M ETA# Textuo ls	--⌫---|------⌫-|
#META#TextSub iromance	-----|-------⌫|------|
#META#TextDom	-----|------|
#META#Translation	-----|----------|
#M ETA#Collection	--⌫---|---------|
#META#Collect i onNo	-----|-------⌫-⌫---|
# ME TA#TextDescA RL uer soctosyllabiquesa ̀	-⌫--⌫--|---------⌫-|---⌫|--------------|-⌫|
Par.xii.d auslen anuoier ent	--|----||--||-|-------⌫--|
Negai resloing nescon u o ierent.	-|---⌫--|----|--|---⌫-⌫-⌫------|
Li.xii.anmainnentl apucele	-|----|-|-------|-⌫|-----|
Liautre ontditel a no uel e	-|----|--|---|-⌫|--⌫---⌫|
Au ducqu ebienont	-|--|--⌫|---|--|
esploitié.	----------|
delcou oitié	|-|---⌫-----|
S ip rant triuestotmain	-⌫|-⌫---|-----|--|---|
AsGrezoisi usqu al andem ain.	-|------|-⌫---|||-----⌫---|
T riue sontpri ses etdonees.	-⌫----⌫|--|---⌫--|-|------|
Lesgenzle ducsont	--|---|-|--|---|
E tliGrezoissan zplu sd aten te	-⌫|-|------|---⌫|---⌫||----⌫-|
Repeiren tchascunsasatente.	--------⌫|-------||-|-----|
MesClig és seu sen une eng arde	--|----⌫--|---⌫|-|--|---⌫---|
Re mest qu enu s	--⌫---|--⌫|--⌫|
nesanpr antgarde	-||-|--⌫--|----|
Tantque les .xii.	---|--|--|----|
quia loient	--|-⌫-----|
uitetceliquilanmen oient	--|-|---|-|-|-|---⌫----|
Totlegrantcors etle s	--|-|----|---|-|--⌫|
Cligés quiu i altaquerrelos	------|--|-⌫-⌫--|------|--|
e slei sseeneslepas	-⌫----⌫--|-|-|-|--|
n eant nefuientpas	-⌫---|-|-----|--|
Ces epan sseetli cu erslidit.	-|-⌫|---⌫--|-|-|--⌫--|-|---|
Totma in tenantque illesuit	--|--⌫--⌫-----|--|-|--|--|
Sesleis se aprés	|------⌫-|-----|
ce squ ileuoie nt	--⌫|--⌫|-|----⌫-|
ueni rsi cu iden tbi en	----⌫|-|--⌫----⌫|--⌫-|
etcroien t	-|------⌫|
Qu ecesoitli	--⌫|-|---|-|
dusquil es	--|--|-⌫-|
Cont ratendonsleunpetit	----⌫--------|-|-|----|
Ilsesttozseuspartizdelost	-||--|--|---|-----|-||--|
E tsi uientaprés nosmouttost .	-⌫|-|----|-----|--|---|----⌫|
celui qui nele cuit	----|--|-|-|---|
Contrel uiuoe lentaler tuit	-----|-⌫-|---⌫---|---|---|
Me s seu s iuialt c hasc uns	--⌫|---⌫||----|-⌫----⌫--|
Cli gésco uie nt a	---⌫---|--⌫---⌫-||
Ungrantu alentre.ii. montaingnes.	-|----|-⌫-|----|---|-----------|
seüst a nsaignes	-----|-⌫-------|
Secil contrel u i n e uenissent	-|--|-----|-⌫-⌫|-⌫|--------|
l econtreatendis sen t.	-⌫|-------------⌫---⌫-|
Li .ui. liui en entalen c ontre.	-|---|-|--⌫--⌫--|||--⌫-⌫-----|
Mes p ar un etu nles ancontre	--|-⌫-|-|-|-⌫|--|-------|
Auoecla puceleremainnent	----|-|-----|---------|
Li autrequi s oe fl enmain ent	-|----|--|-⌫--⌫||-|----⌫--|
Le petitpasetl anbleu ̈re.	-|----|--|-||------⌫---|
Et l i. ui. uont	-|-⌫|-⌫--|---|
grantale ü re	----|---⌫--⌫-|
Po i ngnantui ene ntparmi.i.ual.	--⌫-⌫-----|--⌫---⌫-|----|--|---|
C ilqui otplus isnel cheual	-⌫-|--|-|---|----|-----|
uintdeuantto zcriantenhaut	---|-----|--⌫|-----|-|---|
DusdeSessoigne	--|-|--------|
D exte sau t	-⌫-|-|---⌫|
Dus r ecoureeauons t amie .	--|-⌫------|----||----⌫|
Orna n manront liGrezois	-||-⌫|------|-|------|
C ar iatiertbailliee etr a ndue.	-⌫-|-||---|-------|-|-⌫-⌫----|
parolea entandue	-----||-------|
Cligésque cilliuetcriant	------|--|--|-|--|-----|
Nenamie son cue r riant	|-||--|--|---⌫|----|
Einzestmer uo illequ	---|--|---⌫--⌫---|-|
iln enrage.	-||------|
Onquesnulebestesaluage	-----|---|----|------|
L ieparznehu iuresne lie ons	-⌫-----|-|--⌫----|-|---⌫--|
S ele ui t	|--|--⌫|
Nefusi ardanzne nragiee	-|-|-|-----||-⌫------|
Nede conbatre ancora gi ee	-|-|-------|------⌫--⌫-|
ConfuCly géscarluinechaut	--|-|---⌫---|--|--|-|----|
Deuiu re ses amiefaut.	-|---⌫-|-||---|----|
Mialz uialtmorir qu ilnela	----|----|----|-|-|-|-|
M o utagrantire an	-⌫-⌫-||----|--|-|
s ondesh ait	-⌫-|----⌫--|
Et mo utgranthardema ntli	-|--⌫-|----|-------⌫-|-|
Larrabibroc he	|-----|----⌫-|
etesperone	-|-------|
Etuet de sorl ata r gepo inte	-|--|--⌫--|-⌫|--⌫-⌫-|--⌫---|
A uSesnedone rtele	-⌫|----|----⌫|---|
D e t eluertutot	-⌫|-⌫-|----|--|
sanzm an ti r	---|-⌫--⌫--⌫|
fersant ir.	--|----⌫--|
Cist aCligésas eüré.	---||------|--⌫------|
un arpantt ot mesu ré	-|-----|-⌫-|----⌫--|
pointetbrochié	----|-|-------|
Ein çoisque lau treaitaprochié	---⌫----|--||--⌫--|--|--------|
Cartuituenoientdesro te ́.	--|---|-------|-----⌫--⌫-|
au trenadoté	--⌫--|||----|
Carseula seu l	--|---||---⌫|
iosteachascun	----||------|
Ses ancontreparun	--|-------|--|-|
Au s econt fet uneanuaïe	-|-⌫----|--|--|------|
Qui li cu idoit	--|-|--⌫----|
desoncontraire	-|--|--------|
Noue les dire etioiefaire	----⌫--|---|-|---|----|
Siconlipremi ersauoitfet.	-|--|-|-----⌫--|----|---|
MesCligés	--|------|
Ned esaparole	-|-⌫|-|-----|
e scouter .	-⌫-------⌫|
Sal ancee l	-|-⌫---|-⌫|
cor sliuetbouter	---⌫|-|--|-----|
Au retreireli sans	-|-------|-|---|
Q uillito st l ame et	-⌫|-|-|--⌫-||--|-|
lapar ole.	-|---⌫---|
Apré s ces .ii. au tierz	-----⌫|--|---|-|----|
Qui moutl ecu idoit tr ouersople	--|---|-⌫|--⌫----|--⌫---|----|
feiredeso n	----|-|--⌫|
Led estrier brochea ncontrelui	-|-⌫------|-----|-⌫------|--|
Mes einz que motdi re	--|---|--|--|--⌫-|
Cligésdes alance u netoise	------|-|-⌫|----|-⌫-|----|
Pa rmilec orslia	--⌫--|-|-⌫--|-||
Auquartredone telcolee	-|----|-----|--|----|
Quenmil echa nppasme ́ lelesse.	-|---|-⌫|---⌫-|-----⌫|-|-----|
Apréslequ art	-----|-|--⌫--|
a uquin tseslesse	-⌫|----⌫||------|
Etpuis ausis te apre ́s le q uint.	-|---|-|---⌫-|----⌫-|-|-⌫----|
Decez n us nes econtre tint	-|--|-⌫-|-|-⌫|------⌫---|
Toz les lessetei sanz et	--|--|----|---⌫---|-|
Moins ena lesautres	----|-||--|-----|
Etplushardiemant re quis	-|---|---------|--⌫---|
Puisqui ln otgardedeces	---|-|-⌫||-|----|-|--|
Qantdecezf u asseürez	---|-|--|-⌫|--------|
De honte etde	-|----|-|-|
maleür tez	-------⌫--|
uet pres antfeire auremena nt	--|----⌫--|----|-|------⌫-|
Quilap uce l eanuont men ant.	--|-|-⌫---⌫-⌫|-|---|---⌫---|
At ai nz lesa	--⌫--⌫-|--||
si le sass aut	-|--⌫|---⌫--|
Comelous quiaproies aut	---|---|--||----|-⌫--|
Fameil le us etesgeünez.	------⌫--⌫-|-|---------|
uis que b uerso itnez	--|--|-⌫--|--⌫-|--|
Qantil puet	---|-|---|
feire apertemant	----|---------|
Cheualerie eth a rdemant	---------|-|-⌫-⌫------|
Deu antc eli	---⌫--|-⌫--|
Orest mor z	-|--|---⌫|
ne l adeliure	-|-⌫|------|
Etcelerestautresi	-|---|---|------|
Quiporlu imouts edesc on fo rte	--|--|--⌫|---|-⌫|----⌫--⌫--⌫--|
Mes n elset	--|-⌫-|--|
pas sipresdel i.	--|-|---|-|-⌫-|
.I.poindrequili abe li	--|------|--|-|---⌫-|
Af etCligés lan ce	|-⌫-|------|---⌫-|
sor fau tre	--|---⌫--|
Sifiert.i.Sesne	-|----|--|----|
e t puis .i.	-⌫|---|--|
Siquanbede usaun seulp oi ndre	-|-|------⌫-||-|---|-⌫--⌫---|
Lesafezcontret erre io indr e	--||--|-----|-⌫---|--⌫----⌫|
Ets a la nce d efresne	-|-⌫|--⌫--|-⌫|-----|
Et cilch ieentpar telangoi sse	-|--|--⌫----|--|--|-----⌫--|
Quil n ont p ooir	-|-||--|-⌫---|
Porluimalfeire	--|--|--|----|
Car desco rsfu r entanpirié.	--|--|--⌫-|--⌫-⌫--|--------|
Li autre.iiii.tu itirié	-|----|-----|--⌫-|----|
uontCligésferir	---|------|----|
tuitansanble	---|-------|
Mesilnenbrunchene	--|-||--------|-|
ont estrié	--|------|
le brancesmolu	-|----|-----|
For sd elfuerr e isn elemant sa che	---⌫|-⌫-|-----⌫|---⌫------|--⌫--|
Etpor cequeboen grélen	-|--|-|--|---|---||-|
Celia cui d amo rss	---||--||---⌫-||
uet anc ontre.i.	--|---⌫----|--|
Sesn ebata nt	----⌫|----⌫-|
Self iertdelesp eees molue	--|-⌫---|-||---⌫-|--⌫----|
del bu tolue	--|-|----|
Lateste etdel c ollamitié	-|----|-|--|-⌫-|-|-----|
Conquesn en ot aut rep itié.	|-----||-|-|---⌫-|-⌫-----|
Feniceq uil esgarde etuoit	-----|-⌫-||------|-|---|
Nes et pasque	-|-⌫-|--|--|
ceCligéssoi t	-|------|---⌫|
Eleuoldroitquece f ustil	--|-------|--|-|-⌫--|-|
Mesp orcequil iaper il	--|-⌫-|-|-|-|||---⌫-|
Ditqu elene	--|-|--|-|
leuol dr oitmie	-|---⌫--⌫--|--|
De.ii.parzliest bo en e	-|---|---|-|--|--⌫--⌫|
Ca rsamortcrient ets enor ui alt.	--⌫|-|---|-----|-||---|--⌫---|
EtCligésalespeeaquialt	-|------|||----|------|
Les.ii i.quifier e storl i	--|---⌫-|--|---|-⌫---|-⌫|
Sonescu l itroent e t	--|---|-⌫|-----|-⌫|
Mesnontp ooirde luibaillier	--||--|-⌫---|-|--|-------|
Ne de son h auberc	-|-|--|-⌫-----|
desmaillier.	-----------|
Et quanq ue Cligésenat ain t	-|-----⌫-|------|-|--⌫---⌫|
Deuantson copri enneremaint	-----|--|--|--⌫-|-|------|
Quetotneconfon de e tderonpe	--|--|-|------⌫-|-⌫|------|
torna nzq uen	-----⌫-|-⌫-||
estl a t ronp e	--|-⌫|-⌫----⌫|
Que lescorgieemai n nee t chace.	--||--------|---⌫-⌫-|-⌫|-----|
Pr oesceet l amorsqui	--⌫----|-||----|--|
conba tan t	-----⌫---⌫|
Le sSesnes	--⌫|-----|
atraue illieztant	|-----⌫-----|---|
Quetoz lesamorz	--|--|--||---|
e tconquis	-⌫|------|
Ce z afolezet cezo cis.	--⌫|-----|-|--|-⌫---|
se ula n leisseesch aper	--⌫-|-⌫|-----|----⌫---|
Porce qu ilerentper aper	--|-|-|-|----|--||--|
Etpor cequepar luiseüst	-|--|-|--|--|--|-----|
Lidussa honteetduel eüst.	-|--|-|----|-|---|-----|
Q a n tlidussot	-⌫-⌫-⌫|-|--|--|
sam escheance	-|-⌫--------|
Senotgranti reet	|-|-|----|-⌫-|-|
grantpesance .	----|-------⌫|
E tCligésFenic e anremainne	-⌫|------|-----⌫|-|-------|
Quidamorsletrauailleetpainne.	--||----|-|--------|-|------|
Messorne prant aliconfesse	--||-|-|----||-|-------|
Lonctansliiertamorsangresse	---|---|-|---|----|-------|
seles e test	|--|-⌫|---|
Quene dieceq u elipl est	--|-|--|-|-⌫-⌫|-|--⌫--|
bie nd ire enaudiance	---⌫|-⌫--|-|-------|
saconci ance.	-|-----⌫----|
Me stantcriem e n tlerefus er	--⌫|---|-----⌫-⌫-⌫|-|-----⌫-|
Quil nosent lo rcuersan cuser.	-|-||----|--⌫|----|--⌫-----|
Cilcrient q uecelenelrefust	--|-----|-⌫-|---|--|-----|
Celeancuseese re fust	---|------|-|--⌫---|
Sel enedotastla refuse.	|--⌫|-|-----|-|------|
Etne p orquant d es ialzancuse	-|--⌫-⌫------|-⌫-|---|-----|
Li unsalautre	-|--|||----|
S i lsanseüss ent apan s e r.	|-⌫||-|------⌫--|----⌫-⌫-⌫-|
Desialz parolen tpare sgar t	--|---|-------⌫|--|-⌫----⌫|
Mes desboch es sont	--|--|----⌫-|---|
si c o art	-|-⌫-⌫--|
Q ued elamorquiles	-⌫-|-⌫||---|--|--|
parlera n nuleguis e.	-----|-⌫|---|----⌫-|
Secele comanciernelose	-|---|--------|-||--|
Nes tmeru oill ecarsinple chose	|--⌫|----⌫----⌫|--|-----|----|
Doit estrepuce leetcoarde .	---|----|----⌫-|-|------⌫|
qua tant d ecoiseta r de	-|-⌫---|-⌫|--|-|--⌫-⌫-|
Qui por liest	--|--|-|--|
par toth ardiz	--|--|-⌫----|
S est ue rsli seul eaco ardiz	|--|--⌫-|-|----⌫|---⌫----|
criem medonli uient	-----⌫-|--|-|----|
Cune puceleseulet ient	|--|-----|----|-⌫---|
Si npleetcoardefoibleetquoie	--⌫---|-|-----|-----|-|----|
Acemes anbleque	|-|-|-⌫----|--|
L eschiensfo ïrdeuantlelieure	-⌫-|-----|--⌫--|-----|-|-----|
Etlatur tr e	-|-|---⌫--⌫|
chacierlebieu re	------|-|----⌫-|
Laignelleloulico lonslaigle	|-----|-|--|-|--⌫---||----|
ui lains samaig l e	--⌫----|-|----⌫-⌫|
Dom iluit etdomil	--|-|--|-|--|-|
Et sifu itlifaucons por lane	-|-|--⌫-|-|------|--||--|
g riponsporle	-⌫-----|--|-|
Et liluzfui tporleueiron	-|-|--|---⌫|--|-|-----|
E t lel yonchacelice rs	-⌫|-|-⌫--|----|-|--⌫-|
Siuont les cho sesaenuers.	-|---|--|---⌫--||------|
Mes uo lantezan mois a üne	--|--⌫-----|-|--||-⌫---|
Q ueie d ie reisonaucune	-⌫-|-|-⌫-|-----|-----|
çauienta fins amanz	-|-----||---|----|
Q ue se ns	-⌫-|--⌫-|
l orfautet hardeman z	-⌫-|---|-|--------⌫|
Adi re cequ ilontan	|--⌫-|-|-|-|--|-|
Qantilo nteisee t	---|-|-⌫-|---|-⌫|
l eu ettan s.	-⌫-|-|---⌫-|
uosqu i damors uosfeitessage	--|--⌫||----|--|-----|---|
Etle s costu meset lusage	-|--⌫|-----⌫--|-||----|
Desacortmaint enezafoi	-|-|---|-----⌫---||--|
Nonques nefau ssastes saloi	|-----|-|---⌫------|-|--|
doiec he oir	---|-⌫--⌫--|
Dites selen puetnes ueoir	----|-||-|---|--|----|
pora mo rabeliss e	--|-⌫--⌫|-------⌫|
Quelen nan	--||-||-|
tre ssailleou paliss e .	---⌫------|-|------⌫-⌫|
Iadece contre moi n	-|-|-|-----|--||
en rande confus	-|----|-----|
Car quin en	--|--||-|
pa l istet t ress aut	--⌫-⌫--|-|-⌫----⌫--|
Et sansetmimoireslifaut	-|---|-|-------|-|---|
Enlarrecin porchace et quiert	-|-------|-------|-|-----|
pardroitneliaf iert.	--|----|-|-|--⌫----|
Sergenzqu i sonseig norne	------|--⌫|--|----⌫--|-|
Nedoitpasaleransarot e	-|---|--|---|-|-|---⌫|
N ilnedoitfeire so nseruise.	|-|-|---|----|--⌫|-------|
Se ignornecrientquineleprise	--⌫----|-|-----|--|-|-|----|
nel pr i senelachier	--|--⌫-⌫-|-|||----|
Einzsep ai nne	---|-|-⌫--⌫--|
deluit richier	-|--|-⌫------|
soechose a n bl er.	--|----|-⌫-⌫--⌫--|
De peordoit sergenz tranbler	-|---|---|------|-------|
Qan tsessiresl apele	---⌫|--|----||----|
Etquia Amorsecomande	-|--||---|-|------|
Sonmestre et s onseignoran feit	--|-----|-|-⌫-|------|-|---|
Sestdroiz qu	|--|----|-|
an remanbrance	-|----------|
Etquil leserueetquil	-|-|-|-|----|-|-|-|
Sil uialt biene str edesacor t.	|-|----|---|-⌫---⌫|-|-|---⌫-|
Amor s s anzcriemmeet sanz	----⌫|-⌫--|------|-|---|
Es tfeusardanz	--⌫|---|-----|
Iorz sanzs o loilciresanzmiel	---|---|-⌫-⌫---|---|---|---|
Estezsanzfl o ryuerssanzgiel	----|---|--⌫-⌫|----|---|---|
C iaxsanz lune	-⌫--|---|---|
li uressanzle t re.	--⌫---|---|--⌫-⌫--|
a neant leuol ezmetre	|----|-|---⌫-|----|
criemmesede ssoiure	------|-|--⌫------|
fet Amors a ramantoiure.	--|----||-----------|
Quiamer uial t crien brel estuet	--|---|----⌫|-----⌫--||-----|
Ouaut remantam ernep uet	-|---⌫-----|--⌫-|-|-⌫--|
Messeul celi quila imme	--|---|---|-|-|-⌫---|
Etp o rli soith ard iz	-|-⌫-⌫|-|---|-⌫---⌫-|
Donc nefausse nemesprant	---|-|-----|-|-------|
Cli gés silredotesam i e.	---⌫---||-|-----||--⌫-⌫-|
Mes porcene leissast il pas	--|--|-|-|-------|-|--|
Quilneleü st enes le	-|-|-||---⌫-|-|-|-|
Damorsare sn ieeetrequise	|----|---⌫--⌫--|-|------|
Coma nt quela choseanfus tprise	----⌫-|--|-|----|-|---⌫|----|
Sel enefustfa me son oncl e.	|--⌫|-|---|--⌫-|--|----⌫-|
saplaiel ireo ncle	-|----|-⌫|---⌫---|
Etplusligri eue e tplus li d i alt	-|---|-|---⌫--|-⌫|---|-|-⌫-⌫--|
Quiln os edire	-|-||--⌫|---|
cequiluialt.	-|-|-|-----|
Ei n si uers lorgent san reuienent	--⌫-⌫-|---|--|---||-|--------|
Etsil derien par ol et i en ent	-||-|-|---|---⌫--⌫|-⌫-⌫--⌫--|
ot chosedon	-|----|--|
lorchausist.	--|--------|
Ch ascuns sorun boe n cheualsist	--⌫-----|--|-|---⌫|-----|---|
Et cheualchentagrant esploit	-|----------||----|------|
uerslostou m outgr antd uelauoit.	---||--|-|-⌫--|--⌫--|-⌫--|-----|
Partotel ost de duelfors s enent	--|---||--|-|---|----⌫-⌫----|
Mesanu l uoir	--||--⌫|---|
direnas enent	---||--⌫----|
Qu ildïentqueCli gés	-|-|-----|--|---⌫---|
est mo rz.	--|--⌫--|
D e c estlidiaxet	-⌫||--|-|---|-|
granz etf orz	----|-|-⌫--|
E t por Fenicese resmaien t	-⌫|--|-----|-|--------⌫|
Necuide n tque	-|-----⌫-⌫|--|
iamesla raient.	-|--|-|------|
Sest porcelietporcelui	|--|--|---|-|--|----|
Totelo z an mout	---||-⌫|-|---|
granten ui.	----|--⌫--|
Mescil net arderontmes g ueire s	--|--|-|-⌫-------|--|-⌫-----⌫|
Sichangera toz li	-|-------|--|-|
Cariaso ntanl	--|-|--⌫-|-||
ostre torné	--|--⌫-----|
duel aio i etorne ́.	---||--⌫-⌫|-----⌫-|
Ioiereuientetdia xs	---|------|-|---⌫||
Al encontre loruienenttui t	||-------|--|------|---⌫|
Siquetotelozsiassanble.	-|--|---||-|||--------|
Li duiempe reoransanble	-|--|----⌫---|-------|
Q a ntiloïrentlanouele	-⌫-⌫-|-|------|-|-----|
DeCligéset	-|------|-|
de lapucele	-|-|-----|
Ancontreuo nt	-------|--⌫-|
amou tgra nt	|---⌫|---⌫-|
A chascunesttart que iloie	|------|--|---|--|-|--|
ComantCligé s auoittrouee	-----|------⌫|----|-----|
Lempererizet	|--------|-|
recoure e.	-------⌫-|
Cligéslor c onteet cil	------|--|-⌫---|-|--|
Moutsan meruoill entet	---||-|--------⌫--|-|
m outlo ent	-⌫--|--⌫--|
Saproes ceetsonuas se l age.	-|-----⌫-|-|--|---⌫--⌫-⌫---|
E td autrepart li du senrag e	-⌫||----|---|-|--⌫|-----⌫|
Quiiure etaficheet propose	--|---|-|-----|-|------|
ase u lseCligésose	|--⌫-⌫|-|------|--|
.ii.l a batail leprise	---|-⌫|------⌫-|----|
Si laferaparteldeuise	-|-|---|--|--|-----|
QueseCligésuaintlabatai lle	--|-|------|----|-|-----⌫--|
L emp ereresseürs	|---⌫-----|-----|
Etsa p uceleo	-|-|-⌫----||
lui anmaint	--|-|----|
EtseCligésocitouuaint	-|-|------|---|-|----|
Quigrantdomageli afait	--|----|-----|-||---|
triues ne p esn iait	-----|-|-⌫-|||--|
Quaprésch a scunssonmialz	-|-----|--⌫-⌫----|--|----|
Cestec hose li	----|-⌫---|-|
dusp orchace	--|-⌫------|
Et fetpa runsuendruguema nt	-|--|--⌫|-|---|--------⌫-|
Qu igreusauo it et	--⌫|---|----⌫-|-|
empereorssauoir	--------|-----|
Qu ainsi uial tlab atail lea uoir.	-|----|----⌫|-|-⌫-----⌫-|-⌫----|
Limessagiers	-|---------|
dit sonme ssage	--|--|--⌫----|
enl aut rel engage	-||---⌫-|-⌫-----|
Siq ue [.. .]lent andirenttuit.	-|-⌫-|---⌫-||---⌫-------|----|
Tote lozanfremis tetbruit	---||-|-|------⌫|-|----|
Et dïentque iaDeuneplace	-|-----|--|-|--|-|----|
QueCligésla batailleface	--|------|-|-------|---|
liempereor	-|-------|
Anso nten mout grantesfreor.	-|--⌫-|-|---|----|-------|
MesClige ́saspie zlora n	--|-----⌫-|-|---⌫|--|-⌫|
lorque ne lor griet	--|--|-|--|----|
Mes sainzfistrienqui	--||---|---|---|--|
lorpleüs t	--|------⌫|
Que il ce ste	--|-|--⌫--|
bata ill e eüst	----⌫---⌫|----|
Enguerredon etan	-|--------|-|-|
Ets eleliest	-||--|-|--|
contredite	---------|
Iamesni er tason oncleun ior	-|--||-⌫--⌫||--|----|-|--|
Ne po r son boen neporseno r .	-|--⌫|--|---|-|--||---⌫-⌫|
L e mpereresq uitant	|-⌫-------|-⌫-|---|
Son n eueuchier com il	--|-⌫---|----|--|-|
Parlamaincontr emont l an	--|-|---|-----⌫----||-|
Etdist B iaxniésformant meg ri eue	-|---|-⌫--|----|------|-|-⌫--⌫--|
Ce que tant	-|--|---|
uossaiconbatant	--|--|--------|
ioie du el en a tant.	---|--⌫-|-|-⌫----|
auezfet nelpuis noier	---|--|--|---|----|
Mesm outme grieuea otroier	--|-⌫--|-|-----||------|
ba tailleuos enuoi	--⌫-----|--|----|
Porcequetrope nfantuos	--|-|--|---|-⌫----|--|
Mes tantuosresai d e h a utc ue r	--|---|--|----|-⌫|-⌫-⌫-|-⌫--⌫|
nosdesdirea	|-|------||
Rie nquiuosplei sea d emander	---⌫|--|--|----⌫-||-⌫------|
Ca rs eulem antporcom ander	--⌫|-⌫-----⌫--|--|---⌫----|
Ser oit ilfet	---⌫--|-|--|
ce sachie zbien.	-|------⌫|----|
Messep roiere i	--|-|-⌫-----||
ualoitrien	-----|---|
I aces tfesnencharge riez.	-⌫|---⌫|--||--------⌫----|
- Sirede neantp leidiez	-⌫---|-|----|-⌫------|
F e tC li géscarDexme conf onde	-⌫-⌫|-⌫--⌫---|--|--|-|----⌫---|
Se ienprenoie t otl emonde	-||-|------|-⌫-|-⌫|----|
Quela bataillen enp reïsse .	--|-|-------||-|-⌫-------⌫|
coiuosique ïsse	--|--||---⌫----|
Lonc resp itne	---|----⌫-|-|
longued emore.	-----|-⌫-----|
L empereresdepitiéplo re	|--------|-|-----|---⌫-|
Qant labataille l i	---|-|-------|-⌫|
EtCligésan plorede	-|------|-|----|-|
Laotploree mainte	-|-|-----|-----|
prisrespit	---|-----|
Einçoisqu ilfust	-------|-|-|---|
oredeprime	--|-|----|
Parl e suen messagemeïsme	--|-⌫|---|------|------|
Ful aba taille auducman de e	-|-⌫|--⌫-----|-|--|---⌫--⌫|
Sicomillauoit dema ndee.	-|--|-||----|----⌫----|
