#ME TA#TextURIErecF	---⌫--|------|----|
#META#DE AFh t tp//www.deaf-page.d e/ fr/bib l/b ib99e. php#ErecF	-----|--⌫-|-⌫-⌫-------------------⌫--⌫------⌫---⌫------⌫--------|
#META#TLErec	-----|-|---|
#MET A#FEW	----⌫-|--|
#META#ARLIMAhttps//www.a r li ma.net/ad/chretien_de_ tr o yes.html#ere	-----|-----|------------⌫-⌫--⌫----------------------⌫--⌫-⌫-----------|
#META# AuthorChrétiende Tr oye s	-----|-----|--------|-|--⌫---⌫|
# META#Author B or n1 130	-⌫----|------⌫-⌫--⌫|-⌫--|
#META#AuthorB ornAmbc	-----|-------⌫-----||
#META# AuthorDied 1180	-----|---------|---|
#META #Auth orDie dA mba	-----⌫|----⌫-----⌫--⌫-||
#META#AuthorFl1	-----|--------|
# META # AuthorFl2	-⌫----⌫|--------|
# META#TextTitle Ericet	-⌫----|--------|---|-|
#META# TextSubtitl e	-----|-----------⌫|
#ME TA#Textuols	---⌫--|-------|
#META# Text S ubi	-----|----⌫-⌫--|
#META #TextDoml it	-----⌫|------|-⌫-|
# META#Translation	-⌫----|----------|
#META#C ollection	-----|-⌫--------|
#M ETA#CollectionNo	--⌫---|-----------|
#META#Text DescARLuersoctosyllabiquesa ̀rim es	-----|----⌫------|---|--------------|-⌫|---⌫-|
#META#TextDescuers 8	-----|-----------||
#META# Tex tDa teARL117 0	-----|---⌫---⌫----|---⌫|
#META# TextDateAdi 1170	-----|----------|---|
#META#TextDateMin	-----|----------|
#META# TextDateMa x	-----|----------⌫|
# META#EdEditorFoerst erWendel in	-⌫----|-------|------⌫-|------⌫-|
#META#EdPlaceHall e	-----|------|----⌫|
#META# EdPub lisher	-----|-----⌫-----|
#META# Eduol	-----|----|
#META# EdYear	-----|-----|
#META# EdPages	-----|------|
#META#MsBaseH[ P8]	-----|-----|--⌫--|
#META # MsOther	-----⌫|------|
#META# MsNu m1 3	-----|----⌫|-⌫|
# META#M s Date ARL	-⌫----|-⌫-⌫----⌫--|
#META#MsDateAdi	-----|--------|
#META#For mu	-----|---⌫||
#META#Com pl ete true	-----|---⌫--⌫--|---|
#META#NoWords39059	-----|------|----|
#META# No Li nes 6 956	-----|--⌫--⌫--|-⌫--|
# META #DialAuth	-⌫----⌫|-------|
#META#Dial S cribe	-----|----⌫-⌫----|
#META #ScanURL	-----⌫|------|
Estanc eles cle r esardanz	------⌫---|---⌫-⌫-|-----|
Que des quatr e piez iertaui s	--|--|-----⌫|---|---|---⌫|
Q ue tuitfu ss entdefeu espris .	-⌫-|---|--⌫--⌫--|-|--|------⌫|
Enide otlan ois e etl esfro i	----|-|-|-⌫---⌫|-||-----⌫|
Apoque de sonpa le froi	|-|--|-|--|--⌫--⌫---|
Necheï iuspasmeeet uainne.	-|----|--|-----|-|------|
An totlecorsdeli notuainne	-|--|-|---|-|-||-|-----|
Donneli remu astlisans.	--|-|-|----⌫--|-|----|
Tozlideuintp ales	--|-|-----|-⌫---|
Liuis conseelefustmorte.	-|--|--|-|--|---|-----|
de spoire etdesconforte	--⌫-----|-|----------|
Queson seigno rdire nel ose	--|--|------⌫|---|-||--|
Quilamenac emoute t chose	--|-|-----⌫|---|-⌫|----|
Etcomandequ e leseteise.	-|------|-|-⌫-|-|-----|
De deus parzestmout ama l	-|---|---|--|---||--⌫|
set le quel s eisir	--|-|---|-⌫----|
Oulep arlerouleteisir.	-|-|-⌫----|-|-|------|
A l i meï smeseco ns o ille	|-⌫|----⌫--|-|--⌫--⌫-⌫---|
Souantd eldire saparoille	-----|-⌫-|---||--------|
Siquela langue sere muet	-|--|-|-----|-|--⌫---|
M es la uoiz	-⌫-|-|---|
pas issirn	--|----||
Ca rdepeor estraintlesdanz	--⌫|-|---|-------|--|---|
Sanclotlaparol e	|-----|-|-----⌫|
Einsisei ustise etdestrai n t	----|-|-⌫-----|-|-------⌫-⌫|
Laboch eclotlesdanzestra int	-|----⌫|---|--|---|-----⌫--|
Que l aparole forsnan sail le.	--|-⌫|-----|---||-|----⌫--|
prisegrant	----|----|
EtdistSeüresuietce rte	-|---|-----|--|-|--⌫--|
Quemout receuraileide pe rte	--|---|-------|----|--⌫--|
Se ieeinsimo nse ig norpert .	-|-|----|--⌫|--⌫--⌫--|----⌫|
Di railidonc	--⌫--|-|---|
tot an apert	--|-|----|
Nenil.P o rquo iIenoseroie	-----|-⌫-⌫|---⌫|-||------|
Que monseignor correceroie.	--|--|------|-----------|
Etsemessire secor r oce	-|-|--|---|-|---⌫-⌫--|
Ilme leiraances te broce	-|-|----|-|---⌫-|----|
S ole ch eitiu eet	-⌫--|--⌫-----⌫|-|
Lorsseraiplus maleeür ee.	---|----|---|---|----⌫--|
MaleeüreeM oique	---|-----|-⌫-|--|
Diausne pe sanc e neme faut	----|-|--⌫----⌫|-|-|---|
Ia mestantcon ieaiea uiure	-|--|---|--|-|--||----|
Se messiretota	-|--|---|--||
d e l iur e	-⌫-⌫-⌫---⌫|
Antelguised i ci nestort	-|--|----||-⌫-||-----|
Quil nesoit maheig niezamort.	-|-|-|---|------⌫---||----|
M ess e ie tost neliacoint	-⌫-|-⌫|-|---|-|-|-----|
Cilcheuali ersquiciapoint	--|-------⌫--|--|-|-----|
Lauramortai nz	|---|---|--⌫-|
Carmoutsanble d e male	--|---|-----|-⌫|---|
Oïl t ropaii e a tandu	---|-⌫--|-|-⌫|-⌫----|
Silem ailmout def fandu	-|-|||-|---|---⌫----|
Mesianelleiraip or def fans e.	--|-|--|-----|-⌫-|---⌫----⌫-|
bien quemes sire panse	---|--|--|---|----|
Tan tqueluimeïsme so bl ie	---⌫|--|--|-------⌫|-⌫--⌫-|
Donc estbiendroizq ueielidie.	---|--|---|----|-⌫-|-|-|---|
Elelidist.	--|-|----|
C illamenace	-⌫-|-|-----|
Mes na talantquemalli	--|||-----|--|--|-|
Quil aparçoitetcono istbien	-|-|--------|-|----⌫--|---|
Qu e lel a immesortote	-|-⌫-||-⌫---|--|---|
Etilli tant queplu sne	-|-|-|---|--|---⌫|-|
Contre lecheualier	-----|-|--------|
Qui deba taille	--|-|--⌫-----|
Assanblé so nt	--------|--⌫-|
aupi e ́del mont	-|--⌫-⌫|--|---|
La santr euie n ent	-||----⌫----⌫-⌫--|
etdes fïe nt.	-|---⌫----⌫--|
deslancessantranuï en t	--|-----||---------⌫--⌫|
Anb edu idetoteslor	---⌫---⌫|-|----|--|
Nelor ua lurentdeusescorces	-|--|--⌫-----|---|-------|
Li escu quiasc os l orpande nt.	-|---|--|-|-⌫-|-⌫-|-----⌫--|
Licu irronp ent et	-|--⌫-|----⌫--|-|
lesesfandent	--|-|------|
Etdes haubersronpentlesmailles.	-|--|------|------|--|-------|
A nbeduiiusqu es as antrailles	-⌫-----|-----⌫-|-|---------|
Sesontdes gleiues anferré	-|---|--|------|-------|
d es triersontaterr é	-⌫--⌫----|---|-----⌫-|
C ar moutierentlibaronfor t.	-⌫-|---|-----|-|----|---⌫-|
pasnaure ́amort	--|-----⌫||---|
Mes duremantf ure ntblecié .	--|-------|-⌫---⌫-|-------⌫|
Isnelema nt so ntr edrecié	--------⌫-|--⌫-|-⌫-------|
l orl ancesretreites	-⌫-|-⌫----|--------|
Nefurentmaumise sne frei tes	-|-----|-------⌫|-|----⌫--|
Anmi lech anplesont	---|-|--⌫--|--|--|
Delfue rretraientle s espees	--|---⌫--|------|--⌫|-----|
Sis antr euienen t	-||----⌫-------⌫|
par g r a nt ire.	--|-⌫-⌫-⌫-|---|
Liunsl autrebl esceetanpire	-|--||----|--⌫---|-|-----|
rien nesantrespargniere nt .	---|-||---------------⌫--⌫|
Sigranzcos	-|----|--|
sorleshiaumesfierent	--|--|------|------|
Q ues tancelesardanz an issen t	-⌫|--⌫-------|-----|-|-----⌫|
Quantlesespeesressortis sent.	----|--|-----|---------⌫----|
L e s escuz f andentetesclicen t	-⌫-⌫|----|-⌫-----|-|--------⌫|
Lorhaubers faussentetdes licent.	--|------|-------|-|---⌫------|
An quatrele us	-|-----|--⌫-|
sont anbatues	---|-------|
Lesespee siusqu as	--|-----⌫|----|-|
ch arznues	--⌫--|---|
Que moutafebloient et	--|---|---------|-|
espe esd ur asse nt	----⌫-|-⌫--⌫----⌫-|
Anbes deuslong u emanta ntiere s	----|---|----⌫-⌫----|-⌫------⌫|
san tr eississent	|-|--⌫---------|
Nelabataille	-|-|-------|
unmo rircouenist.	-|--⌫--|--------|
lesesgard oit	--|------⌫--|
Apode duelneforsenoit.	|-|-|---|-|---------|
u eïstsongra n tdu el	-⌫----|--|---⌫-⌫|--⌫-|
Ses poi nz detordre sescri n streire	--|---⌫-|-------|--|---⌫-⌫|-----|
Etleslerme sdesia uzc he oir	-|--|-----⌫|--|--⌫-|-⌫--⌫--|
Leald amepoi ̈ stueoir.	---|-⌫--|---⌫-⌫-|-----|
Ettrop fust felqui la	-|---|---|--|--|-|
Segran zpitiez	-|----⌫|-----|
nelanprei ̈st.	-||-|----⌫---|
Etlicheualierse conbate nt	-|-|--------|-|-------⌫-|
Deshi aum eslespierresabatent	--|--⌫---⌫-|--|------|------|
Li unsalautre	-|--|||----|
Destier ceiu squepresde	--|----⌫-|--⌫---|---|-|
Durala batai llesifiere	---|-|-----⌫--|-|----|
Quenushonan nul e menier e	--|--|--|-|---⌫|------⌫|
Certai nnemantnapa rceüst	------⌫------||---⌫------|
Quile mellora uoirdeüst.	--|-|-----|-⌫---|------|
Erec sesfo r c e	---||----⌫-⌫-⌫|
etsesuertue	-||-------|
Sespeeli aanbatu e	|----|-||------⌫|
El hiaumeiusq uelchapeler	-|-----|----⌫|-|-------|
Si quet o tlafet	-|--|-⌫-⌫|||--|
chancel er	-------⌫-|
Mes biense t intq u	--|---|-|-⌫--|-⌫|
ilnecheï.	-|-|-----|
Etc ilraErecanuaï	-|-⌫-|-|---|-----|
dure mantferu	----⌫---|---|
Sor lapane de son	--|-|---|-|--|
Quauretreire estl ibra nz	-|-|-------|--|-⌫|---⌫-|
Qui mo utestoit bue n s et pr isiez.	--|--⌫-|-----|---⌫-⌫|-|--⌫-----|
Quantiluitbrisiee	----|-|--|------|
Par mautalan ta	--|--------⌫||
i usgit e e	-⌫-|---⌫-⌫|
Lapartquiliremestel poing	-|---|--|-|-----|-|----|
potplusloing.	--|---|-----|
Peorotarriersl est uettreire	---|-|------||---⌫--|-----|
Que nepuet pasgrant esforzfeir e	--|-|---|--|----|-----|----⌫|
Anb ata illene anas saut	-|-⌫---⌫---|-|-|--⌫---|
Cheualierscui	---------|--|
sespeefaut.	|----|----|
Ere cl an chauceet	---⌫||--⌫-----|-|
PorDeumerci	--|--|----|
qu ilnelocie.	-|-|-||----|
ilfranscheualiers	-|----|---------|
Nesoiiezuers moi fel ne	-|-----|---|--|--|-|
De s quemespeemestfaillie	--⌫|--||----||--|------|
La force auezet	-|----|---|-|
la baillie	-|------|
Demoiocirre ou de	-|--|-----|-|-|
uifprandre	--|------|
d onmepuissedeffandre.	-⌫-|-|-----|---------|
ErecrespontQuant tu me	---|------|----|-|-|
O utreemantuue lq ue t udi es	-⌫--------|---⌫|-⌫-|-⌫|--⌫-|
Setuesoutrezet con q uis.	-|-|-|-----|-|---⌫-⌫---|
seras p ar	----|-⌫-|
mez anmamenaie.	--|-|-|------|
deld iresed elaie.	--|-⌫--|-|-⌫-----|
Qu ant Erecleuitdelaiier	--⌫--|---|-|--|-------|
Porluifei re	--|--|---⌫-|
plusesmaiier	---|-------|
Liraune an uai ̈e	-|-|--|--⌫---⌫-|
Sorelic ort lespee	---|-|-⌫--||----|
Etcildist qu ifu esmaiiez	-|--|---|--⌫|-|-------|
Merc isi reConquism ai i ez	----⌫|--⌫-|------||--⌫-⌫-|
De squau tremantestrenepuet.	--⌫|-|--⌫------|----|-|----|
Er ecrespont.Plus i	--⌫-|-------|---||
Quata ntn aniroizuo spas	--|--⌫-||-|----|--⌫|--|
uostre estre etuostrenon m edi tes	-----|----|-|-----|--|-⌫|--⌫--|
Etieuosrediraile mien .	-|-|--|------|-|----⌫|
iluosditesbien.	-|--|----|----|
Ies ui de cestet erre	-|-⌫-|-|----|-⌫---|
Mi homelige s ontIr ois	-|---|---|-⌫--|--⌫--|
N ianu l ne soit mesrantiz	|||--⌫|-|---|--|-----|
Etia i no nGuiurezli Petiz.	-||-⌫|--⌫|------|-|-----|
Assezs ui ri c hes etpuissanz	----|-⌫-|--⌫-⌫--|-|-------|
Quancesteterre detozsanz	-|-|----|----|-|--|---|
N abaronquiam oim ar ch is s e	||----|--||-⌫-|-⌫--⌫--⌫--⌫-⌫|
Quidemoncomandeman t iss e	--|-|--|----------⌫|---⌫|
Et monplei s irne	-|--|----⌫-⌫-|-|
Ie naiueisinquine	-||-|-----|--|-|
Tantse face	---|-|---|
orguel leusne	------⌫---|-|
Mesmoutuuelest re	--|---|---|---⌫-|
uostrea cointe s	-----|-⌫------⌫|
Et uostr eamis dor	-|-----⌫|---||-|
Ere c respo ntIeme reu ant	---⌫|-----⌫-|-|-|---⌫--|
Queiesuiassez iantis hon.	--|-|--|----|-----|---|
Erecf iz leroi Lac	---|-⌫-|-|--|--|
R oi sestm espered	-⌫--⌫|--|-⌫-|---||
Outre -Gales.	-----⌫------|
Rich es citezet beles	----⌫-|----|-|----|
Etforzchastiaus amoutmespere	-|---|--------||---|--|---|
Plus nanarois	---||-||---|
neanperere	-|-------|
F orsleroiA rtusolemant.	-⌫--|-|--|-⌫--|--------|
Celui an osti e	----|-|--|-⌫|
uoire ma nt	-----⌫--⌫-|
C a r a lui nusnes	-⌫-⌫||--|--|-||
aparoille.	---------|
Guiurezdecemouts esmeruoille	------|-|-|---||----------|
Siregrantmeruoilleo i.	---|----|--------|-⌫-|
Onque s derientelioie noi	-----⌫|-|---|--|---||-|
Co niai deuos tr econoissance.	--⌫||-|-|---⌫--⌫|-----------|
Auoirpoezbue nefi ance	----|---|---⌫-|--⌫---|
Et siluosplestar emen oi r	-||-|--|----||-⌫----⌫--⌫|
Anmaterreetanmonmenoir	-|-|----|-|-|--|-----|
Mout uosi feraienorer.	---|--||----|------|
niuoudroiz de morer	||-------|--⌫----|
Qu e dessor moi	--⌫|-----|--|
n esoii ezsire.	-⌫|----⌫-|----|
Anduiau onsme stier de	----|--⌫--|--⌫----|-|
Et iaici presunmi enrecet	-||-|-|---|-|--⌫-|----|
Ni apashuit liuesne set.	|||--|---|----|-|---|
Lauo su uelauuec moimener	-|--⌫|-⌫--|----|--|----|
S iferonsnoz plai essener.	||-----|--|----⌫-|-----|
Erec respo ntBon gre ́	---|-----⌫-|--|---⌫|
Decequoi ̈dire uosai .	-|-|-|--⌫|---|--|--⌫|
N iir aipas uostremerci	||--⌫-|--|-----|----|
Mesitan tsolemant	--|----⌫|-------|
Quesenusbesoinzmauenoit	--|-|--|------||------|
Etla nouele auos uenoit	-|-|-----||--|-----|
Queieü s se mestierdaï e	--||---⌫-⌫-|------||---⌫|
Adoncne mo blïes s iezmie.	----|-||-⌫------⌫-⌫--|---|
Queia tantconiesoie	--|-|---|--|-|---|
Nauroi z de	|-----⌫|-|
mo nsecors	--⌫|-----|
Que neuos a illeluése idier	--|-|--|-⌫---|----|-⌫----|
Aquanque iep orrai m ander.	|------|-|-⌫----|-⌫-----|
I aplusne uos quier demander	-⌫|---|-|--|----|-------|
FetErec Moutm au ezpromis.	--|---|---||--⌫-|------|
M essireestesetm esamis	-⌫-|---|----|-|-⌫-|---|
ueureestt e usconla	----|--|-⌫-⌫-|--|-|
Liunslautrebeis e	-|--||----|----⌫|
O nq u esdesidur ebat aille	-⌫--⌫-⌫-|-|-|---⌫|---⌫----|
Nefusidoucedesseurail le	-|-|-|----|----------⌫-|
Qu epar amoret par fran c his e	--⌫|--|---|-|--|----⌫-⌫---⌫|
Chascunsdes panzde	-------|--|---|-|
Tranc habandeslong ues etlees	-----⌫-|-----|----⌫--|-|---|
So ntlorpla iesantreban dee s.	|-⌫-|--|---⌫--|--------⌫---⌫-|
lautreband é	|----|----⌫-|
A Deu sontantrecomandé .	|--|---|-------------⌫|
DEPARTIsontantelmeniere.	------|---|-|--|-------|
reuetGui urez arr iere	----|---⌫---|---⌫---|
Ereca sonchemi nret ret	---||--|-----⌫|---⌫--|
Quigrantmestiereüstdantret	--|----|------|----||-----|
Por ses p laies medeciner.	--|--|-⌫----|---------|
c hemi ner	-⌫----⌫--|
Tantqueiluint an	---|--|-|---|-|
unepl ainne	--|--⌫----|
Lezunehautefore stplainne	--|--|----|----⌫-|------|
debichesetde	-|-----|-|-|
Et deche uria us	-|-|---⌫----⌫-|
e tdefera ins	-⌫|-|----⌫--|
Etdetoteautr esauuagine.	-|-|---|----⌫|---------|
Etde sesbarons	-|-|--|-----|
I e stoien tuenu le ior.	|-⌫------⌫|---|-|---|
forest uoloit li rois	-----|-----|-|---|
Demorer q uat reiorz o utrois	------|-⌫---⌫-|---|-⌫|----|
Porlui deduire	--|--|------|
etd eporter	-|-⌫------|
Siotco man déaporter	-|-|--⌫---⌫--|------|
Tanteset pa uellonsettrez.	-----|-|--⌫------|-|----|
Eltré l e roi estoit	-|---|-⌫|--|-----|
Messire Gauuainstozlass ez	--|---|-------|--|----⌫-|
Quiche uauchie ́ auoitass ez.	--|---⌫-------⌫|----|---⌫--|
Defor slata nteest oit uns	-----⌫|-|--⌫--|---⌫--|--|
escu desesarmes	---|-|--|----|
Le issié etsalancedefresne.	--⌫-----|-|-|----|-|------|
Aunebranc hepa rlaresne	|--|-----⌫-|--⌫|-|----|
gu in galetaresné	--⌫--⌫----|------|
miseetanfrené.	---|-|--------|
Tantes tut ilueclicheuau s	---|--⌫--|----|-|------⌫|
Q u e Ke us i ui nt lis eneschaus.	-⌫-⌫|--⌫-||--⌫-|-|-⌫---------|
Celepart uintgrantaleür e	---|---|---|----|------⌫|
Auss iconporanueiseu ̈re	----⌫|--|--|--------⌫--|
Pri st le de strieretmontasus	---⌫-|-|--⌫-----|-|----|--|
Q uonq uesnel icontredi st nus.	-⌫|---⌫--|-|-⌫|--------⌫-|---|
Lalanceetlescup r ist aprés	-|----|-||---|-⌫-⌫--|-----|
Qui soz larbreierent	--|--||----|-----|
il uecpres.	--⌫--|----|
Galo pant sor	----⌫---|--|
le Gui ngalet	-|---⌫-----|
SanaloitKeus	|-|----|---|
totunua let	--|-|--⌫--|
Tantque p a rau anture auint	---|--|-⌫-⌫|--⌫-----|----|
ancontreliuint.	-------|-|----|
Erec conutle sene schal	---|----|-|----⌫----|
Etles ar mese tl e	-|--|--⌫--|-⌫|-⌫|
pas luinereco nut	--|--|-|----⌫--|
armesn eparut	----|-⌫|----|
Nuleuera i econoissanc e	---|----⌫-⌫|----------⌫|
Q u etantcosdespeeetdela nce	-⌫-⌫|---|--||----|-|-|--⌫--|
Auoits or sones cu e ü z	----|-⌫-|--|--⌫-|-⌫--⌫|
Quetozlitainza nfu cheu z	--|--|-|----|-⌫|-|----⌫|
Etladameparg rant u eisdie	-|-|---|--|-⌫---|-⌫-----|
Porcequel e ne	--|-|-|--⌫|-|
Quillaconeu ̈stne u eïst	-|-|-|-----⌫--|-|-⌫----|
Au ssiconsele le feï st	--⌫--|--||--|-|----⌫-|
Porle hasle etporlapoudriere	--|-|----|-|--|-|--------|
Mis tsag uinple deuantsa	---⌫|-|-⌫-----|-----|-|
Keusui ntaua ntplus quele pas	---|--⌫-|---⌫-|---|--|-|--|
Etp ri stE recenesle pas	-|-⌫--⌫-|-⌫--|------⌫--|
Par laresnesanzsalu	--|-|----|---|---|
Ainz qui l lel ei ssastrem u	---|-|-⌫|-|-⌫--⌫----|---⌫|
Lidemandapar grantorguel	-|------|--|----|-----|
Cheuali ersfetilsauoir	-------⌫--|--|-|-----|
Qu iuoseste set don uenez.	--⌫|--|----⌫|-|--|-----|
Fosestes q uant	--|----|-⌫---|
uosme ten ez	--|-|---⌫-|
F etErecnel s auroiz a nuit.	-⌫-|---|--|-⌫-----|-⌫----|
Et cilrespont Neuos	-|--|------|-|--|
Carporuos tr ebienle	--|--|---⌫--⌫|---|-|
Ie uo i etsaicertainnemau t	-|--⌫|-|--|------------⌫|
Q uebleciezestez	-⌫-|------|----|
Anquenu itbuen	-------⌫-|---|
ostelaurez	----|----|
Seauuec moiu olez ueni r.	-|----|--|-⌫---|----⌫-|
Ieuosfera i	-|--|----⌫|
moutch iertenir	---|--⌫--|----|
Etenorere taeisier	-|-----|-⌫|------|
Car dereposau ez mestier.	--|-|----|--⌫-|-------|
L i rois A rtus et lareïne	-⌫|---|-⌫---|-|-|-----|
Sontcipresanunegaudin e	---|-|---|-|--|------⌫|
De trezetde tanteslogié .	-|---|-|-|-----|------⌫|
Par bue nefoi leuoslo gié	--|---⌫-|--|-|--|-|---|
Queuosan ueigni ez	--|--|-|------⌫-|
ueoirla re ine et le	----|-|--⌫--|-|-|
Quide u os	--|-|-⌫-|
gr an tioiefe r ont	--⌫--⌫|---|--⌫-⌫--|
Etg rantenoruos porteront.	-|-⌫---|---|--|---------|
Er ecr espont u osdit esbien	--⌫-|-⌫-----|-⌫-|---⌫-|---|
Mes ieniiroie po rrien.	--|-|||----|--⌫|----|
Nesauezm iemonb esoi ng	-|----|-⌫-|--|-⌫----⌫-|
Ancormestuetalerplus loing.	----||-----|---|---|-----|
Leiss i ez maler	-----⌫-⌫-||---|
quetropdemor.	--|---|-----|
aasse zdeli or.	|----⌫|--|-⌫--|
Keus respon t	---|------⌫|
Grantfo liedites	----|--⌫--|----|
Quantdeluen iruosescondites	----|--|---⌫-|--|---------|
Espoiruos an repantiroi z.	-----|--|-|----------⌫-|
Etbie nuos poistsii	-|---⌫|--|----|-||
Andui etu osetuos tre fanne	----|-|-⌫-|-|---⌫--|----|
lipre stres	-|---⌫----|
uet a u sann e	--|-⌫|----⌫|
Ouuolantier souaanuiz.	-|---------⌫|-||-----|
Anquenuitseroizmal seruiz	--------|-----|--|-----|
(Se mescon s auz	--|--|---⌫-⌫--|
es tcreüz)	--⌫|------|
Sebien ni estesconeüz.	-|---|||----|-------|
ue nez antostque ieuospraing.	--⌫--|-|---|--|-|--|------|
DeceotErec	-|-|-|---|
grantdesdaing.	----|--------|
u assaus fet ilfoliefeites	-⌫-----|--|-|----|-----|
Quipar force	--|--|----|
ap résuosmetreites.	--⌫---|--|-|-------|
Sanzd esfia ncemauez	---|-⌫-----⌫--||---|
Ie di queuosauez	-|-|--|--|---|
Quetozseürs est re cui doie	--|--|-----|---⌫-|---⌫---|
u ersuos derien neme	-⌫--|--|-|---|-|-|
a l e spee la m ain	||-⌫---|-|-⌫--|
Et dist u assausleissiezmo nfrain	-|---|-⌫-----|-------|--⌫|----|
Trai ie zuoslaIe u o staingmout	----⌫--⌫|--|-|-|-⌫-⌫|----|---|
Pororguelleu setporestout.	--|---------⌫|-|--|------|
I euosferraib ien l e	-⌫|--|-----|-⌫--|-⌫|
Seaprés uosplus	-|-----|--|---|
me sachiez.	-|-------|
Lei ssiezmo itost	---⌫----|--⌫|---|
Et cilleleisse	-|--|-|-----|
Elchanp plusdu n	-|----|---||-⌫|
arpantsesleisse	-----||-------|
P uisretorna	-⌫--|------|
sil e desfie	-|-⌫|-----|
Comehonplainsde grantfeleni e.	---|--|-----|-|----|------⌫-|
Liun sco ntrel autre	-|--⌫|--⌫---||----|
Mes E rec de	--|-⌫--|-|
Porce que ci ldesarmez	--|-|--|--⌫|-------|
De s a lanceto rnaderiere	-|-⌫|----|--⌫--|------|
etlarestueldeuant .	-||-------|------⌫|
Tel coplidona neporquant	--|--|-|---|---------|
Sors on escuhautelplusanple	--|-⌫-|---|---|-|---|----|
Quehurterlifist a l atanple	--|-----|-|---||-⌫|-----|
E tquel e brazaupiz lise rre	-⌫|--|-⌫|---|-|--|-|--⌫--|
Tot estandulep or teaterre.	--|------|-|-⌫--⌫-||-----|
Puisuintaud estriersile prant	---|---|-|-⌫------|-|-|----|
Enide par l efrai n le rant.	----|--|-⌫|----⌫|-|----|
anuostet cil	-|---|-|--|
Quimo uts ot	--|--⌫-|-⌫-|
delosan gerie	-|-----⌫----|
Qu eparfranch iselirandist.	--⌫|--|------⌫--|-|-------|
Mo utbellelosan ge	--⌫-|--|-|-----⌫-|
etblandis t	-|-------⌫|
ua ssausfetilse Deus	--⌫----|--|-|-|---|
An celcheua l g iéni aip a rt	-|--|-----⌫|-⌫--|||-|-⌫-⌫-|
Ainz e st aucheualier el mo nde	---|-⌫-|-|--------|-|--⌫--|
Ancuigraindreproesceabond e	-|--|-------|------|-----⌫|
Monseigno rGa uuain lehard i.	--|------⌫|--⌫----|-|----⌫-|
lasoepartuos	-|--|---|--|
d estrierlianuoiiez	-⌫------|-|-------|
P or ce queenor	-⌫-|-|--|---|
Mo u tferoi zquef rans etque s age s	--⌫-⌫|-----⌫|--|-⌫---|-|--|-⌫---⌫|
Etieserai uo str e messages.	-|-|----|--⌫---⌫|--------|
Erec respont uassaus	---|------|------|
Lech eualetsil anmen e z	-|--⌫---|-|-||-|---⌫-⌫|
estmonseignor	--|--|------|
N est mi edroiz quei e lan ma in.	|--|--⌫|----|--|-⌫||-|--⌫--|
Keu spr ant l e cheual siremonte	---⌫|--⌫--|-⌫|-----|-|------|
Autréle roiuin t	-|---|-|--|---⌫|
si li conte	-|-|----|
Leuoir que	-|---|--|
rienn e l ancel a.	---|-⌫||-|---⌫-|
Etlir ois Ga uuainapela	-|-|-⌫--|--⌫----|----|
Bia usniésGauuainsce	---⌫-|----|-------|-|
dist li rois	---|-|---|
Sonq ues fus tes	|---⌫--|---⌫--|
f ransnec ortois	-⌫---|-|-⌫-----|
Alezaprés isnelemant.	---|-----|----------|
Demandez ami ablemant	-------|---⌫-------|
Deso n estreetde	-|--⌫|----|-|-|
son afeire.	--|------|
Et seuos le poezat reire	-|-|--|-|---|--⌫----|
Tantquauuec uoslanameigniez	---|-|----|--||-|--------|
Gardez ia ne	-----|-|-|
u osanfei gniez.	-⌫-|-|---⌫-----|
Gauuai nsmon teansonguin gale t	------⌫-|---⌫-|-|--|----⌫----⌫|
Aprésle siuentdui	-----|-|-----|--|
E rec aconseu ̈	-⌫--|-------⌫|
ont mie coneü.	--|--|------|
Gauuains lesalu e e t	-------|-|----⌫|-⌫|
Sa lué s eson t	--⌫---|-⌫|---⌫|
Puis lidi stmes sireGauuai ns	---|-|--⌫-|--|---|------⌫-|
Quidegrantf ranchisefuplains	--|-|----|-⌫-------|-|-----|
Sirefetil a ncesteuoie	---|--|-|-⌫|----|---|
LiroisArtus auos manuoie.	-|---|----||--||------|
Lareï nee tlirois	-|----⌫-|-⌫|-|---|
uo sm andent	--⌫|-⌫-----|
S aluzetprïe nt etcomandent	-⌫---|-|-----⌫-|-|--------|
Quauuec aus uosueg n iez	-|----|--|--|---⌫-⌫--|
(E idieruos	--⌫----|--|
pu et etnea nt nuire )	--⌫-|-|---⌫-|-----⌫|
Et sinesontpasloing	-|-|-|---|--|----|
Er ec re spont	--⌫-|--⌫----|
Moutanmerci	---|-|----|
e tlareï ne an s anble.	-⌫|-|----⌫-|--⌫-⌫-----|
E t uos quiestescem e	-⌫|--|--|----|-|-⌫|
De b on eeire et	-|-⌫--⌫|---|-|
bienaf eitie z.	---|--⌫-----⌫-|
Ienesu i miebienhe itiez	-|-|--⌫|--|---|--⌫----|
Ainzsui naurez ded a nzl ec ors	---|--|-----|---⌫-⌫-|-⌫|-⌫--|
Et neporqua nt	-|--------⌫-|
is tr aifors	--⌫--⌫-|---|
