#META #Text URI BenTro ieC	-----⌫|----⌫--|------⌫--|
#M ETA#DEAFhttp//ww w.deaf-page.de/bibl/bib99b.php#BenTroieC	--⌫---|---|--------⌫---------------------------------------|
#META#TLTroie	-----|-|----|
#META# FEWBenSMaure	-----|--|--------|
#META#ARLIMAhttps//www.arlima. net/ad/ benoit_ de_sainte-m aure.html#tro	-----|-----|------------------⌫-------⌫-------⌫-----------⌫------------|
#META#AuthorBenoît	-----|-----|------|
Moutlaid ement desonpaïs	---|----⌫----|-|--|----|
s ereitçod i sta mis	-⌫----|--|-⌫-⌫-|-⌫--|
Troienuli ormais	----|--|-⌫-|---|
Noeusn aureittriue ne	||--||-----|----|-|
po iioalt rouer.	--⌫|-|-|-⌫-----|
Puismeremis ari ereenmer	---|-|----|---⌫--|-|--|
Telamo nquise dema ndai	------⌫|---||----⌫---|
Tan tqu eapeinele	---⌫|--⌫||----|-|
Deparuo sli dise requis	-|--|--⌫|-|--||-----|
Mou t m enp enaieentremis	---⌫||-|-⌫---||-------|
Q uilu osrend ist	-⌫|-|-⌫-|----⌫--|
uostresoror	-----|----|
Cartenu elaueitmaint ior.	--|----⌫||----|----|---|
Pageu01P184	----------|
Cui ch autA ssez	--|--⌫--|-⌫---|
Euosmeïsmelai d enia	|--|------|---⌫-⌫---|
riennefereit	---|-|-----|
Ne bien ne malnetor tnedreit.	-|---|-|--|-|---⌫|-|-----|
Pollusmeredistaut retel	-----|-|-----|---⌫----|
Mout me laidi	---|-|----|
en sonostel	-|--|----|
Moutme fistma uuaisa coilleit	---|-|---|--⌫----|-⌫-------|
qu eTroïenshaeit	--⌫|-------|----|
Ne f e reitporuos	-|-⌫-⌫---|--|--|
Çodist ne quepor unui lchien	--|---|-|--|--|-|--⌫|----|
Nosiat endisseizuosmie.	--||--⌫--------|--|---|
Assezme dist h onteefo li e.	----|-|---|-⌫---||--⌫--⌫-|
Iosofri to t omorne chiere	-|----|--⌫||----|-----|
Puisme remisenmer ari ere.	---|-|----|-|--|---⌫---|
Nestorquis ta nt qualuipar lai	-----|---|--⌫-|-||--|---⌫--|
uostremessagelicontai.	-----|------|-|------|
Cuichaut quarilmedisttres	--|----|---|-|-|---|---|
Pageu0 1P18 5	------⌫----⌫|
Sire que n os	---|--|-⌫-|
amotde rien.	---|-|----|
Des dousieuz me uol eitdesfai re	--|---|---|-|---⌫--|------⌫-|
Ouilmentacheuausd etraire	|------||------|-⌫------|
Manaçauosa eissillie r	------|--||---------⌫|
E tto te Troie atrebuchi e r .	-⌫|--⌫-|----||--------⌫-⌫-⌫|
Onc çosacheizior ne c onui	--|--|------|--|-|-⌫---|
Nesun pl us	----|--⌫-|
o rgoill osde lu i	-⌫------⌫-|-|--⌫|
Nepluspe r uersne	-|---|--⌫-⌫---|-|
pluss or fait.	---|-⌫--⌫----|
Qu euosenfereieloncpla it	--⌫|--|-|-----|---|---⌫-|
Neuosprise nt ne	-|--|-----⌫-|-|
neuos aiment	-|--|-----|
Neceu squi departuos	-|---⌫|--|-|---|--|
seclaiment.	-|--------|
No sipoëz d e	--⌫||----|-⌫|
r ien fiër	-⌫--|----|
A inz uosestuet d eusag uard er.	-⌫--|--|-----||--||-⌫----⌫--|
Il rese uentço sacheizbien	-|----⌫---|--|------|---|
Pageu01P186	----------|
Queuosne lesamesde	--|--|-|--|---|-|
Prenezc onseilquen de uez	-----|-⌫-----|-|-|--⌫--|
uospo isseizachieftraire	--|--⌫-----||----|-----|
A lprodeuosealo nor	-⌫|--|-|--||||-⌫--|
nos diëntliautor	--|-----|-|----|
Qui gr antch ose uueutenua ïr	--|--⌫--|--⌫--|----|----⌫--|
Lafinaquilen deituen ir	-|--||-|-|-|---|---⌫-|
Dei tesguarderse ilestsages	---⌫|--------|-|-|--|----|
Quenenuienge	--||-|-----|
# | DÉLIBÉ RATION L EXPÉDITION	||--------⌫-----||----------|
ENG RÈCEESTD ÉCID ÉE	-|-⌫----|--|-⌫-----⌫--|
Moutfuirie zPrianzlireis	---|-|----⌫|-----|-|---|
QuantiloïqueLiGrezeis	----|-|--|--|-|------|
Aueientdespit sonmessage	------|-----|--|------|
pesa en son	---|-|--|
Lesmanaces	--|------|
Q u eAntenor dit	-⌫-⌫|------|--|
Pag eu01P187	---⌫-------|
Eles reproche seles diz	|--|--------⌫||--|--|
Ases h omes	|--|-⌫---|
et asesfiz	-||--|--|
Seign orenuosmedei fi ër.	-----⌫-|-|--|-|--|--⌫---|
Oïr poëzlad recement	---|----||--⌫-------|
Elapais elacordement	|-|---|||---------|
de Grecenosf ereient	-|----|--|-⌫------|
Seli eu etenseaiseaue ie nt.	-|--⌫-||---||---|---⌫--⌫--|
D enosn ont criemenedotan ce	-⌫|--||--|-----|-|-----⌫-|
Moutpri s entpoinos tre p oiss ance	---|---⌫-⌫--|--|---⌫--|-⌫----⌫---|
Ma soror neme	-|----|-|-|
rendrontmie.	-------|---|
Orne sai iomaisque	-|-|--|-|---|--|
M aisasse z nos	-⌫--|----⌫|--|
ui en tmie uzmorir	--⌫--⌫|---⌫-|----|
Q ue cestehonte	-⌫-|----|----|
enpa issofr ir.	-|--⌫-|----⌫--|
Dahéait qui lasoferra	----|--|--|-|------|
E quiatantnesenme tra	|--||---|-||-|--⌫--|
Qu elom nen o s	--⌫||-|-|-⌫-⌫|
Amo rir auon s	|--⌫--|----⌫|
Assezsouental omueü	----|-----|||-|---|
Quecilquiesteient u encu	--|--|--|-------|-⌫---|
Reuenqueientlo rene mis	-----------|--⌫|---⌫--|
Pageu01P188	----------|
Siqu aeu s	-|-||--⌫|
erentpuissozmis.	----|---|------|
Fo rtuilea u onsi usqua l ioïs e	--⌫-|---|-⌫-⌫--|-⌫---|-⌫|-----⌫|
Nes e reitel p ar forceprise.	-|-⌫-⌫---|-|-⌫-|----|-----|
Ch eual erie auons assez	--⌫----⌫---|----|----|
Edegenzapi égranzplentez	|-|---||--⌫-|----|------|
De lauit aille	-|-|---⌫----|
auonsadès.	----|-----|
Mout no s deu onsmetreengrantfais	---|--⌫|---⌫--|----|-|----|---|
Qu ede liredontsomesp le in	--⌫|-||--|---|----|-⌫--⌫-|
Queron smec ineaestresain	------⌫|---⌫--||----|---|
Ofaireaceushontee	|----||---|----||
Qu i lefire ntno streligna ge	--⌫|-|----⌫-|--⌫---|-----⌫-|
Siseron ssainlié eioios.	-|-----⌫|---|---||-----|
Cest afair e met i o	---|-----⌫|--|-⌫|
Que quomdie nequeque non	--|-|-|--|-|--|--|--|
Nenfer airienseparuos	|-|---⌫-|---|-|--|--|
Nonp as porc ̧o ma	--|-⌫-|--|-⌫-|-|
Emoncorage	|--|-----|
emonpense ́	|--|-----⌫|
Pageu01P189	----------|
Estbiens e d reiz q ueuos endie	--|----||-⌫---|-⌫-|--|-|--|
Os eitsaue irso	|-⌫--|----⌫--||
seitfol ie.	---|---⌫--|
Esliso nstantdenostregen t	------⌫-|---|-|-----|---⌫|
Come il uos uendraatale nt	---|-|--|-----||----⌫-|
Decheualiersp roze har diz	-|---------|-⌫--||---⌫--|
Detote s armes bie n	-|----⌫|----|---⌫|
Sisen ueionsen lorcon tree	--|--⌫-----|-|--|---⌫---|
Tot belemen teacelee	--|-------⌫|||----|
Ainz que lachose	---|--|-|----|
seitse üe	---|--⌫--|
Puetlat erre	---|-|-⌫---|
estre conf ondue	----|----⌫----|
Lorhomemo rtl or preieprise.	--|---|--⌫-|-⌫-|----|-----|
Necuidentpasennuleguise	-|------|--|-|---|----|
Qu elom osastsore usale r	--⌫||-|----|--|-⌫-|---⌫|
terre aforc e	----||----⌫|
Ha ïhaïf ranc cheualier	--⌫-|---|-⌫---|--------|
Qui loro rg ueilporreit baissier	--|--|-⌫--⌫---|------|-------|
Come aureitgrant	---|-----|----|
aumosnefaite	------|----|
dites qu euosen ha ite.	----|--⌫|--|-|--⌫---|
Içouosdi io	---|--|-|-|
Seuostre aïde e npuis aueir	-|-----|----|-⌫|---|----|
Quameinel ag ua rront iamais	-||--|-|-⌫|-⌫--⌫----|-|---|
Neniauronttriue ne	-|||-----|----|-|
Niaunsolqui len des die	|||-|--|--||-|---⌫--|
Chascunslipramet e afie	-------|-|-----||---|
Pageu01P190	----------|
en feront tots onuole ir	-|-----|--|-⌫-|----⌫-|
A lorforce ealorpoëir	|--|----|||--|-----|
Comante dies onplaisir	-----||--|-⌫-|------|
Q u arilsontprest d el	-⌫-⌫-|-|---|----|-⌫||
Mou tsenestlirei s esioïz	---⌫||-|--|-|---⌫|------|
Puis a parl éatoz	---||----⌫-||--|
Sil or ditqualsuen	-|-⌫-|--|-|-|---|
Afai teneus b onno rriment	|---⌫|-|--|-⌫-|--⌫------|
Quarbeauslesuei t	---|----|--|---⌫|
har dize proz	---⌫--||---|
Maistre s ere iz faitil	------|-⌫---⌫-|---|-|
Chasc uns au ra	-----⌫--|--⌫-|
sacompaignie	-|---------|
Bienordeneeeestablie.	---|------||--------|
Chascunsseraprincesdessuens	-------|---|------|--|----|
Edusesireemaistreecuen s.	|--||---||------||----⌫-|
quiplu s dor ra	--|---⌫|---⌫-|
E qui lessuens pl us	|--|--|----|--⌫-|
Or guart cha scuns queteuslo rseit	-|----|---⌫----|--|---|--⌫|---|
Quautresei gno r nusnecoueit	-|----|---⌫---⌫|--|-|-----|
E quenes uns deusne	|--|---⌫--||--|-|
sep lai g ne	-|-⌫---⌫-⌫-|
aientm auua is	----|-⌫----⌫-|
c heuet aigne	-⌫-----⌫----|
P ageu01 P191	-⌫------⌫---|
Nequil ne perdent lor ualor	-|-|-|-|------|--|----|
Pordef aute	--|---⌫---|
delors eig nor.	-|--|-⌫---⌫---|
Oriertueüel	-|---|----||
La norreture	-|--------|
e la tendance	||-⌫-------|
Queioaifaiteea tendue	--|-|-|----||-⌫-----|
Dès o r sera	---|-⌫|---|
bienconeüe	---|------|
Laproëc eque	-|------⌫|--|
g iespeir .	||------⌫|
Parl afei quedeiDe uleueir	--|-⌫|--|--|--|--⌫|-|---|
Po r neient sa tendre itamei	--⌫|-----||-⌫------⌫-||--|
Cilqui mauu aisse rei tde sei.	--|--|----⌫--|--⌫---⌫|-|---|
Maiscil q uiporraendurer	---|--|-⌫-|----|------|
Lesgranz pe ines	--|----|--⌫---|
darm esporter	|---⌫-|-----|
Lessofraiteseleshaanz	--|--------||--|----|
seit seu ̈rse combatanz	---|---⌫--||--------|
Ciliert mi s fi z lui amerai	--|---|--⌫|--⌫|--|-----|
Tot q uantqueiluou drafer ai	--|-⌫---|--|-|---⌫--|---⌫-|
Tot lemienprenge	--|-|---|-----|
Ia nelenser adangier	-|-||-|---⌫|------|
Hectorbeausf iztu	-----|----|-⌫-|-|
ieslimaire	--|-|----|
Pageu01P192	----------|
S ire serasde c est afaire	-⌫--|----|-|-⌫--|-----|
se ra slichies de	--⌫--⌫|-|----|-|
Qu ar moutpar ies	--⌫-|---|--|--|
Enteis era l orrecourier	-|--|-⌫--|-⌫-|--------|
Ateis eue nrontc ons ei llie r	|--|-⌫|--⌫----|-⌫---⌫--⌫----⌫|
Neuueilqu iaitfildebaron	-|----|-||--|--|-|----|
Quirie n face separtei non.	--|---⌫|---|-|--|--|---|
D etozauras	-⌫|--|----|
la seignorie	-|--------|
La poëstée l amaistrie.	-|-------||-⌫|--------|
E tuguardequesauue	|-|-----|--|----|
Porço aur asen mono rdreit	--|--|---⌫-|-||---⌫|----|
serasfileheir.	----|--||----|
enfac ent monuoleir	-|---⌫--|--|-----|
Hector res pont comese nez	-----|---⌫---|---|--⌫--|
Sirefaitil uo zuolentez	---|---|-|--⌫|-------|
uueil iomoutfa ir e	----|-|---|--⌫--⌫|
q uar dreize st.	-⌫--|----|-⌫--|
D euostreplaisiruezmeprest	-⌫|-----|------|--|-|----|
uolentiersmen en tremetrai	---------||-|--⌫--------|
Etotmonpoe ̈irenferai.	|--|--|---⌫--|-|-----|
Pa geu01P193	--⌫--------|
Atozlesdeuspri	|--|--|---|--|
Qu emon aiuelp uiss e uengier	--⌫|--|----|-⌫----⌫|------|
Lor u oleirseit	--|-⌫----|---|
Denos guarder	-|--|------|
emaintenir	|--------|
Tantqueüss onsueniance prise	---|-|-----⌫--|-------|----|
gentquepoi	---|--|--|
Trop serala it se	---|---|--⌫-|-|
d enos escharnissant	-⌫|--|------------|
ilremaneient	-|---------|
Des l aizdestorz	--|-⌫--|--|---|
qu ilnosontf aiz.	-|-|--|--|-⌫---|
Biennosdeuons	---|--|-----|
tu it essaier	--⌫-|------|
De n ostregran thonte ueng ier	-|-⌫----|----⌫|----|----⌫--|
esttart emou tcouei t	--|---||---⌫|-----⌫|
Qued e noz g enzbataille se it	--|-⌫|--|-⌫--|-------|--⌫-|
Enue rsla lorbienlauoudreie	----⌫-|-|--|---|-|-------|
uolentiersmiessaie r eie.	---------|||------⌫-⌫---|
C ̧opeis emei qu e ne po rtons	-⌫-|----⌫|--|--⌫|-|--⌫----|
Ar mesuersgen tque nos haon s	--⌫--|---|---⌫|--|--|----⌫|
Contre eu s	-----|--⌫|
les uueil iobien porte r	--|----|-|---|-----⌫|
noscouientagua rder	--|------||---⌫---|
Pageu01P194	----------|
Queentelsenle c omenço ns	--|-|--|--|-|-⌫-------⌫-|
Q ue t rair e abonchief lepoisson s.	-⌫-|-⌫----⌫||--|----|-|-------⌫-|
Mouts ontfortgent mouton taïe	---|-⌫--|---|---|---|--⌫|---|
M outdureloinglor seignorie	-⌫--|---|----|--|--------|
Gr anthon teauronsal c ome ncier	--⌫--|---⌫-|-----|-|-⌫---⌫----|
Senosnelpoon sauengier .	-|--|--|----⌫|--------⌫|
Quibiencomencequ e	--|---|------|--⌫|
findeltot perte	--|--|--|---||
Comenc ementdeitlo m h aïr	------⌫----|---||-⌫|-⌫---|
Dont lom nepuet achiefuenir.	---||-|-|---||----|-----|
Li uilainsdit	-|------|--|
Mi euzuientlais sier	--⌫--|----|----⌫---|
Que mauuaisement comencier.	--|-----------|---------|
Biensauonstui tquen tot l emont	---|-----|---⌫|-|-|--|-⌫|---|
N asi tres fort	||-|---|---|
uez Eürope	--|------|
Que tientla ti erce	--|----|-|--⌫---|
partdelmont	---|--|---|
Ous o ntli m eillorche ualier	-|-⌫-⌫-|-|-⌫-----|---⌫-----|
mieuzduitdeguerreier	----|---|-|--------|
Onc a ln efirenta nulio r	--|-⌫|-⌫|-----||--|--⌫|
seru entdautre l abor.	----⌫--||----|-⌫----|
Pageu01P195	----------|
Ceuspu eent bien en ost m e ner	---|--⌫---|---|-|--|-⌫-⌫--|
Oeuse parte rr eepar mer	|--||--|--⌫--⌫||--|--|
Ceus auronttoza	---|-----|--||
lor tale nt	--|----⌫-|
d Ais etote nsement.	|---⌫|--|-⌫-------|
Cild Aise nen	--||---|--|
o nt c ured	-⌫-|-⌫--||
Maistoziorz seien t acheual	---|--|---|-----⌫||-----|
P lusuuel entguerre quautre	-⌫--|----⌫--|-----|-|----|
a mere nt repos	-⌫----⌫-|----|
nebi e n .	-|--⌫-⌫-⌫|
Içoresauons	---|-------|
nos deueir	--|-|---|
Quecilreso nta	--|--|----⌫-||
loruol ei r.	--|---⌫--⌫-|
bienquos en	---|---|-|
Iamarpormei lelaissereiz.	-|--|--|--|-|----------|
I on endirienporcoardie	-⌫||-|-|---|--|------|
Ensorquetotnauonsnauie	----------||----|----|
sor euspo isson spasser	--|--|--⌫-----⌫|-----|
Pageu01P1 96	---------⌫-|
A çonesaicon seildon er .	|--|-|--|---⌫---|---⌫--⌫|
Senz ne snesaicom faitement	---|--⌫|-|--|--|--------|
Lorpoiss o ns faire nuisement.	--|-----⌫-⌫-|----|---------|
Moutiauonsp oid	---||----|-⌫-||
Sinfaitaprendretel co nseil	--|---||------|--|--⌫----|
Don tlom puissea telchief	---⌫||-|-----||--|----|
Nenosenplaignonsalpartir	-|--|-|--------|-|-----|
Qua rlonor	---⌫||---|
denosel eb ien	-|--||-⌫|-⌫--|
En desirios ortoteri e n.	-|----|-|-⌫-|---|--⌫-⌫-|
Açoredistre ntlor	|--|--------⌫-|--|
Li plusor deuseli auquant	-|-----||--||-|------|
Enp lusors sens le loëntf aire	-|-⌫-----|---|-|-----|-⌫---|
Maisenu izestdet otretraire.	---|---⌫-|--|-|-⌫-|--------|
tozpa rlaPa r is	--|--⌫--|--⌫-⌫-|
Toti ç ofaitilri en	--|-⌫--⌫|---|-|--⌫-|
R ichegent someseuail lant	-⌫---|---|----||----⌫---|
Pag eu01P197	---⌫-------|
Eda ïde ed au eirmanant	||-⌫---|||--⌫--|-----|
Cesteuil ene crientn ul	----|---⌫|-|-----|-⌫-|
Demo n conseilest	-|--⌫|------|--|
çolasom e	--|-|---⌫|
QuedesGrezeisque ronsueniance	--|--|------|---⌫---|-------|
Q u il nos en auendra	-⌫|-|--|-|------|
Deço seitto z li b las mesm iens.	-|--|---|--⌫|-|-⌫---⌫--|-⌫----|
Seit lanauieapa re illiee	---|-|----|---⌫--⌫-----|
Esiseiten Grecee nueiee	|-|---|-|----|-⌫-----|
Deliur em entiusquabr iefior.	------⌫--⌫--|----||--⌫--|---|
u uelentnostreho nor	-⌫-----|-----|--⌫--|
Edir ai uoscoment	|---⌫-|--|-----|
L autrierescalendesde mai	|---|--|-|-------|-|--|
Ch açoë en Ind ela	--⌫-----|-|---⌫|-|
Uncerf c ̧omest	-|---|-⌫-||--|
uiscoreor.	--|------|
cha cieren tmi chien	---⌫------⌫|-|----|
Asse zcorui ainz nepr i srien.	----⌫|----|---|-|--⌫-⌫|----|
Mo utfistgra nt chaut d estran geguise	--⌫-|---|---⌫-|----||------⌫-|----|
Leiorneuentagua ires bise.	-|--|-|----|---⌫---|----|
Mesuen eors etoz meschien s	--|---⌫---||--|--|-----⌫|
P erd i e s	-⌫---⌫|-⌫|
uausCitha riiens .	---|-----⌫------⌫|
Pa ge u01P198	--⌫--⌫------|
Lezlafon taineour ienn	--|-|---⌫----|-|-⌫--||
Tres desoz	---|----|
u n ge neiure	-⌫|--⌫-----|
M estutdormir nel p oi	|----|-----|--|-⌫-|
Onquesauantnepoial er.	-----|----|-|--|--⌫--|
Sempresmaneis enmauison	------|-----|-||-----|
uideuantmeiMercurion	-|-----|--|--------|
Iuno uenus eMine r ua	---|----||----⌫-⌫-|
Ces treis deu esses	--|----|---⌫----|
mapela dr eitem ent	|----|--⌫-----⌫--|
PuisdistParis amei entent.	---|---|----||--|------|
Cezdeuessesuie ne nta	--|-------|---⌫--⌫-||
Por lei ugementd un o tr e i.	--|-|-⌫------||-|-⌫--⌫-⌫-|
Une pomelorfugetee	--|---|--|-|----|
Dor mass i ce tote l etree	|-|----⌫-⌫-|---|-⌫----|
Lesletresdië nten	--|-----|----⌫-|-|
plus bel e dele s	---|---⌫||---⌫|
Seralap om e quit emen t	---|-|-⌫--⌫|----⌫----⌫|
E n treelesen	-⌫-⌫--|---|-|
agrantcontent	|----|------|
Chascuneplusbelesefait	-------|---|---|-|---|
Chascu neestdreizçodit q u	------⌫-|--|----|--|--|-⌫|
desei nedi e	-|--|-|--⌫|
Pageu01P 1 99	--------⌫-⌫-|
Que por beau té	--|--|----⌫--|
nen perdramie.	|-|-----|---|
L unela uueut	|--|-|----|
A ncornest anuleotreiee	-⌫---||--||---|------|
Ancornen estnu le	----||-|--|--⌫-|
lunealautremarri e.	|--|||----|-----⌫-|
Co n seilont pris—iolor donai	--⌫-⌫---|--|---||-|--|----|
bon efei lor	---⌫|--|--|
çoq uetue n direies	--|-⌫-|-|-⌫|------|
E celicuitu la dorreie s	|---|--|-|-|-------⌫|
Desautresli seitotreiee	--|-----|-|---|------|
De b eauté	-|-⌫-----|
seit laplus	---|-|---|
Totestreis lontensi gr eé	----|----||--|---|--⌫--|
Comdetaboche iertd euisé	--|-|-|----|---|-⌫-----|
Ede beauté plu sloëras.	|-|------|---⌫|-------|
Partei le couient	--|--|-|------|
Quilapomedeuraau eir.	--|-|---|----|--⌫---|
Pageu01P200	----------|
Chascuneconseillaamei	-------|--------||--|
Pri ueemente en segrei	---⌫------||-|-----|
a rienq ue io uo usisse	|---|-⌫-|-|--⌫-----|
Qu aicele ho renentr aisisse	-||----|--⌫-||-|--⌫------|
Nio tceliquen em	||-⌫|---|--|-⌫||
Eu enus m afia edis t	|-⌫---||---||---⌫|
S ela pomeliot reio ë	-⌫|-|---|-|--⌫----⌫-|
Ed ebeautéplusl a looë	|-⌫|------|---|-⌫|----|
F emm e de Grece me dorreit	-⌫---⌫|-|----|-|------|
Laplu spre isieequ	-|---⌫|---⌫----|-|
L a p omeen sili otrei a i	-⌫|-⌫--|--⌫-|-|-----⌫-⌫|
beau téplu slalo ai	----⌫--|---⌫|-|--⌫-|
A lim en tincpo rla	|-||-|---|--⌫|-|
tres bi en que la deuesse	---|--⌫-|--|-|------|
Maïderanendotde rien.	|------||-|--|-|----|
Seuossir eleuolezbien	-|--|---⌫|-|----|---|
Giraiço sach e iz uolentiers .	|---|--|----⌫-⌫-|----------⌫|
T a ntai egentecheualier s	-⌫-⌫-|--⌫|---||---------⌫|
Quen lor terre poiss onsfor faire	-|-|--|----|-----⌫--|---⌫----|
Pageu0 1P201	------⌫----|
Ai nzqu en osmetons el re paire	--⌫-|--⌫|-⌫-|-----|-|--⌫----|
Lorau ronsteldamagef ait	--|--⌫---|--|-----|-⌫--|
Quiat ozio rziertmais retrai t.	--||-⌫-|--⌫-|---|---|------⌫-|
Anceis q u a	-----|-⌫||
c ̧o respondistnus	-⌫-|---------|--|
Parl ap remiersDeïp h eb u s	----⌫|-⌫------|-----⌫-⌫--⌫-⌫|
Bienl ofait ile	---|-⌫|---|-||
bien a gre ́	---|-⌫---⌫|
Le conse il quaParisd oné.	-|-----⌫-|-||----|-⌫----|
entiengmoutabiendit	-|----|---||---|--|
aueir nulcont redit.	----|--|----⌫-----|
Bien c u ite creiseili ua it	---|-⌫-⌫-||---|-|-||--⌫-|
Queli Grezeis	--|-|------|
E qu ilrendront Esionan	|-|-|-------|------|
Anceisque u i engea l	-----|--|-⌫-⌫---|-⌫|
chief de lan	----|-||-|
feront totanoz gre z.	-----|--||--|---⌫-|
nauiesaprestez	-----|-------|
E sienauthas tiuement	|-|-|--|---⌫-------|
Pa geu01P 202	--⌫------⌫--|
Niaitautreporloignement.	||--|----|------------||
Aprè sparladanzHelenu s	-----⌫|----|---|------⌫|
Fr e reParis	--⌫-⌫-|----|
fiz P riamu s.	--|-⌫-----⌫-|
Enpiezsestutdeuantle rei	-|---||----|-----|-|--|
S irefaitile nte ndezmei.	-⌫--|---|-|-⌫---⌫---|---|
Io saiauque sd edeuin er	-|--|-----⌫|-⌫|-----⌫-|
Neueïst eson ques monpe r.	-|------⌫-|--⌫---|--|--⌫-|
M ainte c hose aiprop hetiziee	-⌫----|-⌫---|-|----⌫-------|
