form Cilqu ifist	---|--|--⌫|---|
hiaumesquiretantiss entSiquelor	------|--|---------⌫--|-|--|--|
esbaïssent .	----------||
Ilsa nblea	-|--⌫---||
cesquilesesgarden tQuelih i a ume	--|--|--|--------⌫|--|-|-⌫-⌫-⌫--|
espraignenteta rden tCar quant	----------|-|-⌫----⌫|--|----|
les e speesresaillentEstancelesard anz	--|-⌫----|---------|---------|---⌫--|
ansaill entAusicomede ferquifume	-|-----⌫--|---|---|-|--|--|---|
Q ueli feures	-⌫-|-|-----|
l anclum e Qa nt illetret de la	|------⌫|--⌫-|-|-|---|-|-|
faun arge .	----⌫---||
Mout s ontandui li uasalla rgeDe cos	---|-⌫--|----|-|----|--⌫--|-|--|
do ner a gran tplanté Sachascuns boene	--⌫--||----⌫|------|||-------|----|
uolant é D e	------⌫-|-⌫|
tostrandr ecequ ilacro it	---|-----⌫|-|-|-|----⌫-|
Necilnecistnes anrecroitQuetot	-|--|-|---|-||-|------|--|--|
sanzconte et san zmesure	---|----|-|---⌫|-----|
Nerande chetel et ous ur eLiuns al autre	-|----|-----|-|---⌫--⌫|-|--|||----|
sanz respit.	---|-----||
uient a grantdespit Etmoutan estiriez	----||----|-----|-|---|-|--|----|
etchauzQa ntila s	-|----|--⌫-|-|-⌫|
primerainsassauzNauoi tCligés c onquis et mort.	---------|-----||----⌫|------|-⌫-----|-|---||
meruelleuset	---------|-|
fortLidonetel queas esp ie zEst	---|-|---|--|--||-⌫-|-⌫--⌫|--|
d ungenoi lagenoilliez .	|-|-----⌫|----------||
Porlecop don Cligé s che ï	--|-|--|--|------⌫|---⌫-|
Lemperere s	|--------⌫|
mouts esbahiN	---||-----||
onq ues moinsesperduz nenfu Que	---⌫--|----|-------||-|-|--|
seil fust desozlescu	-|-|---|----||---|
Quequillend eüst aueni r.	--|-|-||-|-⌫----|-----⌫||
sepot mietenir Fen yce tant	-|--|--|----|---⌫--|---|
fu esb ahi e Q uel	-|---⌫---⌫|-⌫|-|
ne cr iastS ainteMarieAup l us	-|--⌫---|-⌫----|----|-|-⌫-⌫-|
fortqu eel e	---|--⌫|--⌫|
onques pot.	-----|--||
Mes elenecriac	--|--|-|---||
lifaillilauoiz Et	-|-----|-|---|-|
sicheïpasm eeancroi zSi quel	-|----|----⌫-|-|----⌫|-|-|-|
un poble ciee.	-|-|---⌫---||
ontredrec ieeQuilo nttant	--|------⌫--|--||-⌫-|---|
sorses pieztenue Qu e	--|--|---|----|--⌫|
anso nsan f ureuenue.	-|--⌫|--|-⌫|------||
Mes onqu e snus qui lauei ̈st Q uel sa nb la ntqueele	--|----⌫-⌫|--|--|-|---⌫--|-⌫--|--⌫--⌫--⌫-|--|--|
feï stNeset por coiel	----⌫-|-|--|--|--|-|
Onq uesunsseus	---⌫--|--|---|
nel an blasm a Ein çois l	-||-|-----⌫|---⌫----||
enon tloee	-|--⌫|---|
tui tCar nia	---⌫|--||||
cuitQuelefeïsta usi por luiSe	---|-|--|-----|-⌫--|--|--|-|
il fust anleudecel ui Mesde totce	-|---|-|--|-|---⌫-|--|-|--|-|
Cly gésqu an tF enice cr iaL oï moutbien	---⌫---|--⌫--⌫|-⌫----|--⌫-||--|---|---|
etan ten di Sa uoiz force	-|--⌫---⌫-|-|---|----|
li randiSiresau t sus	-|----|-|-----⌫|--|
i snelemantEt uintau duc irieem ant.	-⌫--------|-|---|-|--|------⌫--||
Sil e requiert	-|-⌫|-------|
etenuaïstQue lidu s toz san	-|-------|--|-|--⌫|--||-|
esbaïs t Car	-------⌫|--|
plus letrueuebateillantFortetleg ieret	---|-|-----|---------|---|-|---⌫--|-|
conbatant Q ue il nau oitf etce	--------|-⌫-|-||--⌫--|-⌫-|-|
lisanb leQantil uind ren tpr e miersansanble.	-|----⌫-|---|-|----⌫---⌫|--⌫-⌫----|-------||
Et porcequ il crie n tson	-|--|-|-|-|----⌫-⌫|--|
assautL idist uaslezseDex me sau t Moutte	-----|-⌫|---|-----|-|--|-|---⌫|---|-|
uoicorageus	--|-------|
et pr euEt s ene fustpormon neueu Qu e	-|--⌫-|-|-⌫|-|---|--|--|----|--⌫|
ie n oblierai iamesuolantier s feïss eat oi	-||-------|-|--|---------⌫|------⌫||-⌫-|
laquerel ete lessass e	-|------⌫|-|-------⌫|
mespl usneman lass asse .	--|--⌫-|-||-|----⌫---||
DusfetCligésque	--|--|------|--|
uosanplest Donne coui en t que s ondro it	--|-|----|--|-|----⌫--⌫|--|-⌫-|---⌫-|
lestCilqui	---|--|--|
recourernel epuet De. i i.	-------|-|-⌫|---|-|-⌫-⌫-|
max quan tfeirel estuetDoit an	--|----⌫|----||-----|---|-|
le moins malue ́ses lire.	-|----|-----⌫-|--⌫---||
Qantamoiprist	---||--|----|
c orr oze ti re	-⌫---⌫-|-⌫|-⌫-|
uostre niés nefi stpas sauoir .	-----|----|-|--⌫-|--|-----||
Autretelpoezor sauoir	-------|---|-|-----|
Qu e deuosferaisonquespuisS e boene	--⌫|-|--|----||-----|---|-⌫|----|
p esa n uosne trui s	-⌫-|-⌫|--|-|----⌫|
Lidusc uisa n ble	-|--|-⌫-|--⌫-⌫--|
queC ligésCreüsta n fo rceto tadés	--|-⌫-----|------|-⌫|--⌫--|--⌫|----|
Pans equ e mialzliui entassez	----⌫|--⌫|----|-|--⌫--|----|
ilfustdeltotlassezQu	-|---|--|--|-----|-|
il enmison chemin	-|---|--|-----|
r ecr oieQuilnautdeltot a	-⌫---⌫--|-|-||--|--|--||
ma leu oieEt	--⌫-|-⌫--|-|
q u ilissedemale rote	-⌫|-|---|-|---|---|
N equedant neliditp as toteLa uerite ́	-⌫-------|-|-|--|-⌫-|---|-|------⌫|
sien apert	-|-|----|
ual le zfetilgentet apert	---⌫--⌫|--|-|---|-|----|
Te uoi mout et defiercorage Mestrop	-|--|---|-|-|---|-----|--|---|
pariésdeiu eneaage.	--|---|-|--⌫--|---||
mepanset saidefi	-|---|-|--|-|-|
ieteuai n c ouociQ uelosne	-|-|---⌫-⌫|-|--|-⌫-|--|-|
p risni aquerroieNeiaprodomeneuerroie	-⌫--|||--------|-|-|------|-|------|
Ne gentcuirege hirdeüsseQueatoi	-|---|--|----⌫--|------|--||--|
conbatu z mefusse Quennor te feroie	-------⌫|-|----|-|----|-|-----|
et moi honte.	-|--|----||
Messe tusezque	--|-|-|--|--|
enorsmonte	----|----|
Granz enorste sera	----|----|-|---|
tozio rzCeques e ulemant	--|--⌫-|-|--|-⌫-⌫------|
estorzTiés	-----||---|
c ontretenuz.	-⌫---------||
est cu ersettalan zuenuzQue	--|--⌫--|-|-----⌫|----|--|
l aq uerelete guerpisse Et queplusa	-⌫|-⌫-----|-|--------|-|--|---||
t oi nech a npisse.	-⌫-|-|--⌫-⌫-----||
DusfetCligésneuosiualt	--|--|------|-|--||---|
O ianttozlediroiz en	-⌫---|--|-|-----|-|
haltNeia niert di t	---|-|-||---|--⌫|
nere contéQ ueuosm	-|--⌫-----|-⌫-|--||
anaie zfet	-|---⌫|--|
bontéEinz quedeuos	-----|---|--|-|--|
aiem erci.	--|-⌫---||
Oianttrestozcesqui	----|------|--|--|
Leu oscouandra recor der Sa	-|-⌫-|-------|-----⌫--|||
moi uosuoleza cor der.	--|--|----|-⌫---⌫--||
Li du soianttoz lerecorde.	-|--⌫|----|--|-|------||
Ens iontfe t pei setacorde.	---⌫|--|--⌫|---⌫|-|-----||
Mescom antquel ipl ez	--|---⌫--|--|-⌫|--⌫-|
soitpris Cligés	---|---|------|
en ote tlos	-|-|-⌫|--|
liGrez ois	-|----⌫--|
g rantioi een orent.	-⌫---|---⌫|-|----||
MesliS esner irenen	--|-|-⌫---|-⌫--||-|
poren tCarbien orent	-----⌫|--|---|----|
t res tuit u eüLors eignor laset re creüNe	-⌫---⌫---|-⌫--|--|-⌫-----|--|-|--⌫----|-|
nefetmie a	-|--|--||
demander C ars ill epoïst	-------|-⌫-||-|-⌫|-----|
amander Ia	------|-|
cesteac ordenefust feiteEinzeüs t Cl igés	----|--⌫---|-|---|----|---|----⌫|--⌫----|
l a metreiteDelcorsseille	|-⌫-|-----|--|---|-|-|-|
poïs tfe ire	-----⌫|--⌫--|
anSess oignere peireDolanzmorneset uergonde usC arde ses	-|----⌫----|--⌫----|-----|-----|-|--------⌫-|-⌫-|-|--|
home sniadeusQuinelteingnent	----⌫||||---|--|--|--------|
amesch eantA	|-----⌫---||
faill i et a	-----⌫|-||
re creant.	--⌫-----||
LiSesne atot e lorue rgoi gneS	-|----||---⌫|--|--⌫----⌫--||
ansontretornéanSessoigne	-|---|-------|-|--------|
Et liGrezoisp lus ne se iornentuersCostantino ble ret o rnent A	-|-|------|-⌫--|-|--⌫------|---|----------⌫--|---⌫-⌫----||
grant ioieetagrantlees ce Carbie n l or	----|---|-||----|----⌫-|--|---⌫|-⌫-|
aparsaproesceCligé saq u iteelauoie .	|--|-|------|------⌫|--⌫-⌫---|-|---||
Orneles siustplus neco nuoie Liemp ereres d	-|-|--|----|---|-|--⌫----|-|---⌫-----||
Ale maigne .	---⌫-----||
A ucongiéde lagentgrifaigne Et	-⌫|------|-|-|---|--------|-|
de sa filleetdeClige ́s E tdel	-|-|----|-|-|-----⌫-|-⌫|-||
empereor apre ́sEstenAlemaigne	-------|----⌫-|--|-|--------|
liemperer e s desGrésSan	-|-------⌫-⌫|--|----||-|
uetmout b auzetmout heitiez .	--|---|-⌫--|-|---|------||
C ligés li preuz	-⌫-----|-|----|
liafeitiez Panse auco mandemantson per e	-|-------|----|-|--⌫--------|--|---⌫|
Se sesoncle s	-|--|-----⌫|
liemperereLecong iéliuial t	-|-------|-|----⌫--|-|----⌫|
otro ierRe qu erreliraetproi erQu a nBretaignele	----⌫--|--⌫--⌫---||--|-|----⌫-|-|-⌫|--------|-|
lesta le r	---|-⌫--⌫|
A so no nclee t auroipar ler C arconoi stre	|--⌫|-⌫---|-⌫|-|--|---⌫--|-⌫-|-----⌫---|
Deuantlempereorsaquial tEt	-----||-------||------⌫|-|
sili prieseluiplestQuean Bretaignealer	-|-|---|-|--|----|--|-|--------|---|
lelest ueoir sononcle	-|---|----|--|----|
etsesa mis .	-|--|-⌫--||
M out sagemant	-⌫--|-------|
requis Messes oncles	-----|--|--|-----|
lenesc ondit Qantil	|-|---⌫----|---|-|
sa reques teetson ditOt toteoi ̈e etescoutee	-|------⌫-|-|--|--|-|---|--⌫-|-|-------|
Bia x niésfetilpasne m agr eeCe	---⌫|----|--|-|--|-||---⌫-|-|
que partiruolezde	--|-----|----|-|
I acestcongiénecestotroiN auroizdemo i	-⌫|---|------|-|---|----||-----|-|--⌫|
qu i l ne megrietCarmo ut m e	-|-⌫|-|-|----|--|--⌫-|-⌫|
p l este tmou tmesietQue uossoiezconpainzet	-⌫-⌫--|-⌫|---⌫|-|---|--|--|----|-------|-|
sir eAuoec m oi detotmonempi re	---⌫|----|-⌫-|-|--|--|----⌫-|
paschosequil i s ieeCligés quantsesoncl esli	--|----|--|-⌫|-⌫--|------|----|--|----⌫-|-|
uiee Cequilli dem andeetrequi ert.	---|-|-|-|-|---⌫---|-|-----⌫--||
Sirefetil amoin	---|--|-||--||
afiertNetantpre uz n esages	-----|-|---|---⌫-|-⌫|----|
ne s uiQueauoec uos	-|-⌫-|--|----|--|
nauo ec autrui Ceste	|---⌫-|-----|----|
conpaigniereçoiue Nequampire	---------|-------|-|-|-----|
maintenirdoiue .	--------|----||
Tropsuianfeset petitsai	---|--|----|-|----|--|
P or cetoch eanlo ra	-⌫-|-|----⌫|-||-⌫||
l essaiQuelanco noisse s il est	|----|--||-|--⌫-----||-|--|
Ausi uoel iecen	---|---|-||-|
e st lafin sMoi	-⌫-|-|---⌫|--|
essaier etesprouer Laouie	------|-|-------|-|-|-|
cu it les saitrouer.	--⌫-||--⌫--|-----||
AnB retaignese i e suipr euzMe	-|-⌫-------|-|-⌫|--|--⌫--|-|
porraitochiera laqueuzEt al	-----|------||-|----|-|||
essaifinet uer aiOmaproesc eesprouerai	----|--|-|---⌫-||-|------⌫|---------|
Qu an Bretaigneso ntliprodome	-|-|--------|--⌫-|-|------|
Quenorsetp roescerenome .	-|----|-|-⌫-----|-----||
E tquienor ui alt gue aignie rA cessedoit	-⌫|--|---|--⌫--|---⌫------⌫||--|-|---|
a co npaignie rEnor	-⌫--⌫--------⌫|---|
iae tsiguea igneQui	||-⌫|-|----⌫---|--|
aprodomesaconpaingne	|------||----------|
Po r cele congiéuos	--⌫|-|-|------|--|
d emantEtsachiezbiencertenema nt Ques euos	-⌫----|-|------|---|---------⌫-|--|-⌫|--|
anenuoiezEt l e donnemanotroiezQu e	-|------|-|-⌫|--|-||-|------|--⌫|
girais anz	|---|-⌫--|
uostre cong ié Biaxniés	-----|----⌫--|---|----|
einçoisleuosdo inggiéQant	-------|-|--|--⌫--|---|---|
ieuos uo idetel	-|--|--⌫|-|--|
meni ereQue par for ce nep arproiereN e	----⌫--|--|--|---⌫-|-|-⌫-|------|-⌫|
uosp or roieretenir.	--|-⌫--⌫---|------||
Or uosdoint	-|--|----|
Dexdel re uenirCorageetuolenté	--|--|--⌫----|-----|-|-------|
partan s .	--|---⌫||
Desqu eproiere ne	--|--⌫|------|-|
desfa nsNeforce	-----⌫-|-|----|
niauroitmestierD o retd ar gentplain	||-----|------||-⌫|-||--⌫---|----|
setie ruoel que uos	-----⌫|---|--|--|
an faciezporter Etcheuaxpor	-|-----|-----|-|-----|--|
uos de porteruosdonraitotauostre	--|--⌫-----|--|-----|--||-----|
N otpasbienla pa r olediteQant C lig és	|-|--|---|-|--⌫-⌫--|---|---|-⌫---⌫--|
l enot mercié .	|-|-|------||
Totquanque lia	--|------|-||
destinéLiemp ereres et	-------|-|---⌫-----|-|
p romisL ia maintenantdeuantmis.	-⌫----|-⌫||---------|-----|--||
Cligé s tan t c on	------⌫|---⌫|-⌫-|
etsist Dau oiret d econpaignons	-|---||--⌫--|-|-⌫|----------|
pr ist Mesa oe ́s	--⌫--|--||--⌫-|
lesuencors demainne.IIII.	-|---|---|-------|-----|
diuers destrie rs	-----|-------⌫-|
anmainneUn s o r.i.	-|-----|-|-⌫-⌫|--|
fauueun blancun noir.	----|-|----|-|---||
Me s trespass éuosduiauoir Ce	--⌫|--------⌫-|--|--|----|-|
quatresp asser nefetmie .	-||-----⌫----|-|--|--||
Clig é saFenice samieuet	----⌫--⌫||-----||---|--|
congié querre et demande rQ ua Deu lauold ra comander	------|-----|-|-------⌫|-⌫||--|-|----⌫-|-------|
Deuantliuientsi sag enoillePlorant que de	-----|-|----|-||--⌫------|------|--|-|
seslermes moill e	--|-----|-----⌫|
Tot so nbliautetson h ermine Etuer sterres e s	--|--⌫|-----|-|--|-⌫-----|-|---⌫|----|-⌫-⌫|
ial zanclineQu ededroitesgarder ne lose	---⌫|------|--⌫|-|----|-------|-||--|
Einsicom edaucunechose	----|---⌫||-----|----|
li me sprisetforfe it Sisanble queuergoigne en	-|--⌫----|-|-----⌫-|-|-----|--|--------|-|
Et Feny cequi ler egarde	-|----⌫-|--|-|-⌫-----|
C omef oiblechos eet	-⌫--|-⌫----|----⌫|-|
c oarde Nese tqueleacoisonsle	-⌫----|-|--⌫|----|-------|-|
S il iad it aq uelque	-⌫|-⌫||-⌫-||-⌫-----|
painneAmisbiax frereleuezsusSeez	-----|---|---|----|----|--|---|
lezmoi n e	--|--|-⌫|
pl o rezpl us Et di tesmoi uost r e p l eisir.	--⌫-⌫--|--⌫-|-|--⌫--|--|----⌫-⌫|-⌫-⌫----||
Dame quedir equeteis ir C ongiéuosqui eret	---|--|---⌫|--|----⌫-|-⌫-----|--|---⌫-|-|
con giéproi CaranBretai gne aler	---⌫---|---|--|-|------⌫--|---|
D oncme ditesp orquel	-⌫--|-|----|-⌫-|---|
besoi gneEinçoisquelec o ngi éu osdoig ne.	-----⌫--|-------|--|-|-⌫-⌫---⌫-|-⌫-|----⌫-||
Dame mesperes	---|--|----|
mepria Q ant ilmoru tet deuiaQ uepor	-|---|-⌫--|-|----⌫|-|----|-⌫-|--|
riennuleneleissasseQue ieanBretaig n enala s se	---|---|-|--------|--|-|-|-------⌫-⌫||---⌫-⌫-|
T antost con cheua liersseroieEt	-⌫-----|--|-----⌫----|-----|-|
nulene uoldroie	---|-|-------|
Soncomandemanttrespa sser .	--|----------|------⌫---||
Ne mestouragueireslasserAaler	-||------|------|-----||---|
desciiusquela.	--|-|-----|-||
En Gr ecetrop l ong ueu oie aEt	-|--⌫--|---|-⌫---⌫-|-⌫--||-|
se anGr ece	-|-|--⌫--|
man a loieTropmeseroit	|-|-⌫---|---|-|-----|
uoieDeCo stantinobleanBretaig ne .	---|-|--⌫----------|-|-------⌫-||
Mes droizestqu	--|----|--|-|
auoscongiépr a igneComacelicui	|--|------|--⌫-⌫---|--||---|--|
gesuitoz .	-|--|--||
Mouto tf ezsopirset sanglozAupa rtir c elez et	---|-⌫|-⌫-|-----|-|------|-|--⌫---|-⌫---|-|
cou er z Q ueu nsn ot tant l es ialzouerzN e	---⌫--⌫|-⌫-|-⌫-||-|---|-⌫-|---|----|-⌫|
tanti rega rtcleremantQau departir	---||----⌫-|--------||-|-------|
certenemantDe	----------|-|
u eri tésauoi rpeüst	-⌫---⌫--|-----⌫|-----|
Queantr aus.ii.	--|---|--|---|
amoreu ̈ st .	---|--⌫-⌫-||
Clige ́siasoitce quill i	-----⌫-|-|---|-|-|-|-⌫|
p oistSanpart	-⌫---||-|---|
tantos tcon	------⌫|--|
il l iloist Pans is	-|-⌫|----|----⌫-|
s anuet pan si sremaint	|-|--|---⌫--⌫|------|
Lempereres e t autremai nt	|--------|-⌫|----|---⌫-|
MesFenic e estsor t ozp ansiueEle	--|-----⌫|--|--|-⌫-|-⌫-----|--|
n e trueu e fonzneriueEl	-⌫|-----⌫|---|-|---|-|
p anserdomele estemplieTantientantet	-⌫----|--|--|--|-----|---||-----|-|
monteplie.	--------||
Pansiue estan Grece	------|--|-|----|
gr ant enor	--⌫--|---|
i futenueCome damee temperer iz Etses	|-|----|---|---|-⌫|-------⌫-|-|--|
cuerset s esesperi zEstaCligés quel	----|-|-⌫-|------⌫|--||------|---|
par tquil tort	---⌫|-|-|---|
Neianequiertqu	-|-|-|-----|-|
a li retort	|-|-----|
Sescuerssecil ne li apo rteQui	--|----|-|--|-|-|---⌫--|--|
m uert delmaldo nil	-⌫---|--|--|--⌫|-|
l a mo r teEts ilgaristelegarra	||--⌫-⌫-|-||-|-----|--|----|
Neiac ilnele	-|-|-⌫-|-|-|
co npa rraQueleautresi ne	--⌫---⌫--|-|--|------|-|
leconper t	-|------⌫|
En safac eses	-|-|---⌫|--|
maxaper tCarmoutest palie	--|----⌫|--|---|--|----|
et chan giee.	-|----⌫---||
desaf a ceestra ngieeLacolor	-|-|-⌫-⌫-|-----⌫----|-|----|
f resche clere	-⌫-----|----|
et pureQu eassisei	-|---|--⌫|-----||
auoitNatur e.	----|-----⌫||
Soua ntploresouant	----⌫-|----|-----|
sopireMout lie st pod eson emp i reEt de	-----|---|-|-⌫-|-|-⌫|--|---⌫-⌫-|-|-|
la gran tenor quele	-|----⌫|---|-|--|
oreque Clig éss	--|--|----⌫--||
enalaEtleco ngiéqu	-|--|-|-|--⌫----|-|
ilprist aliComilchan iacomil	-|----||-|--|-|----⌫-|--|-|
p ali L esler mesetla contenanceAtoziorz an	-⌫--|-⌫-|---⌫--|-|-|---------||--|---|-|
saremanbranceComilui ntdeuantliplorerCon	-|----------|--|-|--⌫-|-----|-|-----|--|
silladeüst aorerHumblesetsinplesa	|-|-|-----|----|------|-|------||
Totceliestpleisanz	--|-|-|--|-------|
et dolzA reconte retaretre i re	-|---||-------⌫|-||-----⌫-⌫-|
A présporboe ne	-⌫----|--|---⌫-|
bochefeire Metsorsa leingu e .i.	----|----|--|--|-|------⌫|--|
po despeceQuee leportres t oteGre ceA n	-||-----|--|-⌫-|--|----⌫-⌫--|---⌫-|-⌫|
ce luisan qu ele le pri stNeu oldr oi tquecil	--⌫--|--|-|--|-|---⌫-|-|-⌫----⌫--⌫|--|--|
iap ans é parfaintié Qu elene uit	-|-⌫---⌫-|--|-------|-|--|-|--|
dautre dai ntiéNea ut rechose ne	|----|---⌫----|-|-⌫--⌫-|----|-|
Cilseusmozlasostientetpest	--|---|--|-|-------|-|---|
ma xlia soage .	--⌫|-|-⌫----||
Daut re mes	|---⌫-|--|
ned autrebeurage	-||----|------|
Nesequ iert pestre nabe urerCarq u a nt ceuint	-|-|--⌫---|-----||---⌫---|--|-⌫-⌫-⌫-|-|---|
a ud esse u rer DistClige ́squ i lestoitt ozsuens	-⌫|-⌫----⌫-⌫--|---|-----⌫-|-|-⌫|-----|-⌫-|----|
Cistmoz liestple isanz et	---|--|-|--|---⌫----|-|
buensQuedela leing ue au cue rlitoche Sel	----|--|-|-|-----⌫-|-|---⌫|-|----|--|
m et elcueretan la boch ePorce	-⌫-|-|---|-|-|-|----⌫|--|-|
q uemialzenestseüre.	-⌫-|----|-|--|-----||
Desoz n u le autre serreüre	----|-⌫-⌫-|----|--------|
c esttresorest oie r N el porr oitsi	-⌫--|-----|---⌫---⌫|-⌫-|----⌫--|-|
bie n enuoier Enautreleu com ansoncuer	---⌫|------|-|----|--|--|-|--|---|
Ianel metra	-|--|----|
forsa nul fuer Ta n tc r ientlar r ons	---||--|---|--⌫-⌫|-⌫-⌫---|---⌫-⌫--|
etrobeors Me sdeneantl iuient pe orsE t	-|------|--⌫|-|----|-⌫|----|--⌫--|-⌫|
porneant cri ent	--|----|---⌫--|
lese scobles Carcist	--|-⌫------|--|---|
auoir snestmiemobles Ei nzest ausi com	-----⌫||--|--|-----|--⌫-|--|---|--|
