#META#TextURILancI	-----|------|----|
#ME TA#DEAF	---⌫--|---|
#META #FEW	-----⌫|--|
#META# ARLIMAhttps//www.arlima.n et/ad/chretien_de_troyes.ht m l#cha	-----|-----|-------------------⌫---------------------------⌫-⌫----|
#META# Au thor Ch rétien deTroyes	-----|--⌫---|--⌫------|-|-----|
# M ETA#AuthorBorn1130	-⌫-⌫---|---------|---|
#MET A# Au thorBo rnAmbc	----⌫-|--⌫------⌫----||
#META#Auth orDie d1180	-----|----⌫-----⌫|---|
#META#Autho rDiedAmba	-----|-----⌫-------||
#M ET A#A uthorFl1	--⌫--⌫-|-⌫-------|
#META#AuthorFl2	-----|--------|
#META#TextTitleLan celot	-----|--------|---⌫----|
#META#TextSub ti tle LeCheualier	-----|-------⌫--⌫--|-|--------|
Trop m efustmaio ie	---|-⌫|---|-|--⌫-|
estrangie e	---------⌫|
S unscheualie rsanmon s erui se	|--|--------⌫-|-|--|-⌫----⌫-|
E ü stmo rtreceüeetprise.	-⌫--⌫-|--⌫-|------|-|-----|
l irois delisep art	-⌫|---|-|-|-|-⌫--|
E t mol test	-⌫|---⌫|--|
larei ̈netar t	-|---⌫--|---⌫|
Quesaio e etsesamis uei gne.	--|-|--⌫|-|--|---|---⌫---|
Na mes talant	||--|-----|
que ele teigne	--|--|-----|
Atahin e d en u le chose.	------⌫|-⌫|-⌫-⌫-|-----|
Mes nouel equine repose	--|-----⌫|--|-|-----|
Einzcort to ziorsqu ele ne	---|---|--⌫|---|-|--|-|
Derechi ef uientalareïne	-|-----⌫-|----||-|-----|
QueLancelotocisse fust	--|-------|---|-|---|
Porli sefeireli	--|-|-|----|-|
El een est l iee etselcroit	--⌫|-|--|-⌫--|-|--|----|
Mesne l uolsi s t po rnule r ien	--|--⌫|-----⌫-⌫|--⌫|---|-⌫--|
Que trop li	--|---|-|
fustm esauenu.	---|-⌫-------|
Etantretant	-|----|---|
e zuosuenu	-⌫|--|---|
Lan celo tq ui molts ehastoit.	---⌫----⌫|-⌫-|---|-⌫|-------|
Maintenantquelirois	---------|--|-|---|
Sel c ortbeisier et	--|-⌫--|------|-|
u isl ie stquil doieuoler	-⌫-|-⌫|-⌫-|-|-|---|----|
Tan tlefet saioie	---⌫|-|--|-|---|
Me sl a io ie fo n t abregier	--⌫|-⌫|--⌫-|--⌫-⌫|-------|
lïerentetprind rent	-------|-|-----⌫---|
lor di s tquemariuindrent	--|--⌫-⌫|--|--||-------|
Quetuit sont m ortet c on fondu.	--|---|---|-⌫--|-|-⌫--⌫-----|
Etillionttant res pondu	-|-|-|--|---|---⌫----|
Quil cuidoientquil leuolsist.	-|-|--------|-|-|-|-------|
Mo idesplest	--⌫|-------|
ilmesi l uossist	-|--|-⌫|--|---|
rois n aluir ie nne	---|||--|-⌫--⌫|-|
Luin auezuosfe tnulehonte	--||---|--|--⌫|---|----|
Semoinon quileconduisoie	-|--|--|--|-|---------|
C omant quilsoitlahonte e stmoie.	-⌫----|-|-|---|-|----|-⌫-|----|
Mesianeuos	--|-|-|--|
a ngaberoi z	-⌫|-------⌫|
Quantuosde	----|--|-|
moieschaperoiz	--|----------|
QantLa ncelozlotc orrecier	---|--⌫-----||-|-⌫-------|
De la pesfeire etadrecier	-|-|--|----|-|-------|
qui lonquespuetsep ainne	-|-⌫|-----|---|-|-⌫----|
Tantquill afeitelorslen ma inne	---|-|-|||----|---||-|--⌫---|
Li rois lareïn eueo i r.	-|---|-|-----⌫|---⌫-⌫-|
Lors nelessamiecheoir	---|-|----|--|-----|
Lareïnesesialz uersterre	-|-----|--|---|---|----|
Ei nzlal al ieema nt re que rre	--⌫-||--⌫|-⌫-----⌫-|--⌫---⌫--|
Si lenorad esonpooir	-||----|-⌫|--|----|
Etselfi stlezli	-|--|--⌫-|--|-|
Puisparler entagrant leisir	---|------⌫--||----|-----|
De quanquelorui nt aplei sir	-|------|--|--⌫-||----⌫--|
Nematierene lo rf ailloit	-|------|-|--⌫|-⌫------|
QuAmorsassezlor	-|----|----|--|
anbailloit.	-|--------|
Etq uantLanceloz uoitsoneise	-|-⌫---|-------|---|--|---|
Q uilneditrienquemolt nep leise	-⌫|-|-|--|---|--|---|-|-⌫----|
Lareïnelors aconsoil	-|-----|---||------|
Ad it Damemoltme meruo i l	|-⌫-|---|---|-|-----⌫-⌫|
P or coitel sanbla ntmefeïstes	-⌫-|--|--|------⌫-|-|-------|
Auant h ier quantuosmeu eïstes	----|-⌫--|----|--|-|-⌫------|
Nonquesun motnemesonastes	|-----|-|--|-|-|-------|
la mort nem	-|---|-||
an donastes	-|-------|
ta n tdehardemant	--⌫-⌫|-|--------|
Quetantcom or	--|---|--|-|
uo s an demant	--⌫|-|-----|
uo s en osassedemande r.	--⌫|-|-----|-------⌫-|
suipre zde lamander	--|---⌫|-||------|
Mes qu elefo rfet ditmaiez	--|--⌫|-|--⌫---|--||---|
Domiaiesté m o ltesmaiez.	--||-|----|-⌫-⌫-|-------|
E tlareïnelirecon te	-⌫|-|-----|-|-----⌫-|
ComantDonne üst es uoshon te	-----|--||-⌫----⌫-|--|---⌫-|
De lacha rret eet	-|-|---⌫----⌫|-|
si dotastes	-|-------|
Moltagrantenuizimontas tes	---||----|----||------⌫--|
Q ua n t uosdemorastesd euspas.	-⌫--⌫-⌫|--|---------|-⌫--|---|
Por ceuoi rneuosuosi e	--|-|---⌫|-|--|--|-⌫|
Nearesn ierne esgarder.	-|-----⌫--|-|--------|
-Autr efoiz me doin t Dex	|----⌫|---|-|----⌫|--|
FetL anc elozdetel	--|-⌫---⌫---|-|--|
d em oime rcine t	-⌫|-⌫-|--⌫--||-⌫|
moltgrantdroit.	---|----|-----|
Damepo rDeuto tor	---|--⌫|--|--⌫|-|
Demoil amandeanrec e uez	-|--||-----|-|---⌫-⌫--|
Etseuos ia le medeuez	-|-|--|-|-|-|----|
Pardonerp or	-------|-⌫-|
Deuselme dites	--|--|-|----|
-Amistozans oiezuos quites	|---|--|-|-⌫---|--|-----|
Fet lar eïneoltre e mant	--|-|-⌫----|-----⌫-⌫---|
Ieluospardoingmolt boenema nt.	--|--|-------|---|-------⌫--|
- Damefe t	|---|--⌫|
il uos tremerci	-|---⌫--|----|
Mesie neuospuismie ci	--|-|-|--|---|--|-|
T ot direquanque g euoldroie	-⌫-|---|------|-⌫|-------|
uolantiersauo s	---------||--⌫|
parle roie	-----⌫---|
Plus aleisirs	---||-----||
ilpooit estre.	-|----|-----|
Etlareïne	-|-|-----|
unefenest r e	--|------⌫-⌫|
Limo stre alue l	-|--⌫---|||--⌫|
nonmie audoi	--|--|-|--|
Etditu en ezparler	-|--|-⌫--⌫-|-----|
Acelefe nestre	|---|--⌫-----|
a nquenuit	-⌫-------|
Quantparceanz	----|--|----|
dormir ont tuit	------⌫--|---|
Etsi uanroiz par	-|-|------|--|
celue r gier.	--|--⌫-⌫----|
Ceanz antrer n e h er b ergier	----|-----|-⌫|-⌫--⌫-⌫-----|
Neporroizmieuost ec ors	-|------|--|----⌫|-⌫--|
Ie s erai anzet u osdefors	-|-⌫---|--|-|-⌫-|-----|
Queceanzne po rroizuenir.	--|----|-|--⌫----|-----|
Ne ienepo r ra i	-|-|-|--⌫-⌫--⌫|
forsdeb ocheoudemain	---|-|-⌫---|-|-|---|
Messiluosplest iusqu ademain	--||-|--|----|----||-----|
Iseraiporamo rde uos.	|----|--|---⌫|-|---|
Asanblerne porr i ̈ensnos	-------|-|----⌫-⌫---|--|
c hanbredeuantmoi gist	-⌫-----|-----|--|---|
Kexli seneschax qui len guist	--|-|--------|--|---⌫----|
Despla iesdomil estcouerz .	--|---⌫--|--|-|--|------⌫|
E tlihuisne	-⌫|-|---|-|
r estmieouerz	-⌫--|--|----|
Einzestbienf ers	---|--|---|-⌫--|
e t bien gardez.	-⌫|---|------|
Quant uo s	----|--⌫|
ua nd roizsi	--⌫--⌫---|-|
uos gard ez	--|----⌫-|
Quenuleespie ne uos truiss e.	--|---|----|-|--|------⌫-|
-Dame f et il laou i e pu isse	|---|-⌫-|-|-|-|-⌫|--⌫---|
Nemeuerraian ul eespie	-|-|----|-|-⌫--⌫|----|
Qui malipantne	--|--||---|-|
ma l andie.	--⌫|-|---|
Sidepartentmol t	-|--------|---⌫|
L ancelozistforsdelac han bre	-⌫------|--|---|-|-|-⌫---⌫--|
Si liezqueiln e li	-|---|--|-|-⌫|-|
Denuldetrestoz sese nuiz.	-|--|-|------|--|-⌫----|
Mestrop lidemorela nuiz	--|---|-|-----|-|---|
Et li ior zliaplusduré	-|-|---⌫|-||---|----|
Quecen tautre ou cun s anz	--|---⌫|----|-||--⌫|--|
Auparle ment mo lt	-|-----⌫---|--⌫-|
uolentiers	---------|
Sanalast si l	|-|----||-⌫|
fust anuiti e ́	---|------⌫-⌫|
uaintr eluitié	------⌫|------|
Quelan u izmoltno ir eetoscu re	--|-|-⌫-⌫-|---|--⌫--⌫|-|----⌫-|
L otmisdesozs acouerture	|-|--|----|-⌫|--------|
s achapeafublé.	-⌫|----|-------|
Quant il uitleiorenu blé	----|-|--|-|--|---⌫---|
Sise fetlase t t raueillié	-|-|--|--|-⌫|-⌫---------|
E tdit que	-⌫|--|--|
moltauoit ue illié	---|----|--⌫-----|
Sauoitmestierderepo ser.	|----|------|-|----⌫---|
anten dreetgloser	-----⌫--|-|-----|
auez fetautre tel	---|--|-----⌫--|
Quep or la	--|-⌫-|-|
gentdes onoste l	---|-|-⌫-|----⌫|
las etse fetcouchier	--|-|-|--|-------|
litmoltc hier	--|---|-⌫---|
Queporrien il	--|--|---|-|
r ep osast	-⌫--⌫----|
N ilnepoïstne iln	|-|-|-----|-|-||
Neil ne uolsist	-|-|-|------|
pas au o i r	--|--⌫-⌫-⌫|
L ehardemantne	-⌫|--------|-|
Molttostetso ̈ef	---|---|-|--⌫--|
s a n leua	|-⌫|---|
Nece mienel i greua	-|-|--|-|-⌫|----|
Quilneluisoit lune n estoile	-|-|-|------|---||------|
Nan la meiso nnauoit chandoile	|-|-|-----⌫||----|--------|
Nelan penela nterne ardant.	-|---⌫-|-|--⌫-----|------|
Ensis ana la	---||-|-⌫-|
Conquesnu sgar denesanprist	|-----|--⌫|---⌫-|-||-|----|
Einz cuidoien t	---|--------⌫|
q u i lse dormist	-⌫|-⌫|-|------|
Ansonlit trestote	-|--|--|-------|
Sanz con p aignieet sanzconduit	---|---⌫-⌫-----|-|---|------|
uers le u e rgiersan ua	---|-|-⌫-⌫----||-|-|
Qu onquesnulhomenancont ra	-|-----|--|---||------⌫-|
li e stbie ncheü	-|-⌫-|---⌫|----|
Cunepiec e delmu rcheü	|--|----⌫|--|--⌫|----|
Ot eluergiernouele ma nt .	-|-|------|------⌫--⌫--⌫|
Parcele fraite isnelem ant	--|---|-----|-------⌫--|
passe etuet t ant queil uient	----|-|--|-⌫--|--|-|----|
Alafe nestreet lase	|-|--⌫-----|-|-|-|
Sicoizqu ilnitostn estern ue	-|---|-|-|||---||------⌫-|
Tantq uela	---|-⌫-|-|
reïneestuen ue	-----|--|---⌫-|
En unemolt bl a ncheche mi se	-|--|---|--⌫-⌫---|---⌫--⌫-|
Nots us blïautn eco temise	|-|-⌫-|------|-⌫|--⌫-|---|
c ort mante l ot desus	-⌫--|-----⌫|-|----|
Desc arl ate	|---⌫---⌫--|
etdec isemus.	-|-|-⌫------|
QuantLancelozu oit la reïn e	----|-------|-⌫--|-|-----⌫|
lafenestre sacline	-|-------||-----|
Quid egros fe rs estoitferree	--|-⌫|---|--⌫-|-----|-----|
d olz salulae nerree.	-⌫--|---|||-⌫------|
Eteleu nautretost lirant	-|--|-⌫|----|---|-|---|
estoientdes irrant	-------|---⌫-----|
Ildeli et eledel ui.	-|-|-|-|--|-|-⌫--|
Ne t ienentparleman tneplet.	-|-⌫-----|--------⌫|-|----|
l autrese tret	|----|-|---|
Eta n dui mai namain setienent.	-|-⌫-⌫--|---⌫||---|-|-------|
Deceque ansanble	-|-|--|-------|
neuiene nt	-|-----⌫-|
Lor p oisemolt	--|-⌫---|---|
a desmesur e	|--------⌫|
Qu ilanbl asmentlaferreüre.	-|-|-|--⌫-----|-|---------|
Mes deceL ancelozse uante	--|-|-|-⌫------|-|----|
a lareïne atalante	|-|-----|-------|
Au oecli l eanzante rra	--⌫--|-|-⌫---|----⌫--|
I apor lesf ers neremanra.	-⌫|--|--|-⌫--|-|-------|
Etlareï ne	-|-|----⌫-|
Ne ue ezuoscon cist ferso nt	-|--⌫-|--|--|---|--|--⌫-|
R oideaploie r	-⌫---||-----⌫|
et fo rtafraindre	-|--⌫-||-------|
Ia ta n tne les porroizdestraindr e	-|--⌫-⌫|-|--|------|----------⌫|
Netire rauosne	-|----⌫||--|-|
poïss iezarachier.	------⌫--|--------|
or ne uoschaill e	-|-|--|------⌫|
Ianec uitquefersrien i uaille	-|-|-⌫--|--|---|---||-----|
Rien for suosne mepuet t enir	---|---⌫|--|-|-|---|-⌫---|
nepuisseauosuenir.	-|-----||--|-----|
Se u ost recon giez lem	-|-⌫---⌫-|---⌫---|-||
Totem estdeli urel a	---||--|----⌫--|-⌫|
Messeil bie nne	--|-|-|---⌫|-|
elesi anconbree	--|-|--------|
Que ni passeroiepor rien.	--|||--------|--|----|
-Ce rt esfe t eleieluo elb ien	|--⌫--⌫-|--⌫|--|--|--⌫-|-⌫--|
Me suoloirspasne	--⌫|------|--|-|
uosdet ient	--|---⌫---|
Mesta ntatandre u oscouient	--|--⌫-|------|-⌫-|------|
Quanm on lit	-|-|-⌫-|--|
soi e recouchiee	---⌫|---------|
Qued e noise neuos me schiee	--|-⌫|----|-|--|--⌫-----|
aur oitgeu nede port	---⌫--|--|-|--⌫---|
Seli s e ne s chaxquici	-|-|-⌫-⌫--⌫-⌫---|--|-|
Sesuei llo it iapor nostre noise.	|-----⌫---⌫-|-|--|-----|-----|
Porce stbiendroizque ieman	--||-⌫-|---|----|--|-||-|
n i por roit	||---⌫---|
nul bienn ote r	--|---|-⌫---⌫|
meueoitci ester.	-|----|-|-----|
-Damefet i l oralezdo nques	|---|--|-⌫|-|---|--⌫----|
Me s de ce	--⌫|-|-|
ne dotezuosonques	-|----|--|-----|
Que ie idoien oisefa ire.	--|-||---|-⌫---|--⌫---|
ancuitles fers traire	-|---|--|---|-----|
an traueillerai	-|-----------|
Nen elui n anesueillerai.	-|-⌫---||-|-----------|
At antlareïne santorne	|-⌫--|-|-----||-|----|
Etcils apa roi lleetatorn e	-|--||---⌫---⌫--|-|-----⌫|
Dela fenes tredescon fire.	-|-|-----⌫--|------⌫----|
se prantetsach e ettir e	-|----|-|----⌫|-|---⌫|
Si quetrestoz ploierles	-|--|------|-----|--|
Et quefors del orleus	-|--|---|-|-⌫-|---|
les t r et.	--|-⌫-⌫--|
Messi esto it tranchanz li fe rs	--|-|----⌫-|--------|-|--⌫-|
Quedel doimameiusqu as ner s	--|--|--|---|----|-|---⌫|
Lapre mie re oncesan creua	-|---⌫---⌫-|---||-|----|
autredoisetrancha	----|--|-|------|
Lapr emerainneiointe tote	-|--⌫--------|-----|---|
sancquiiu s andegote	---|--|--⌫|-|-----|
Ne d esplaiesnule ne sant	-|-⌫-|-----|---|-|---|
Cil quiaautrechos e ant ant.	--|--||----|----⌫|---⌫---|
Lafe nestr e n est	-|--⌫-----⌫||--|
Neporquant Lancelozi	---------|-------||
Molttost et moltdeliuremant.	---|---|-|---|-----------|
AnsonlittrueueKeu	-|--|--|-----|--|
Etpuisuinta ulit lar eïne	-|---|---|-⌫|--|-|-⌫----|
Si laore etse	-||---|-|-|
li ancline	-|------|
Carannul corssaint ne cro it	--|-|--|---|----|-|---⌫-|
Etla rei ̈ neli e stant	-|-|---⌫-⌫-|-|-⌫----|
Ses bra zancon tr esilanbrace	--|---⌫|-----⌫--⌫|-||------|
Estro it presdesonpiz lelace	-----⌫-|---|-|--|--|-|---|
Si lalezli ansonlittret	-|||--|-|-|--|--|---|
Etle plus belsanbla nt	-|-|---|--|------⌫-|
Queel e o nquesfeir e lipuet	--|--⌫|-⌫----|----⌫|-|---|
delcuerlimuet.	--|---|-|----|
D Amorsuientquele leco ni ot	|----|----|-|--|-|--⌫--⌫-|
elea lu igran tamor	--||--⌫|----⌫|---|
Etil. c. miletan z ali	-|---⌫-|---|---⌫||-|
Car at ozautresc uer s fai lli	--||-⌫-|-----|-⌫---⌫|---⌫--|
Amorsauersq uausuen ne f ist	----|----|-⌫|-|---|-|-⌫--|
to t ereprist	--⌫-⌫|------|
fusi anteri ne	-|-|------⌫-|
aut res cuers	---⌫--|----|
fufrarin e.	-|------⌫-|
Lancelozquanq uilui alt	-------|-----⌫|-|--⌫--|
Qantlare ï nea ngrérequ ialt	---|-|--⌫--⌫-|-⌫|---|----⌫---|
Sa c onpagni eetsonsol az	-|-⌫-------⌫|-|--|---⌫-|
a ntresesbraz	-⌫---|--|---|
Eteleluiantreles	-|--|--|----|--|
Tant li estsesieus dolz et	---|-|--|--|---|---|-|
Etdelbeisier etdelsan tir	-|--|------|-|--|---⌫--|
Queillorauintsanzman tir	--|-|--|----|---|---⌫--|
Uneioieet une	--|---|-|--|
m eruoille	-⌫-------|
Telconquesen co resa	--||-----|--⌫--⌫-|-|
oï eneseüe	---⌫|-|----|
Mestoz iorz iertpar	--|--|---|---|--|
conte nedoit	----|-|---|
estre dit e.	----|---⌫-|
Des io iesfu	--|--⌫--|-|
laplus eslite	-|---|-----|
d elitablecele	-⌫-------|---|
Queli contes nos	--|-|-----|--|
testetcele.	---|-|----|
Mo ltotde i oi eetde	--⌫-|-|-|-⌫--⌫|-|-|
Lanceloz totecelenuit.	-------|---|---|----|
Mesli io rzuientquimolt	--|-|--⌫-|----|--|---|
Quantd elezs amie	----|-⌫|--||---|
Auleu er fuil droiz martirs	-|---⌫-|-|-|----|------|
Tantl ifugri éslidepartirs	---|-⌫|-|---⌫--|-|--------|
Caril isu efre g ran tmartire.	--|-||--⌫---|-⌫---⌫|-------|
Sescuersad és	--|----|--⌫--|
cele parttire	---|---|---|
Oulareïne se	-|-|-----|-|
Na pooirque illanremaint	||----|--|-||-|------|
Que lareï ne tantli	--|-|----⌫-|---|-|
Quiln a talantque il lal est	-|-|||-----|--|-|-|-⌫--|
sanuetlicuers	|-|--|-|----|
Droi t ue rslafen e stre san torne	----⌫|--⌫-|-|---⌫-⌫---||-|----|
Mesdes o n corstanti r emaint	--|-|-⌫-⌫|---|---||-⌫-----|
Qu elidr apsontt achié ettaint	--⌫|-|--⌫-|---|-⌫-----|-|----|
Del sanc qu icheï deses doiz.	--|---|--⌫|----|-|--|----|
Moltsan partLanceloz destroiz	---||-|---|-------|-------|
Plainsd esopirsetplains de	-----|-⌫|-----|-|-----|-|
Del ra sa nbl e rnestpas p r istermes	--|--⌫--⌫---⌫-⌫||--|--|-⌫-⌫-|-----|
Ce poiseluimesne p uetestre.	-|----|--|--|-|-⌫--|-----|
Ae nui zp asse ala	|-⌫---⌫|-⌫---||-|
Siantr a il molt	||----⌫|-|---|
uolan tiers	-----⌫----|
Nauoitmie lesd oiz antiers	|----|--|--|-⌫--|------|
Quemolt fo rt	--|---|--⌫-|
si estoitbleciez	||-----|------|
Et sail les fers red reciez	-|||-|--|---|---⌫-----|
lorle us arriere	--|--⌫-|------|
Si quenedeuantne de rriere	-|--|-|-----|-|--⌫-----|
Nan lunne an	|-||-|-|-|
l autre costé	|----|-----|
quel ane üst osté	--||-|-⌫---|----|
Nul des fers netretneploié.	--|--|---|-|---|-|------|
Audepartira s oploié	-|-------||-⌫------|
Ala chanbreetfetto taut el	|-|------|-|--|--⌫|---⌫-|
Cons ilfus t deu ant	--||-|---⌫|---⌫--|
anpartamoltgrantango isse	-|---||---|----|----⌫---|
T antqua nsonostel estu enuz .	-⌫--|-|-⌫|--|----|--|-⌫----⌫|
Ansonlitsecouche toznuz	-|--|--|-|-----|--|--|
Siconqu esnelui n i	-||----⌫-|----|||
Etlorsaprimes	-|---||-----|
s e meruoille	-⌫|--------|
De sesdoizq uil true ue plaiez	-|--|---|-⌫|-|----⌫-|-----|
M es derienn	-⌫-|-|---||
aneste s maie z	-|--|-⌫-⌫----⌫|
Po rcequilsettot deseür	--⌫|-|-|-|--|--|-|----|
Que au trairel e sfers	--|-|-----|-⌫-⌫|---|
De lafenestreseb le c ̧ a	-|-|-------|-|-⌫--⌫-⌫-⌫|
Porcepasnesancor reça	--|-|--|-||-|---⌫----|
Car i lseuolsistmialz	--|-⌫|-|------|----|
Andeus lesbrazauoir traizfors	-----|--|---|----|----|---|
ne fustoltrepassez	-|---|----|-----|
Mess ilse fustaillorsquassez	--||-|-|---|------|------|
Etsilaidemant an piriez	-|-|--------|--⌫-----|
Moltanfust dolanzetiriez .	---|-|---|-----|-|-----⌫|
Lar eïn e	-|-⌫----⌫|
D edanzsachanbre	-⌫----|-|------|
ancortinee	---------|
s öef and or mie	-⌫---|---⌫--⌫--|
Desesdr asnesegardoitmie	-|--|--⌫-|-|-|------|--|
f ussenttachié de sa nc	-⌫-----|------|-|--⌫-|
Einzcuid oitqu	---|----⌫--|-|
ilfu ssent m o l tblanc	-|--⌫----|-⌫-⌫-⌫|----|
belet moltauenant.	--|-|---|-------|
EtMeliaganz ma intenant	-|--------|--⌫-------|
Q u ilfutuest uz	-⌫|-|--|----⌫-|
Sa nestuerslachanbretornez	|-⌫|--|---|-|------|-----|
Oula rei ̈ne se	-|-|---⌫--|-|
ueillantlatrueueet les dras	-------|-|-----|-|--|---|
Del fressanctachi ezetgotez	--|---|---|-----⌫-|-|----|
sesco npaignonsbotez	--|--⌫--------|----|
Etcom a par ceuanzdemal	-|--|-⌫---⌫-----|-|--|
uers lelitKeuleseneschal	---|-|--|--|-|--------|
Esgar de et uoitlesdraz	-----⌫-|-|---|--|---|
Desancquelanui tce	-|---|--|-|---⌫|-|
Furentses pla iesesc reuees.	-----|--|---⌫--|---⌫------|
Etdit Dam e or	-|--|---⌫|-|
aig e tr ouees	-|-⌫|--⌫----|
T exanseignescon ie	-⌫-|--------|--|-|
Bienest uo irsque moltse foloie	---|--|--⌫--|--|---|-|-----|
Q ui defame garder se	-⌫-|-|---|-----|-|
So ntrauail	--⌫|------|
ipertetsapain ne	|---|-|-|----⌫-|
quipluslagarde	--|---|-|----|
Q uecilquine	-⌫-|--|--|-|
s an donegarde.	|-|---|-----|
Molta orbeleg arde	---||-|---|-⌫---|
Mesperequ i pormoiuo sgueite	--|---|--⌫|--|--|--⌫|-----|
Dem oiuosail	-|-⌫-|--||-|
biengardee	---|-----|
M esenu it uo saregardee	-⌫-|---⌫-|--⌫||-------|
Kex lisenesch ax mal gr ésuen	--|-|-------⌫-|--|--⌫-|---|
Sa de uoseütotson bu en	||-|--|--|--|--|--⌫-|
Et il sera mo ltbie nproué.	-|-|---|--⌫-|---⌫|------|
-Co mantf etele.-	|--⌫---|-⌫-|---||
Sancan uosdrasq uiletesmoi ngne	---|-|--|---|-⌫-|-|------⌫---|
Puis qua direlemebes o igne.	---|-||---|-|-|---⌫-⌫----|
Qu e anuos draset es suenstruis	--⌫|-|--|---|-|-|----|----|
Lesancq uicheïdesesplaies	-|---|-⌫-|----|-|--|-----|
ans ai gn es bien ueraies .	---⌫--⌫--⌫-|---|-------⌫|
Lorspr imes la reïne uit	---|--⌫---|-|-----|--|
Etanl unetan la utr eli t	-|-||-|-|-||-⌫---⌫|--⌫|
sanglan zsisanmeruoille	-------⌫|-||-|--------|
Hontee n otsi	----|-⌫|-|-|
deuintuermoi lle	-----|------⌫--|
Etdis t Se	-|---⌫|-|
que anmesdrasregart	--|-|--|---|-----|
Onquesneliap o rt aQues	-----|-|||--⌫-⌫--⌫|---|
Einzmaenuit sen iélines	---|||----|---⌫--|-|--|
fuaumienespoir.	-|-|---|------|
Etele c uide direuoir.	-|--|-⌫---|---|----|
Parmon ch ieffet Meleaganz	--|--|--⌫--|--|--------|
Quanqu euosd iteses tnea nz.	------⌫|--|-⌫---|--⌫|---⌫--|
ame stierp arole fainte	|--⌫----|-⌫----|-----|
Queproueee stesetatainte	--|-----|-⌫---|-|------|
seraliuo irsprouez.	---|-|--⌫--|------|
Lo rsdit S eignor	--⌫-|--|-⌫-----|
neu o smouez	-|-⌫-⌫|----|
As gardesqui il uece sto i ent	-|-----|--|--⌫--|-⌫---⌫-⌫--|
Etga r dezque os ténesoi ent	-|--⌫-⌫--|--|--⌫--|-|---⌫--|
Li drap dell ittan tqueieueigne.	-|---|--|-⌫-|---⌫|--|-|------|
Ieu oelque liroisdroit me te igne	-|-⌫--|--|-|---|----|-|--⌫---|
Q ant lachos eueuëaura.	-⌫--|-|----⌫|----|----|
Lorslequisttant	---|-|----|---|
