Stephanus,δ̄i	Stephanus , δ̄i
inimicimeiet	inimici mei et
meadversummejurabant	me adversum me jurabant
.quiacineremtanquam	. quia cinerem tanquam
panemmanducabametpotummeũcumfletumiscebãa	panem manducabam et potum meũ cum fletu miscebã a
facieireet	facie ire et
indignationistue	indignationis tue
quiaelevans	quia elevans
alixistimediesmeisicutumbradeclinaveruntetego	alixisti me dies mei sicut umbra declinaverunt et ego
sicutfenũarui.tuautemdñeineternũ	sicut fenũ arui . tu autem dñe in eternũ
permanesetmemorialetuumin	permanes et memoriale tuum in
generationemetgenerationem.tuexurgens	generationem et generationem . tu exurgens
dominemisereberissyonquiatempusmiserendiejusquia	domine misereberis syon quia tempus miserendi ejus quia
venittempus.quoniãplacueruntservis	venit tempus . quoniã placuerunt servis
tuislapidesejusetterreejusmiserebuntur.ettimebunt	tuis lapides ejus et terre ejus miserebuntur . et timebunt
gentesnomen	gentes nomen
tuumdñeetomnesregesterregloriamtuam	tuum dñe et omnes re ges terre gloriam tuam
.quiaedificavitdñssyon⁊videbituringloriasua	. quia edificavit dñs syon ⁊ videbitur in gloria sua
.respexitinorationemhumiliumetnonsprevitprecem	. respexit in orationem humilium et non sprevit precem
eorum.scribantur	eorum . scribantur
hecingenerationealtera	hec in generatione altera
etpopulus	et populus
quicreabiturlaudabitdñm.	qui creabitur laudabit dñm .
quiaprospexitdeexcelso	quia prospexit de excelso
sanctosuo	sancto suo
dominusdecelointerramaspexit	dominus de celo in terram aspexit
.utaudiretgemituscompeditorumutsolveretfiliosinterremptorum	. ut audiret gemitus compeditorum ut solveret filios interremptorum
.utannũtient	. ut annũtient
insyonnomendominietlaudem	in syon no men domini et laudem
ejusiniherusalem	ejus in iherusalem
.inconveniendopopulosinunumetreges	. in conveniendo populos in unum et reges
utserviãtdomino.responditeiinviavirtutis	ut serviãt domino . respondit ei in via virtutis
suepaucitatemdierum	sue paucitatem dierum
meorumnuntiamichinerevocesmeindimidiodierũmeorum	meorum nuntia michi ne revoces me in dimidio dierũ meorum
ingenerationem	in generationem
etgenerationẽ	et generationẽ
.ipsiperibunttuautẽpermanesetomnessicutvesti	. ipsi peribunt tu autẽ permanes et omnes sicut vesti
mentumveterascent.etsicutopertoriũmutabiseoset	mentum veterascent . et sicut opertoriũ mutabis eos et
mutabunturtu	mutabuntur tu
autemidemipseesetannituinondeficient	autem idem ipse es et anni tui non deficient
habitabũtetsemeneoruminseculum	habitabũt et semen eorum in seculum
etfilio.	et filio .
domineexaudior̃onẽmeam	domine exaudi or̃onẽ meam
etclamormeusadteveniatnonavertas	et clamor meus ad te veniat non avertas
faciemtuãameinquacumq	faciem tuã a me in quacumq 
meaurẽtuaminquacumqdieinvocavero	me aurẽ tuam in quacumq  die invocavero
tevelociterexaudi	te velociter exaudi
me.quiadefeceruntsicutfum᷒diesmei	me . quia defecerunt sicut fum᷒ dies mei
etossameasicutcremiumaruerunt.percussussumut	et ossa mea sicut cremium aruerunt . percussus sum ut
fenũ.etaruitcormeumquiaoblitussumcomedere	fenũ . et aruit cor meum quia oblitus sum comedere
panẽmeũavocegemitusmeiadhesit	panẽ meũ a voce gemitus mei adhesit
osmeumcarnimee.	os meum carni mee .
similisfactussumpellicanosolitudinisfactussum	similis factus sum pellicano solitudinis factus sum
sicutniticoraxindomicilio.vigilaviet	sicut niticorax in domicilio . vigilavi et
factussumsicut	factus sum sicut
passersolitariusĩtectotota	passer solitarius ĩ tecto tota
dieexprobrabantmichiinimici	die exprobrabant michi inimici
meietquilaudabantmeadversumme	mei et qui laudabant me adversum me
jurabant.quiacinerem	jurabant . quia cinerem
tanꝙͣpanem	tanꝙͣ panem
manducabametpotummeumcumfletumiscebam.afacie	manducabam et potum meum cum fletu miscebam . a facie
tuequiaelevansalisistime	tue quia elevans alisisti me
diesmeisicutumbradeclinaveruntet	dies mei sicut umbra declinaverunt et
ꝑmanesetmemorialetuum	ꝑmanes et memoriale tuum
ingenerationemet	in generationem et
quoniamplacueruntservis	quoniam placuerunt servis
tuislapidesejusetterreejus	tuis lapides ejus et terre ejus
miserebunturettimebuntgentesnomentuumdomineetom̃s	miserebuntur et timebunt gentes nomen tuum domine et om̃s
syonetvidebitur	syon et videbitur
.respexitinor̃onem	. respexit in or̃onem
humiliumet	humilium et
nonsprevitprecẽ	non sprevit precẽ
eoꝝscribenturhecingenerationealteraetpopulus	eoꝝ scribentur hec in generatione altera et populus
quicreabitur	qui creabitur
celointerram	celo in terram
aspexitutaudiretgemituscompeditorumutsolveretfiliosinterremptorum	aspexit ut audiret gemitus compeditorum ut solveret filios interremptorum
utannũtientinsyonnomendominiet	ut annũtient in syon nomen domini et
regesutservientdomino	reges ut servient domino
viavirtutissuepaucitatemdierummeorumnuntia	via virtutis sue paucitatem dierum meorum nuntia
michinerevocesmeindimidio	michi ne revoces me in dimidio
dierummeorumingenerationemetgenerationemãnitui.	dierum meorum in generationem et generationem ãni tui .
celi.ip̃iperibunttuautempermaneset	celi . ip̃i peribunt tu autem permanes et
omnessicutvestimentum	omnes sicut vestimentum
etmutabunturtuautemidem	et mutabuntur tu autem idem
ip̃eeset	ip̃e es et
annituinondeficient.filiiservorumtuorumhabitabuntet	anni tui non deficient . filii servorum tuorum habitabunt et
semeneorumin	semen eorum in
seculumdirigetur.Gloriapatri.ps̃d̃d	seculum dirigetur . Gloria patri . ps̃d̃d
.domineexaudioratõemmeam:etclamor	. domine exaudi oratõem meam : et clamor
ame:ĩqͣꝯqdietribulorĩclinaad	a me : ĩ qͣꝯq  die tribulor ĩclina ad
.inqͣꝯq	. in qͣꝯq
exaudimededefecer̃tsicͭfumus	exaudi me  de defecer̃t sicͭ fumus
diesmei	dies mei
:etossameasicutcremiũaruerũt.	: et ossa mea sicut cremiũ aruerũt .
utfenũetaruitcormeũ:quia	ut fenũ et aruit cor meũ : quia
oblitussumcõmederepanẽmeuma	oblitus sum cõme dere panẽ meum a
vocegemitusmei	voce gemitus mei
meũcarnimee.sil̃isfactussumpellicanosolitud̃is:	meũ carni mee . sil̃is factus sum pellicano solitud̃is :
fc̃ussũsicut	fc̃us sũ sicut
niticoraxindomiciliovigilavietetfc̃ussumsicutpass͛	niticorax in domicilio vigilavi et et fc̃us sum sicut pass͛
solitariusin	solitarius in
tectototadieexprobrabantmͥ	tecto to ta die exprobrabant mͥ
adversũmejurabãt	adversũ me jurabãt
manducabã:etpotummeum	manducabã : et potum meum
cumfletumiscebãafacieireetindignatõistue:	cum fletu miscebã a facie ire et indignatõis tue :
elevãsallixistimediesmeisicutumbradeclinar̃t:	elevãsallixisti me dies mei sicut umbra declinar̃t :
etegosicutfenumarui	et ego sicut fenum arui
tuumingenerationemetgeneratõemtu	tuum in generationem et generatõem tu
exurgensdñemis͛eberissyon:tẽpusmiserendiejus	exurgens dñe mis͛eberis syon : tẽpus miserendi ejus 
venittempusqm̃	venit tempus qm̃
placuerũtservis	placuerũt servis
tuislapidesejus:et	tuis lapides ejus : et
terreei᷒miserebunturettimebũtgentesnomẽtuũdñe:	terre ei᷒ miserebuntur et timebũt gentes nomẽ tuũ dñe :
etomnesregest͛regl̃iamtuam.quiaedificavitdñs	et omnes reges t͛re gl̃iam tuam . quia edificavit dñs
syon:etvidebr̃ingloriasuarespexitinorationem	syon : et videbr̃ in gloria sua respexit in orationem
humilium:	humilium :
etnonsprevit	et non sprevit
precemeoꝝ.scribanturhecingenerationealtera:	precem eoꝝ . scribantur hec in generatione altera :
etppl̃us	et ppl̃us
:dominusdecelointerramaspexit.utaudiret	: dominus de celo in terram aspexit . ut audiret
gemituscompeditorum:utsolveretfiliosinteremptoꝝutannuntientin	gemitus compeditorum : ut solveret filios interemptoꝝ ut annuntient in
inunũ:et	in unũ : et
regesutserviantdñoresponditeiinviavirtutissue	reges ut serviant dño respondit ei in via virtutis sue
:paucitatemdierũmeoꝝnuntiamͥ	: paucitatem dierũ meoꝝ nuntia mͥ
meoꝝ:ingenerationemetgenerationẽ	meoꝝ : in generationem et generationẽ
fundasti:etoꝑa	fundasti : et oꝑa
manuumtuaꝝsuntceli.ip̃iꝑibũt	manuum tuaꝝ sunt celi . ip̃i ꝑibũt
.tuautemꝑmanes:etom̃ssicut	. tu autem ꝑmanes : et om̃s sicut
vestimentũvet͛ascentetsicutopertoriũmutabiseos	vestimentũ vet͛ascent et sicut opertoriũ mutabis eos
etmutabuntur:tuautẽidemipseesetanni	et mutabuntur : tu autẽ idem ipse es et anni
tuinondeficientfiliis͛voꝝtuoꝝh̃itabunt:etsemẽ	tui non deficient filii s͛voꝝ tuoꝝ h̃itabunt : et semẽ
eoruminseculudiriget᷑:domine	eorum in seculu  diriget᷑ : domine
etclamormeusadteveniatnonavertasfaciẽ	et clamor meus ad te veniat non avertas faciẽ
tuãame	tuã a me
admeaurẽtuãinquacũq	ad me aurẽ tuã in quacũq 
dieĩvocaverote:velociterexaudime.quia	die ĩvocavero te : velociter exaudi me . quia
defecerũtsicutfumusdiesmei:	defecerũt sicut fumus dies mei :
sũutfenũetaruitcor	sũ ut fenũ et aruit cor
meũquiaoblitussũ	meũ quia oblitus sũ
comederepanẽmeũavocegemitusmeiadhesitosmeũ	comedere panẽ meũ a voce gemitus mei adhesit os meũ
carnimee	carni mee
.similisfactussũpellicanosolitud̃isetfactussumsicut	. similis factus sũ pellicano solitud̃is et factus sum sicut
nicticoraxindomiciliovigilavietfactussũ	nicticorax in domicilio vigilavi et factus sũ
sicutpassersolitarius	sicut passer solitarius
intecto.tota	in tecto . tota
dieexprobrabantmichiinimicimeiet	die exprobrabant michi inimici mei et
afacieireet	a facie ire et
elevansallisistimediesmei	elevans allisisti me dies mei
arui.tuautẽ	arui . tu autẽ
dñeinet͛nũ	dñe in et͛nũ
ꝑmanesetmẽoriale	ꝑmanes  et mẽoriale
tuũingeneratõeetgenerõnẽtuexurgensdñemisereberissyon	tuũ in generatõe et generõnẽ tu exurgens dñe misereberis syon
tempusmiserendiei᷒	 tempus miserendi ei᷒
.quiavenittempus.	. quia venit tempus .
qm̃placueruntservistuislapidesejus	qm̃ placuerunt servis tuis lapides ejus 
ett͛reejus	et t͛re ejus
mis͛ebuntur.ettimebũtgentesnomentuũ	mis͛ebuntur . et timebũt gentes nomen tuũ
dñeetõsregesterregl̃am	dñe  et õs reges terre gl̃am
etvidebit᷑ingl̃a	et videbit᷑ in gl̃a
inor̃õemhũilium	in or̃õem hũilium
etnonsprevitprecẽeorũscribanturhec	 et non sprevit precẽ eorũ scribantur hec
ingenerationealteraetpopulusquicreabitur	in generatione altera  et populus qui creabitur
laudabitdñm.prospexitdeexcelsos̃ctosuo	laudabit dñm . prospexit de excelso s̃cto suo 
dñsdeceloĩ	dñs de celo ĩ
syonnomendominiet	syon nomen domini  et
laudemejusinihrl̃m.incõveniendoppl̃osinunũ	laudem ejus in ihrl̃m . in cõveniendo ppl̃os in unũ
:etregesutserviantdño.respondit	: et reges ut serviant dño . respondit
eiinviavirtutissuepaucitatẽdierũmeorum	ei in via virtutis sue paucitatẽ dierũ meorum
nũtiamichi.nerevocesmein	nũtia michi . ne revoces me in
dimidiodierũmeorũingenerationem	dimidio dierũ meorũ  in generationem
etgenerationẽãnitui.initio	et generationẽ ãni tui . initio
tudñeterrã	tu dñe terrã
etom̃ssicutvestimentũveterascẽtetsicutoꝑtoriũ	 et om̃s sicut vestimentũ veterascẽt et sicut oꝑtoriũ
mutabiseosetmutabũturtuautẽ	mutabis eos et mutabũtur tu autẽ
idẽipseesetanni	idẽ ipse es et anni
filiiservoꝝ	filii servoꝝ
tuorũh̃itabuntetsemeneorũinscl̃mdirigetur	tuorũ h̃itabunt et semen eorũ in scl̃m dirigetur
.ps̃d̃d	. ps̃d̃d
domineexaudiorationem	domine exaudi orationem
adteveniat.nonavertasfaciemtuama	ad te veniat . non avertas faciem tuam a
meinquacumqdietribulorinclina	me in quacumq  die tribulor inclina
admeauremtuam	ad me aurem tuam
.inquacumq	. in quacumq 
.quiadefeceruntsicutfumusdiesmeietossa	. quia defecerunt sicut fumus dies mei et ossa
measicutcremiumaruerunt.percussussumut	mea sicut cremium aruerunt . percussus sum ut
fenumetaruitcormeumquiaoblitussum	fenum et aruit cor meum quia oblitus sum
comederepanemmeum.a	comedere panem meum . a
meiadhesitosmeumcarnimee.similisfactussum	mei adhesit os meum carni mee . similis factus sum
pellicanosolitudinisfactussumsicutnicticoraxindomicilio.	pellicano solitudinis factus sum sicut nicticorax in domicilio .
vigilavietfactussũsicutpassersolitariusin	vigilavi et factus sũ sicut passer solitarius in
tectototadieexprobrabant	tecto tota die exprobrabant
michiinimicimeietquilaudabantmeadversũme	michi inimici mei et qui laudabant me adversũ me
jurabãtquiacyneremtanquampanemmanducabametpotummeum	jurabãt quia cynerem tanquam panem manducabam et potum meum
cumfletu	cum fletu
miscebam.afacieireet	miscebam . a facie ire et
indignationistuequiaelevansallisistimediesmeisicut	indignationis tue quia elevans allisisti me dies mei sicut
tuautemdomineineternum	tu autem domine in eternum
.tuexurgensdominemisereberis	. tu exurgens domine misereberis
lapidesejusetterreejusmiserebunturettimebuntgentesnomẽtuum	lapides ejus et terreejus miserebuntur et timebunt gentes nomẽ tuum
domineetomnesregesterregloriamtuam.	domine et omnes reges terre gloriam tuam .
quiaedificavitdominussyonetvidebitur	quia edificavit dominus syon et videbitur
ĩgloriasua.respexitin	ĩ gloria sua . respexit in
orationemhumiliumetnõsprevitprecemeorũ.scribanturhec	orationem humilium et nõ sprevit precem eorũ . scribantur hec
ingenerationealteraetpopulusquicreabiturlaudabitdominum.	in generatione altera et populus qui creabitur laudabit dominum .
quiaprospexitde	quia prospexit de
excelsosc̃osuodominusdecelointerram	excelso sc̃o suo dominus de celo in terram
aspexit.utaudiret	aspexit . ut audiret
gemituscompeditorumutsolveretfiliosinteremptorumutannuntientin	gemitus compeditorum ut solveret filios interemptorum ut annuntient in
syonnomendominietlaudemejusiniherusalem.	syon nomen domini et laudem ejus in iherusalem .
inconveniendopopulosinunumetreges	in conveniendo populos in unum et reges
utserviant	ut serviant
domino.	domino .
responditeiin	respondit ei in
.nerevoces	. ne revoces
meindimidiodierummeorumingenerationemetgenerationem	me in dimidio dierum meorum in generationem et generationem
annitui.initiotudomineterramfundastietopera	anni tui . initio tu domine terram fundasti et opera
manuumtuarumsuntceli	manuum tuarum sunt celi
.ipsiperibunttuautemꝑmanesetomnessicut	. ipsi peribunt tu autem ꝑmanes et omnes sicut
tuautẽ	tu autẽ
.filiiservorumtuorumhabitabuntetsemeneorumin	. filii servorum tuorum habitabunt et semen eorum in
seculumdirigetur.ps̃davidDÑEexaudi	seculum dirigetur . ps̃ david DÑE exaudi
teꝑueniat.	te ꝑueniat .
inqͣcũq	in qͣcũq 
Inquac̃q	In quac̃q 
dieinuocaũoteuelocit̃exaudime	die inuocaũo te  uelocit̃ exaudi me
.Quiadefecerũtsicutfum᷒diesm̃i⁊ossam̃a	. Quia defecerũt sicut fum᷒ dies m̃i ⁊ ossa m̃a
ꝑcussussũutfenũ⁊	ꝑcussus sũ ut fenũ ⁊
aruitcormeũoblitussũcomed̃e	aruit cor meũ  oblitus sũ comed̃e
adhesit	 adhesit
osmeũcãnimee.Simil̃fc̃ssumpellicanosolitudinis	os meũ cãni mee . Simil̃ fc̃s sum pellicano solitudinis
fc̃ssũsicutnicticoraxindomicilio.Vigilaui	 fc̃s sũ sicut nicticorax in domicilio . Vigilaui
⁊fc̃ssũsic̃passer	⁊ fc̃s sũ sic̃ passer
solitari᷒intecto	solitari᷒ in tecto
.Totadieexprobrabãtmͥinimicim̃i⁊	. Tota die exprobrabãt mͥ inimici m̃i ⁊
quilaudabãtmeadu͛summeiurabãt.Quiacinerẽ	qui laudabãt me adu͛sum me iurabãt . Quia cinerẽ
tãꝙͣpanẽ	tãꝙͣ panẽ
mãducabã⁊	mãducabã ⁊
poculũmeũcũfletumiscebã.Afacieire	poculũ meũ cũ fletu miscebã . A facie ire
etindignationistueeleuãsallisisti	et indignationis tue  eleuãs allisisti
me.Dies	me . Dies
m̃isicutumbra	m̃i sicut umbra
declinauerũt⁊egosicutfenũarui.Tuaut̃	declinauerũt ⁊ ego sicut fenũ arui . Tu aut̃
dñeinet̃numꝑmanes⁊	dñe in et̃num ꝑmanes ⁊
memorialetuũingñatione	memoriale tuũ in gñatione
⁊gñem.Tu	⁊ gñem . Tu
t̃reeiusmiserebũtu᷑.Ettimeb̃tg̃snom̃tuũ	t̃re eius miserebũtu᷑ . Et timeb̃t g̃s nom̃ tuũ
d̃⁊õsregeᷤt̃regl̃amtuã.Quiahedificabit	d̃ ⁊ õs regeᷤ t̃re gl̃am tuã . Quia hedificabit
dñssyon	dñs syon
⁊uidebr̃ingl̃asua.Respex̃in	⁊ uidebr̃ in gl̃a sua . Respex̃ in
oratõnẽhũiliũ⁊ñspreũ	oratõnẽ hũiliũ ⁊ ñ spreũ 
cemeoꝝ.Scribant᷑h̃ingñatiõe	cem eoꝝ . Scribant᷑ h̃ in gñatiõe
alt̃a⁊ppl̃squicreabr̃laudabitdñm.	alt̃a ⁊ ppl̃s qui creabr̃ laudabit dñm .
Qͥaprospex̃deexcelso	Qͥa prospex̃ de excelso
sc̃osuodñsdeceloint̃rã	sc̃o suo  dñs de celo in t̃rã
